INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 49400, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 2.5, actual clock drifts: [1.3484901519573986, -2.3859834006511313, 2.2389229927111245, -0.792183923213754, -1.0718442932344963, -1.116559109844184, -2.1709045751900122, -0.32028555885919374, 0.127823842933803, 1.2834751534718984]
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [7, 10, 8, 8, 3, 14, 10, 7, 4, 6], "hlc": [921529, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [3, 10, 3, 11, 12, 8, 11, 6, 6, 8], "hlc": [921527, 7]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [1, 10, 1, 4, 3, 8, 12, 6, 2, 4], "hlc": [921526, 10]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [1, 1, 0, 1, 0, 3, 0, 9, 0, 3], "hlc": [921526, 1]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [0, 1, 3, 4, 3, 7, 0, 1, 3, 9], "hlc": [921528, 0]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [9, 10, 1, 8, 3, 12, 10, 9, 4, 6], "hlc": [921529, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [7, 15, 8, 9, 3, 14, 10, 8, 4, 6], "hlc": [921529, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [7, 16, 8, 11, 12, 14, 11, 8, 6, 8], "hlc": [921529, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [3, 10, 3, 11, 13, 8, 11, 6, 6, 9], "hlc": [921528, 1]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [8, 10, 5, 8, 3, 16, 10, 7, 4, 6], "hlc": [921528, 4]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [8, 10, 5, 8, 3, 17, 12, 7, 4, 6], "hlc": [921528, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [1, 14, 1, 9, 3, 8, 13, 8, 2, 4], "hlc": [921526, 11]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [7, 17, 8, 11, 12, 14, 11, 8, 6, 8], "hlc": [921529, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [7, 10, 9, 8, 3, 14, 10, 7, 4, 6], "hlc": [921529, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [3, 9, 1, 12, 7, 4, 6, 6, 2, 4], "hlc": [921526, 10]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [3, 10, 3, 11, 14, 8, 11, 6, 6, 9], "hlc": [921528, 2]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [1, 14, 1, 9, 3, 8, 14, 8, 2, 4], "hlc": [921526, 12]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [1, 1, 0, 1, 0, 3, 0, 10, 0, 3], "hlc": [921527, 0]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [10, 10, 1, 8, 3, 12, 10, 10, 4, 6], "hlc": [921529, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [7, 18, 8, 11, 14, 14, 11, 8, 6, 9], "hlc": [921529, 6]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [7, 19, 8, 11, 14, 14, 14, 8, 6, 9], "hlc": [921529, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [7, 17, 8, 13, 12, 14, 11, 8, 6, 8], "hlc": [921529, 6]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [7, 14, 9, 9, 3, 14, 15, 8, 4, 6], "hlc": [921529, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [7, 14, 9, 12, 7, 14, 16, 8, 4, 6], "hlc": [921529, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 5, "vc": [11, 10, 1, 8, 3, 12, 10, 10, 4, 6], "hlc": [921529, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [7, 20, 8, 11, 14, 14, 14, 8, 6, 9], "hlc": [921529, 8]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [7, 10, 10, 8, 3, 14, 10, 7, 4, 6], "hlc": [921530, 0]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [3, 10, 3, 11, 15, 8, 11, 6, 6, 9], "hlc": [921528, 3]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [7, 14, 9, 12, 7, 14, 17, 8, 4, 6], "hlc": [921529, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [1, 1, 0, 1, 0, 3, 0, 11, 0, 3], "hlc": [921527, 1]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [1, 11, 0, 2, 2, 4, 7, 6, 8, 4], "hlc": [921528, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [7, 14, 11, 12, 7, 14, 17, 8, 4, 6], "hlc": [921530, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [7, 17, 8, 14, 15, 14, 11, 8, 6, 9], "hlc": [921529, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [7, 17, 8, 15, 15, 14, 11, 8, 8, 9], "hlc": [921529, 8]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [3, 10, 3, 11, 16, 8, 11, 11, 6, 9], "hlc": [921528, 4]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [11, 10, 5, 8, 3, 18, 12, 10, 4, 6], "hlc": [921529, 3]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [7, 14, 10, 12, 7, 14, 18, 8, 4, 6], "hlc": [921530, 1]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [7, 20, 8, 11, 14, 14, 14, 8, 9, 9], "hlc": [921529, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [12, 10, 1, 8, 3, 12, 10, 10, 4, 6], "hlc": [921530, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [7, 14, 12, 12, 7, 14, 17, 8, 4, 6], "hlc": [921530, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [3, 10, 3, 11, 17, 8, 11, 11, 6, 9], "hlc": [921528, 5]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [7, 14, 10, 12, 7, 14, 19, 8, 4, 6], "hlc": [921530, 2]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [1, 1, 0, 1, 0, 3, 0, 12, 0, 3], "hlc": [921528, 0]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [7, 20, 8, 11, 14, 14, 14, 8, 10, 9], "hlc": [921529, 10]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [12, 21, 8, 11, 14, 14, 14, 10, 6, 9], "hlc": [921530, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [12, 22, 10, 12, 14, 14, 19, 10, 6, 9], "hlc": [921530, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [12, 23, 10, 12, 14, 14, 19, 12, 6, 9], "hlc": [921530, 4]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [7, 14, 13, 12, 17, 14, 17, 11, 6, 9], "hlc": [921531, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [7, 14, 12, 12, 7, 14, 20, 8, 4, 6], "hlc": [921530, 3]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [7, 20, 12, 12, 14, 14, 21, 8, 10, 9], "hlc": [921530, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [13, 10, 1, 8, 3, 12, 10, 10, 4, 6], "hlc": [921530, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [12, 24, 10, 12, 14, 14, 19, 12, 6, 9], "hlc": [921530, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 3, "vc": [7, 14, 14, 12, 17, 14, 17, 11, 6, 9], "hlc": [921531, 1]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [7, 17, 8, 16, 15, 14, 11, 8, 8, 9], "hlc": [921529, 9]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [11, 10, 5, 8, 3, 19, 12, 10, 4, 6], "hlc": [921529, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [7, 20, 12, 12, 14, 14, 22, 8, 10, 9], "hlc": [921530, 5]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [1, 1, 0, 1, 0, 3, 0, 13, 0, 3], "hlc": [921528, 1]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [7, 20, 8, 11, 14, 14, 14, 8, 11, 9], "hlc": [921529, 11]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [12, 25, 12, 12, 14, 14, 22, 12, 10, 9], "hlc": [921530, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [7, 17, 14, 17, 17, 14, 17, 11, 8, 9], "hlc": [921531, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [3, 10, 3, 11, 18, 8, 11, 13, 6, 9], "hlc": [921528, 6]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [13, 20, 12, 12, 14, 14, 23, 10, 10, 9], "hlc": [921530, 6]}
