INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 49400, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 2.5, actual clock drifts: [1.3484901519573986, -2.3859834006511313, 2.2389229927111245, -0.792183923213754, -1.0718442932344963, -1.116559109844184, -2.1709045751900122, -0.32028555885919374, 0.127823842933803, 1.2834751534718984]
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [13, 20, 12, 16, 15, 14, 24, 10, 10, 9], "hlc": [921530, 7]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [12, 24, 10, 12, 14, 14, 19, 14, 6, 9], "hlc": [921530, 6]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [12, 24, 10, 12, 14, 14, 19, 15, 11, 9], "hlc": [921530, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [11, 10, 5, 8, 3, 19, 12, 10, 4, 10], "hlc": [921531, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [12, 26, 12, 12, 14, 14, 22, 12, 10, 9], "hlc": [921530, 7]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 7, "vc": [7, 14, 15, 12, 17, 14, 17, 11, 6, 9], "hlc": [921531, 2]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [7, 17, 14, 18, 17, 14, 17, 11, 8, 9], "hlc": [921531, 3]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [3, 10, 3, 11, 19, 8, 11, 13, 6, 9], "hlc": [921528, 7]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [11, 10, 5, 8, 3, 20, 12, 10, 4, 6], "hlc": [921529, 5]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [12, 24, 10, 12, 14, 14, 19, 16, 11, 9], "hlc": [921530, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [7, 20, 8, 11, 14, 14, 14, 8, 12, 9], "hlc": [921529, 12]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [14, 24, 10, 12, 14, 14, 19, 16, 11, 9], "hlc": [921531, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 3, "vc": [7, 17, 14, 18, 20, 14, 17, 13, 8, 9], "hlc": [921531, 4]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [12, 26, 12, 12, 14, 14, 22, 17, 11, 9], "hlc": [921530, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 2, "vc": [12, 26, 15, 12, 17, 14, 22, 18, 11, 9], "hlc": [921531, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [12, 26, 15, 12, 19, 14, 22, 19, 11, 9], "hlc": [921531, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [11, 20, 8, 11, 14, 20, 14, 10, 13, 9], "hlc": [921530, 0]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [11, 20, 8, 11, 14, 19, 14, 10, 12, 11], "hlc": [921531, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [12, 27, 12, 12, 14, 14, 22, 12, 10, 9], "hlc": [921530, 8]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [7, 14, 16, 12, 17, 14, 17, 11, 6, 9], "hlc": [921532, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 8, "vc": [7, 17, 14, 19, 17, 14, 17, 11, 8, 9], "hlc": [921531, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [7, 17, 14, 18, 21, 14, 17, 13, 8, 9], "hlc": [921531, 5]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [11, 10, 5, 8, 3, 21, 12, 10, 4, 6], "hlc": [921529, 6]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [13, 20, 12, 16, 15, 14, 25, 10, 10, 9], "hlc": [921530, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [12, 26, 15, 12, 19, 14, 22, 20, 11, 9], "hlc": [921531, 5]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [15, 24, 14, 18, 21, 14, 19, 16, 11, 9], "hlc": [921532, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [13, 20, 17, 16, 17, 14, 25, 11, 10, 9], "hlc": [921533, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [11, 14, 16, 12, 17, 22, 17, 11, 6, 9], "hlc": [921532, 1]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [12, 26, 16, 12, 19, 23, 22, 20, 11, 9], "hlc": [921532, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [12, 27, 15, 12, 19, 14, 22, 21, 11, 9], "hlc": [921531, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 3, "vc": [11, 20, 14, 19, 17, 20, 17, 11, 14, 9], "hlc": [921531, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [11, 20, 14, 19, 17, 21, 17, 11, 15, 9], "hlc": [921531, 6]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [16, 24, 14, 18, 21, 14, 19, 16, 11, 9], "hlc": [921532, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [12, 28, 12, 12, 14, 14, 22, 12, 10, 9], "hlc": [921530, 9]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [7, 17, 14, 18, 22, 14, 17, 13, 8, 9], "hlc": [921531, 6]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [12, 26, 16, 12, 19, 24, 22, 20, 11, 9], "hlc": [921532, 3]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [13, 20, 12, 16, 15, 14, 26, 10, 10, 9], "hlc": [921530, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [12, 27, 15, 12, 19, 14, 22, 22, 11, 9], "hlc": [921531, 7]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [11, 20, 14, 19, 17, 21, 17, 11, 16, 9], "hlc": [921531, 7]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [11, 20, 8, 11, 14, 19, 14, 10, 12, 12], "hlc": [921532, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [13, 20, 18, 19, 17, 21, 25, 11, 16, 9], "hlc": [921533, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [16, 24, 14, 20, 21, 14, 19, 16, 11, 9], "hlc": [921532, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 6, "vc": [16, 24, 14, 21, 21, 14, 26, 16, 11, 9], "hlc": [921532, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [16, 24, 14, 22, 21, 19, 26, 16, 12, 12], "hlc": [921532, 4]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [12, 27, 16, 12, 19, 25, 22, 22, 11, 9], "hlc": [921532, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [13, 28, 12, 16, 15, 14, 27, 12, 10, 9], "hlc": [921530, 10]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [13, 28, 14, 18, 22, 14, 28, 13, 10, 9], "hlc": [921531, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [13, 28, 16, 18, 22, 24, 29, 20, 11, 9], "hlc": [921532, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [17, 24, 14, 18, 21, 14, 19, 16, 11, 9], "hlc": [921532, 2]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 4, "vc": [13, 20, 19, 19, 17, 21, 25, 11, 16, 9], "hlc": [921533, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [7, 17, 14, 18, 23, 14, 17, 13, 8, 9], "hlc": [921531, 7]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [13, 28, 16, 18, 22, 24, 30, 20, 11, 9], "hlc": [921532, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [11, 20, 14, 19, 17, 21, 17, 11, 17, 9], "hlc": [921531, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [11, 20, 8, 11, 14, 19, 14, 10, 12, 13], "hlc": [921532, 1]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [18, 24, 14, 18, 23, 14, 19, 16, 11, 9], "hlc": [921533, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 2, "vc": [13, 20, 19, 19, 24, 21, 25, 13, 16, 9], "hlc": [921533, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [17, 27, 15, 18, 21, 14, 22, 23, 11, 9], "hlc": [921532, 3]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [13, 28, 16, 19, 22, 24, 30, 20, 18, 9], "hlc": [921532, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [13, 28, 16, 19, 22, 24, 30, 20, 19, 13], "hlc": [921532, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [11, 20, 14, 19, 17, 21, 17, 11, 17, 14], "hlc": [921533, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [19, 24, 14, 18, 23, 14, 19, 16, 11, 9], "hlc": [921533, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [12, 29, 12, 12, 14, 14, 22, 12, 10, 9], "hlc": [921530, 10]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [13, 20, 20, 19, 17, 21, 25, 11, 16, 9], "hlc": [921534, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 9, "vc": [16, 24, 14, 23, 21, 19, 26, 16, 12, 12], "hlc": [921532, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [13, 20, 19, 19, 25, 21, 25, 13, 16, 9], "hlc": [921533, 4]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [12, 27, 16, 12, 19, 26, 22, 22, 11, 9], "hlc": [921532, 5]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [13, 28, 16, 18, 22, 24, 31, 20, 11, 9], "hlc": [921532, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [17, 27, 15, 18, 21, 14, 22, 24, 11, 9], "hlc": [921532, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [20, 24, 19, 19, 25, 21, 25, 16, 16, 9], "hlc": [921533, 5]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [21, 28, 19, 19, 25, 24, 31, 20, 16, 9], "hlc": [921533, 6]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [22, 28, 19, 19, 25, 24, 31, 24, 16, 9], "hlc": [921533, 7]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [13, 30, 20, 19, 17, 21, 25, 12, 16, 9], "hlc": [921534, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [13, 27, 19, 19, 26, 26, 25, 22, 16, 9], "hlc": [921533, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [13, 29, 16, 18, 22, 24, 32, 20, 11, 9], "hlc": [921532, 7]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [19, 27, 15, 18, 23, 14, 22, 25, 11, 9], "hlc": [921533, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 3, "vc": [16, 24, 14, 23, 21, 21, 26, 16, 17, 15], "hlc": [921533, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [23, 28, 19, 19, 25, 24, 31, 24, 16, 9], "hlc": [921533, 8]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 4, "vc": [13, 31, 20, 19, 17, 21, 25, 12, 16, 9], "hlc": [921534, 2]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [13, 20, 21, 19, 17, 21, 25, 11, 16, 9], "hlc": [921534, 1]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [12, 27, 16, 12, 19, 27, 22, 22, 11, 9], "hlc": [921532, 6]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [13, 28, 16, 19, 22, 24, 30, 20, 20, 13], "hlc": [921532, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [16, 24, 14, 23, 21, 21, 26, 16, 17, 16], "hlc": [921533, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [13, 32, 21, 19, 17, 21, 25, 12, 16, 9], "hlc": [921534, 3]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [23, 28, 19, 19, 27, 26, 31, 24, 16, 9], "hlc": [921533, 9]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 1, "vc": [23, 31, 20, 19, 28, 26, 31, 24, 16, 9], "hlc": [921534, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [19, 28, 16, 19, 23, 24, 30, 26, 20, 13], "hlc": [921533, 3]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [13, 28, 16, 19, 22, 27, 30, 22, 21, 13], "hlc": [921532, 9]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [16, 28, 16, 23, 22, 27, 30, 22, 22, 16], "hlc": [921533, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [24, 28, 19, 19, 25, 24, 31, 24, 16, 9], "hlc": [921534, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [13, 33, 21, 19, 17, 21, 25, 12, 16, 9], "hlc": [921534, 4]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [16, 24, 14, 24, 21, 19, 26, 16, 12, 12], "hlc": [921532, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [23, 31, 20, 19, 29, 26, 31, 24, 16, 9], "hlc": [921534, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [13, 29, 16, 18, 22, 24, 33, 20, 11, 9], "hlc": [921532, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [16, 28, 16, 23, 22, 27, 30, 22, 23, 16], "hlc": [921533, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [25, 29, 19, 19, 25, 24, 33, 24, 16, 9], "hlc": [921534, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [16, 28, 22, 23, 22, 27, 30, 22, 23, 16], "hlc": [921535, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [24, 31, 20, 19, 30, 26, 31, 24, 16, 9], "hlc": [921534, 5]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [16, 27, 16, 24, 21, 28, 26, 22, 12, 12], "hlc": [921532, 7]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [23, 31, 20, 24, 29, 29, 31, 24, 16, 12], "hlc": [921534, 5]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [19, 33, 21, 19, 23, 24, 30, 27, 20, 13], "hlc": [921534, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [26, 29, 19, 19, 25, 24, 33, 24, 16, 9], "hlc": [921534, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [13, 34, 21, 19, 17, 21, 25, 12, 16, 9], "hlc": [921534, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [24, 31, 20, 19, 31, 26, 31, 24, 16, 9], "hlc": [921534, 6]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 2, "vc": [23, 31, 20, 24, 29, 30, 31, 24, 16, 12], "hlc": [921534, 6]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [13, 29, 16, 18, 22, 24, 34, 20, 11, 9], "hlc": [921532, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 8, "vc": [19, 33, 21, 19, 23, 24, 30, 28, 20, 13], "hlc": [921534, 6]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [27, 31, 20, 19, 31, 26, 33, 24, 16, 9], "hlc": [921535, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 5, "vc": [23, 31, 23, 24, 29, 30, 31, 24, 23, 16], "hlc": [921536, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [26, 29, 19, 25, 25, 24, 33, 24, 16, 12], "hlc": [921534, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [19, 34, 21, 19, 23, 24, 30, 29, 20, 13], "hlc": [921534, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 7, "vc": [19, 33, 21, 23, 23, 27, 30, 28, 24, 16], "hlc": [921534, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [16, 29, 16, 23, 22, 24, 34, 20, 17, 17], "hlc": [921535, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [28, 31, 20, 19, 31, 26, 33, 24, 16, 9], "hlc": [921535, 1]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [26, 29, 19, 26, 25, 24, 33, 24, 16, 12], "hlc": [921534, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [24, 31, 20, 19, 32, 26, 31, 24, 16, 9], "hlc": [921534, 7]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [23, 31, 20, 24, 29, 31, 31, 24, 16, 12], "hlc": [921534, 7]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [13, 29, 16, 18, 22, 24, 35, 20, 11, 9], "hlc": [921532, 10]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 8, "vc": [19, 34, 21, 19, 23, 24, 30, 30, 20, 13], "hlc": [921534, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 7, "vc": [16, 29, 16, 23, 22, 24, 34, 20, 17, 18], "hlc": [921535, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [28, 31, 20, 27, 31, 26, 33, 24, 16, 12], "hlc": [921535, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [26, 34, 21, 26, 25, 24, 33, 31, 20, 13], "hlc": [921534, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [26, 34, 21, 26, 29, 31, 33, 32, 20, 13], "hlc": [921534, 10]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 9, "vc": [26, 34, 21, 26, 29, 31, 34, 33, 20, 18], "hlc": [921535, 2]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [19, 33, 21, 23, 23, 27, 35, 28, 25, 16], "hlc": [921534, 8]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 7, "vc": [19, 34, 21, 23, 23, 27, 35, 30, 26, 16], "hlc": [921534, 9]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [24, 31, 20, 23, 32, 26, 34, 24, 17, 19], "hlc": [921535, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [29, 31, 20, 19, 31, 26, 33, 24, 16, 9], "hlc": [921535, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 0, "vc": [13, 35, 21, 19, 17, 21, 25, 12, 16, 9], "hlc": [921534, 6]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 3, "vc": [23, 31, 24, 24, 29, 30, 31, 24, 23, 16], "hlc": [921536, 1]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 4, "vc": [13, 29, 16, 18, 22, 24, 36, 20, 11, 9], "hlc": [921532, 11]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 3, "vc": [26, 34, 21, 26, 29, 31, 34, 34, 20, 18], "hlc": [921535, 3]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [19, 34, 21, 23, 23, 27, 35, 30, 27, 16], "hlc": [921534, 10]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 1, "vc": [24, 31, 20, 23, 32, 26, 34, 24, 17, 20], "hlc": [921535, 3]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 1, "vc": [30, 35, 21, 19, 31, 26, 33, 24, 16, 9], "hlc": [921536, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 9, "vc": [24, 36, 21, 23, 32, 26, 34, 24, 17, 20], "hlc": [921535, 4]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [28, 31, 24, 28, 31, 30, 33, 24, 23, 16], "hlc": [921536, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 7, "vc": [28, 34, 24, 29, 31, 31, 34, 34, 23, 18], "hlc": [921536, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [28, 34, 24, 30, 31, 31, 35, 34, 27, 18], "hlc": [921536, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 6, "vc": [24, 31, 20, 19, 33, 26, 36, 24, 16, 9], "hlc": [921534, 8]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [29, 34, 21, 26, 31, 31, 34, 35, 20, 18], "hlc": [921535, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [31, 35, 21, 19, 31, 26, 33, 24, 16, 9], "hlc": [921536, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [24, 37, 21, 23, 32, 26, 34, 24, 17, 20], "hlc": [921535, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [23, 31, 25, 24, 29, 30, 31, 24, 23, 16], "hlc": [921537, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [28, 34, 24, 31, 31, 31, 35, 34, 27, 18], "hlc": [921536, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [24, 31, 20, 19, 34, 26, 36, 24, 16, 9], "hlc": [921534, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [29, 34, 21, 26, 31, 31, 34, 36, 20, 18], "hlc": [921535, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [19, 34, 21, 23, 23, 27, 35, 30, 28, 16], "hlc": [921534, 11]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [29, 38, 21, 26, 32, 31, 34, 36, 20, 20], "hlc": [921535, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [28, 37, 24, 32, 32, 31, 35, 34, 27, 20], "hlc": [921536, 6]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 3, "vc": [28, 34, 24, 31, 35, 31, 36, 34, 27, 18], "hlc": [921536, 6]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [23, 31, 25, 24, 29, 32, 31, 24, 23, 16], "hlc": [921537, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [29, 34, 21, 26, 31, 31, 35, 37, 28, 18], "hlc": [921535, 6]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [31, 35, 21, 23, 32, 26, 34, 24, 17, 21], "hlc": [921536, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [31, 35, 21, 23, 34, 26, 36, 24, 17, 22], "hlc": [921536, 3]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [29, 39, 21, 26, 32, 31, 34, 36, 20, 20], "hlc": [921535, 7]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 9, "vc": [23, 31, 26, 24, 29, 30, 31, 24, 23, 16], "hlc": [921537, 1]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [28, 34, 24, 31, 36, 31, 36, 34, 27, 18], "hlc": [921536, 7]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [23, 31, 25, 24, 29, 33, 31, 24, 23, 16], "hlc": [921537, 2]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [29, 34, 21, 26, 31, 31, 35, 38, 28, 18], "hlc": [921535, 7]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [31, 35, 21, 23, 34, 26, 36, 24, 17, 23], "hlc": [921536, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [32, 35, 21, 26, 31, 31, 35, 38, 28, 18], "hlc": [921537, 0]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [29, 34, 24, 31, 36, 31, 36, 39, 28, 18], "hlc": [921536, 8]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [29, 34, 25, 31, 36, 33, 36, 40, 28, 18], "hlc": [921537, 3]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [29, 39, 21, 26, 32, 31, 35, 36, 29, 20], "hlc": [921535, 8]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [31, 39, 21, 26, 34, 31, 36, 36, 30, 23], "hlc": [921536, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 2, "vc": [31, 35, 26, 24, 34, 30, 36, 24, 23, 24], "hlc": [921537, 2]}
