INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 40800, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 7.5, actual clock drifts: [-3.9512723402734222, -4.148937916848881, -0.9329400316327217, -4.297257875238561, 1.0199080657976616, -1.292235710970556, 2.033855390776285, -4.105479859037723, 0.6778040998091814, 7.056106039397859]
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [12, 12, 11, 10, 11, 11, 12, 13, 15, 16], "hlc": [921715, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [9, 15, 17, 6, 9, 16, 9, 8, 13, 7], "hlc": [921712, 10]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [9, 12, 19, 11, 7, 12, 14, 11, 13, 10], "hlc": [921713, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [5, 11, 11, 13, 8, 7, 8, 11, 17, 8], "hlc": [921712, 7]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 2, "vc": [12, 11, 18, 6, 13, 12, 9, 8, 13, 7], "hlc": [921712, 9]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 1, "vc": [9, 14, 17, 6, 9, 17, 9, 8, 13, 7], "hlc": [921712, 10]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [14, 13, 11, 11, 7, 11, 15, 11, 11, 10], "hlc": [921713, 6]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [14, 13, 11, 11, 11, 11, 16, 13, 15, 16], "hlc": [921715, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [12, 11, 11, 6, 12, 11, 8, 14, 15, 7], "hlc": [921712, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [15, 13, 7, 6, 7, 11, 5, 8, 8, 7], "hlc": [921712, 8]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [9, 12, 20, 11, 7, 12, 14, 11, 13, 10], "hlc": [921713, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [12, 11, 18, 6, 14, 12, 9, 8, 13, 7], "hlc": [921712, 10]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [9, 14, 17, 6, 9, 18, 9, 8, 13, 7], "hlc": [921712, 11]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 9, "vc": [12, 11, 11, 6, 12, 11, 8, 15, 15, 7], "hlc": [921712, 10]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 2, "vc": [16, 13, 20, 11, 7, 12, 14, 11, 13, 10], "hlc": [921713, 8]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [15, 13, 11, 14, 8, 11, 8, 11, 17, 8], "hlc": [921712, 9]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [14, 14, 17, 11, 11, 18, 17, 13, 15, 16], "hlc": [921715, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 4, "vc": [12, 11, 18, 6, 14, 12, 9, 8, 18, 7], "hlc": [921712, 11]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 7, "vc": [12, 12, 11, 10, 12, 11, 12, 15, 15, 17], "hlc": [921716, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 0, "vc": [9, 16, 17, 6, 9, 16, 9, 8, 13, 7], "hlc": [921712, 11]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [9, 12, 21, 11, 7, 12, 14, 11, 13, 10], "hlc": [921713, 8]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [15, 13, 11, 15, 8, 11, 8, 11, 17, 8], "hlc": [921712, 10]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 4, "vc": [14, 14, 17, 11, 11, 18, 18, 13, 15, 16], "hlc": [921715, 5]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 6, "vc": [12, 11, 11, 6, 12, 11, 8, 16, 15, 7], "hlc": [921712, 11]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [12, 11, 18, 6, 14, 12, 9, 8, 19, 7], "hlc": [921712, 12]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 1, "vc": [17, 16, 20, 11, 9, 16, 14, 11, 13, 10], "hlc": [921713, 9]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [12, 12, 22, 11, 14, 12, 14, 11, 19, 10], "hlc": [921713, 9]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 6, "vc": [14, 14, 18, 11, 15, 18, 18, 13, 15, 16], "hlc": [921715, 6]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [15, 14, 17, 15, 9, 19, 9, 11, 17, 8], "hlc": [921712, 12]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 7, "vc": [14, 14, 17, 11, 12, 18, 19, 16, 15, 16], "hlc": [921715, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 2, "vc": [12, 12, 21, 11, 14, 12, 14, 11, 20, 10], "hlc": [921713, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [18, 16, 20, 11, 9, 16, 14, 11, 13, 10], "hlc": [921713, 10]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [9, 17, 17, 6, 9, 16, 9, 8, 13, 7], "hlc": [921712, 12]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [12, 12, 23, 11, 14, 12, 14, 11, 19, 10], "hlc": [921713, 10]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [14, 14, 18, 11, 16, 18, 18, 13, 15, 16], "hlc": [921715, 7]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [12, 12, 21, 11, 14, 12, 14, 11, 21, 10], "hlc": [921713, 10]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [12, 12, 11, 10, 12, 11, 12, 15, 15, 18], "hlc": [921716, 1]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [19, 16, 20, 11, 16, 18, 18, 13, 15, 16], "hlc": [921715, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [18, 18, 20, 11, 9, 16, 14, 11, 13, 10], "hlc": [921713, 11]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [14, 14, 23, 11, 14, 18, 20, 16, 19, 16], "hlc": [921715, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [14, 14, 23, 11, 14, 18, 21, 16, 21, 16], "hlc": [921715, 8]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [12, 17, 21, 11, 14, 16, 14, 11, 22, 10], "hlc": [921713, 11]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [12, 17, 21, 11, 14, 16, 14, 15, 23, 18], "hlc": [921716, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [20, 16, 20, 11, 16, 18, 18, 13, 15, 16], "hlc": [921715, 9]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [18, 19, 20, 11, 9, 16, 14, 11, 13, 10], "hlc": [921713, 12]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 4, "vc": [12, 12, 24, 11, 14, 12, 14, 11, 19, 10], "hlc": [921713, 11]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [15, 13, 11, 16, 8, 11, 8, 11, 17, 8], "hlc": [921712, 11]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [14, 14, 18, 11, 17, 18, 18, 13, 15, 16], "hlc": [921715, 8]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [15, 14, 17, 15, 9, 20, 9, 11, 17, 8], "hlc": [921712, 13]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [12, 17, 21, 11, 14, 16, 14, 15, 24, 18], "hlc": [921716, 3]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [12, 12, 11, 10, 12, 11, 12, 15, 15, 19], "hlc": [921717, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [14, 14, 25, 11, 17, 18, 18, 13, 19, 16], "hlc": [921715, 9]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [18, 19, 20, 17, 9, 16, 14, 11, 17, 10], "hlc": [921713, 13]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [18, 19, 20, 18, 12, 16, 14, 15, 17, 19], "hlc": [921717, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 2, "vc": [14, 14, 24, 11, 18, 18, 18, 13, 19, 16], "hlc": [921715, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [20, 16, 20, 11, 16, 18, 18, 17, 15, 16], "hlc": [921715, 10]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [20, 16, 20, 16, 16, 18, 18, 18, 17, 16], "hlc": [921715, 11]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [20, 16, 20, 16, 16, 20, 18, 19, 17, 16], "hlc": [921715, 12]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [12, 17, 21, 11, 14, 16, 14, 15, 24, 20], "hlc": [921717, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [21, 16, 20, 11, 16, 18, 18, 13, 15, 16], "hlc": [921715, 10]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [18, 20, 20, 11, 9, 16, 14, 11, 13, 10], "hlc": [921713, 13]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 0, "vc": [18, 19, 20, 19, 12, 16, 14, 15, 17, 19], "hlc": [921717, 2]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [15, 14, 17, 15, 9, 21, 9, 11, 17, 8], "hlc": [921712, 14]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [12, 17, 21, 11, 14, 16, 14, 15, 25, 18], "hlc": [921716, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 3, "vc": [22, 19, 20, 19, 16, 18, 18, 15, 17, 19], "hlc": [921717, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [18, 19, 20, 20, 12, 21, 14, 15, 17, 19], "hlc": [921717, 3]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [21, 16, 24, 11, 19, 18, 18, 13, 19, 16], "hlc": [921715, 11]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [15, 17, 21, 15, 14, 22, 14, 15, 25, 18], "hlc": [921716, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [18, 20, 21, 11, 14, 16, 14, 15, 26, 18], "hlc": [921716, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [23, 19, 20, 19, 16, 18, 18, 15, 17, 19], "hlc": [921717, 4]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [18, 21, 20, 11, 9, 16, 14, 11, 13, 10], "hlc": [921713, 14]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [18, 19, 20, 21, 12, 21, 14, 15, 17, 19], "hlc": [921717, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [21, 16, 24, 11, 20, 18, 18, 13, 19, 16], "hlc": [921715, 12]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 0, "vc": [15, 17, 21, 15, 14, 23, 14, 15, 25, 18], "hlc": [921716, 6]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [14, 14, 23, 11, 14, 18, 22, 16, 21, 16], "hlc": [921715, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [20, 16, 20, 16, 16, 20, 18, 20, 17, 16], "hlc": [921715, 13]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [18, 20, 21, 11, 14, 16, 14, 15, 27, 18], "hlc": [921716, 6]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 5, "vc": [24, 19, 21, 19, 16, 23, 18, 15, 25, 19], "hlc": [921717, 5]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [25, 19, 23, 19, 16, 23, 22, 16, 25, 19], "hlc": [921717, 6]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [20, 22, 20, 16, 16, 20, 18, 20, 17, 16], "hlc": [921715, 14]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [18, 21, 26, 11, 17, 18, 18, 13, 19, 16], "hlc": [921715, 10]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [18, 21, 27, 21, 17, 21, 18, 15, 19, 19], "hlc": [921717, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [23, 19, 23, 19, 16, 18, 23, 16, 21, 19], "hlc": [921717, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [23, 19, 24, 19, 20, 18, 24, 16, 21, 19], "hlc": [921717, 6]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [20, 20, 21, 16, 16, 20, 18, 21, 27, 18], "hlc": [921716, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [26, 19, 23, 19, 16, 23, 22, 16, 25, 19], "hlc": [921717, 7]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 4, "vc": [20, 23, 20, 16, 16, 20, 18, 20, 17, 16], "hlc": [921715, 15]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [18, 21, 28, 21, 17, 21, 18, 15, 19, 19], "hlc": [921717, 6]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [18, 19, 20, 22, 12, 21, 14, 15, 17, 19], "hlc": [921717, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [21, 16, 24, 11, 21, 18, 18, 13, 19, 16], "hlc": [921715, 13]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [15, 17, 21, 15, 14, 24, 14, 15, 25, 18], "hlc": [921716, 7]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 6, "vc": [20, 20, 21, 16, 16, 20, 18, 22, 27, 18], "hlc": [921716, 8]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 1, "vc": [21, 23, 24, 16, 22, 20, 18, 20, 19, 16], "hlc": [921715, 16]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [23, 21, 28, 21, 20, 21, 25, 16, 21, 19], "hlc": [921717, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [23, 21, 28, 21, 20, 24, 26, 16, 25, 19], "hlc": [921717, 8]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 7, "vc": [23, 21, 28, 21, 20, 24, 27, 22, 27, 19], "hlc": [921717, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [20, 20, 21, 22, 16, 21, 18, 23, 27, 19], "hlc": [921717, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [26, 20, 23, 19, 16, 23, 22, 16, 28, 19], "hlc": [921717, 8]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [21, 17, 24, 11, 21, 18, 18, 15, 24, 21], "hlc": [921719, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [27, 19, 23, 19, 16, 23, 22, 16, 25, 19], "hlc": [921717, 8]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [18, 19, 20, 23, 12, 21, 14, 15, 17, 19], "hlc": [921717, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [21, 23, 24, 16, 23, 20, 18, 20, 19, 16], "hlc": [921715, 17]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 2, "vc": [15, 17, 21, 15, 14, 25, 14, 15, 25, 18], "hlc": [921716, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [20, 20, 21, 22, 16, 21, 18, 24, 27, 19], "hlc": [921717, 7]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [26, 20, 23, 19, 16, 23, 22, 16, 29, 19], "hlc": [921717, 9]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [27, 24, 23, 19, 16, 23, 22, 20, 25, 19], "hlc": [921717, 9]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [27, 25, 24, 19, 23, 23, 22, 20, 25, 19], "hlc": [921717, 10]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 5, "vc": [18, 21, 29, 21, 17, 25, 18, 15, 25, 19], "hlc": [921717, 7]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [21, 23, 24, 22, 24, 21, 18, 24, 27, 19], "hlc": [921717, 8]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [18, 19, 21, 23, 14, 26, 14, 15, 25, 19], "hlc": [921717, 7]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [26, 20, 23, 23, 16, 27, 22, 16, 29, 19], "hlc": [921717, 10]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [28, 19, 23, 19, 16, 23, 22, 16, 25, 19], "hlc": [921717, 9]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [27, 26, 24, 19, 23, 23, 22, 20, 25, 19], "hlc": [921717, 11]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [18, 21, 30, 21, 17, 25, 18, 15, 25, 19], "hlc": [921717, 8]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [26, 20, 23, 23, 16, 28, 22, 16, 29, 19], "hlc": [921717, 11]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [23, 21, 28, 21, 20, 24, 28, 22, 27, 19], "hlc": [921717, 10]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [20, 20, 21, 22, 16, 21, 18, 25, 27, 19], "hlc": [921717, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [26, 20, 23, 19, 16, 23, 22, 16, 30, 19], "hlc": [921717, 10]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 5, "vc": [21, 17, 24, 11, 21, 18, 18, 15, 24, 22], "hlc": [921719, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [27, 27, 30, 21, 23, 25, 22, 20, 25, 19], "hlc": [921717, 12]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [26, 21, 31, 21, 17, 25, 22, 16, 30, 19], "hlc": [921717, 11]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [26, 21, 28, 23, 20, 29, 28, 22, 29, 19], "hlc": [921717, 12]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [26, 21, 28, 23, 20, 30, 28, 25, 29, 19], "hlc": [921717, 13]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 9, "vc": [26, 21, 28, 23, 21, 31, 28, 25, 29, 22], "hlc": [921719, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [28, 21, 28, 21, 20, 24, 29, 22, 27, 19], "hlc": [921717, 11]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [28, 21, 28, 23, 20, 28, 30, 22, 29, 19], "hlc": [921717, 12]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [27, 26, 24, 19, 23, 23, 22, 20, 25, 23], "hlc": [921720, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [18, 19, 20, 24, 12, 21, 14, 15, 17, 19], "hlc": [921717, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [21, 23, 24, 22, 25, 21, 18, 24, 27, 19], "hlc": [921717, 9]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [28, 21, 28, 23, 20, 28, 31, 22, 29, 19], "hlc": [921717, 13]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 4, "vc": [26, 20, 23, 19, 16, 23, 22, 16, 31, 19], "hlc": [921717, 11]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [29, 23, 24, 22, 25, 23, 22, 24, 27, 19], "hlc": [921717, 10]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 6, "vc": [28, 21, 28, 25, 20, 28, 31, 22, 29, 19], "hlc": [921717, 14]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 8, "vc": [26, 23, 24, 22, 26, 23, 22, 24, 31, 19], "hlc": [921717, 12]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [20, 20, 21, 24, 16, 21, 18, 26, 27, 19], "hlc": [921717, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [30, 23, 24, 22, 25, 23, 22, 24, 27, 19], "hlc": [921717, 11]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 0, "vc": [27, 28, 30, 21, 23, 25, 22, 20, 25, 19], "hlc": [921717, 13]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 9, "vc": [26, 21, 32, 21, 17, 25, 22, 16, 30, 19], "hlc": [921717, 12]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [26, 23, 24, 22, 27, 23, 22, 24, 31, 19], "hlc": [921717, 13]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [28, 21, 28, 23, 20, 28, 32, 22, 29, 19], "hlc": [921717, 14]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 1, "vc": [31, 28, 30, 22, 25, 25, 22, 24, 27, 19], "hlc": [921717, 14]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [32, 28, 30, 23, 25, 28, 32, 24, 29, 19], "hlc": [921717, 15]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [30, 23, 28, 23, 25, 28, 33, 24, 29, 19], "hlc": [921717, 15]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [26, 23, 24, 24, 27, 23, 22, 27, 31, 19], "hlc": [921717, 14]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 2, "vc": [27, 26, 32, 21, 23, 25, 22, 20, 30, 24], "hlc": [921721, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 5, "vc": [27, 29, 30, 21, 23, 25, 22, 20, 25, 19], "hlc": [921717, 14]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 7, "vc": [26, 21, 33, 21, 17, 25, 22, 16, 30, 19], "hlc": [921717, 13]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [28, 21, 28, 26, 20, 28, 31, 22, 29, 19], "hlc": [921717, 15]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [26, 23, 24, 22, 28, 23, 22, 24, 31, 19], "hlc": [921717, 14]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [30, 23, 28, 23, 25, 28, 34, 24, 29, 19], "hlc": [921717, 16]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [27, 26, 32, 21, 23, 25, 22, 20, 30, 25], "hlc": [921721, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [30, 30, 30, 23, 25, 28, 34, 24, 29, 19], "hlc": [921717, 17]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [28, 21, 34, 26, 20, 28, 31, 22, 30, 19], "hlc": [921717, 16]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 1, "vc": [27, 29, 30, 23, 23, 32, 28, 25, 29, 22], "hlc": [921719, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 2, "vc": [26, 23, 33, 24, 27, 25, 22, 28, 31, 19], "hlc": [921717, 15]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [26, 23, 33, 24, 28, 25, 22, 29, 31, 19], "hlc": [921717, 16]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [27, 26, 32, 21, 23, 25, 22, 20, 32, 25], "hlc": [921721, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [33, 28, 30, 23, 25, 28, 32, 24, 29, 19], "hlc": [921717, 16]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [26, 23, 24, 22, 29, 23, 22, 24, 31, 19], "hlc": [921717, 15]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [27, 29, 30, 23, 23, 33, 28, 25, 29, 22], "hlc": [921719, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [30, 23, 28, 23, 25, 28, 35, 24, 29, 19], "hlc": [921717, 17]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [27, 26, 32, 21, 23, 25, 22, 20, 30, 26], "hlc": [921721, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [33, 31, 30, 23, 25, 28, 34, 24, 29, 19], "hlc": [921717, 18]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [28, 26, 35, 26, 23, 28, 31, 22, 30, 26], "hlc": [921721, 3]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [30, 23, 28, 23, 29, 28, 36, 24, 31, 19], "hlc": [921717, 18]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [30, 23, 33, 24, 28, 28, 35, 30, 31, 19], "hlc": [921717, 18]}
