INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 43800, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 6.5, actual clock drifts: [4.118339347654729, 5.697516715882557, -5.709503533408842, 3.70384475669621, 2.6764642759852357, 3.6623357302487456, -5.6839423151664, 2.2176748197002834, 4.100212361441704, -3.3474575301089993]
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [9, 7, 8, 20, 14, 10, 16, 14, 10, 11], "hlc": [921697, 7]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 1, "vc": [9, 5, 8, 7, 16, 14, 9, 6, 8, 14], "hlc": [921697, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [9, 9, 9, 12, 16, 13, 19, 12, 8, 14], "hlc": [921698, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [9, 10, 9, 7, 16, 14, 9, 9, 8, 14], "hlc": [921699, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [16, 5, 12, 14, 16, 15, 14, 8, 8, 16], "hlc": [921697, 4]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [16, 7, 12, 20, 16, 16, 16, 14, 10, 16], "hlc": [921697, 8]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [9, 9, 9, 17, 16, 13, 19, 12, 13, 14], "hlc": [921698, 4]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [9, 11, 9, 7, 16, 14, 9, 9, 8, 14], "hlc": [921699, 1]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [8, 7, 14, 12, 10, 10, 14, 9, 11, 9], "hlc": [921697, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [13, 5, 8, 14, 18, 6, 4, 8, 8, 13], "hlc": [921697, 2]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [16, 7, 12, 20, 16, 17, 16, 14, 10, 16], "hlc": [921697, 9]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [9, 9, 9, 12, 16, 13, 20, 12, 8, 14], "hlc": [921698, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 9, "vc": [8, 7, 8, 12, 14, 6, 11, 15, 10, 9], "hlc": [921697, 6]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [9, 9, 9, 17, 16, 13, 19, 12, 14, 14], "hlc": [921698, 5]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [9, 9, 15, 17, 16, 13, 19, 12, 14, 14], "hlc": [921698, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [9, 11, 9, 21, 16, 14, 16, 14, 10, 14], "hlc": [921699, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [13, 7, 8, 14, 18, 6, 11, 16, 10, 13], "hlc": [921697, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 2, "vc": [9, 9, 14, 17, 16, 13, 19, 12, 15, 14], "hlc": [921698, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [16, 9, 14, 20, 16, 17, 19, 14, 16, 16], "hlc": [921698, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [16, 9, 14, 20, 16, 17, 20, 14, 17, 16], "hlc": [921698, 8]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 7, "vc": [9, 7, 10, 12, 14, 6, 11, 15, 10, 17], "hlc": [921697, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [17, 5, 12, 14, 12, 10, 14, 8, 8, 16], "hlc": [921698, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [9, 12, 9, 7, 16, 14, 9, 9, 8, 14], "hlc": [921700, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [9, 9, 16, 17, 16, 13, 19, 12, 14, 14], "hlc": [921698, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [13, 5, 8, 14, 19, 6, 4, 8, 8, 13], "hlc": [921697, 3]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [16, 7, 12, 20, 16, 18, 16, 14, 10, 16], "hlc": [921698, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [9, 9, 9, 12, 16, 13, 21, 12, 8, 14], "hlc": [921698, 5]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [13, 7, 8, 14, 18, 6, 11, 17, 10, 13], "hlc": [921697, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [16, 9, 14, 20, 16, 17, 20, 14, 18, 16], "hlc": [921698, 9]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [9, 7, 10, 12, 14, 6, 11, 15, 10, 18], "hlc": [921697, 8]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 2, "vc": [18, 9, 16, 17, 16, 13, 19, 12, 14, 16], "hlc": [921699, 0]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [19, 9, 16, 17, 16, 13, 21, 12, 14, 16], "hlc": [921699, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [16, 11, 14, 22, 16, 17, 20, 14, 18, 16], "hlc": [921699, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [16, 11, 14, 23, 16, 17, 20, 15, 18, 18], "hlc": [921699, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [13, 7, 8, 14, 20, 6, 11, 17, 10, 13], "hlc": [921697, 9]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [9, 12, 9, 12, 16, 14, 22, 12, 8, 14], "hlc": [921700, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [17, 7, 12, 14, 18, 10, 14, 18, 10, 16], "hlc": [921698, 1]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [13, 7, 10, 14, 19, 6, 11, 15, 10, 19], "hlc": [921697, 9]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [16, 7, 12, 20, 19, 18, 16, 15, 10, 20], "hlc": [921698, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [20, 9, 16, 17, 16, 13, 21, 12, 14, 16], "hlc": [921699, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [9, 13, 9, 7, 16, 14, 9, 9, 8, 14], "hlc": [921701, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 3, "vc": [9, 9, 17, 17, 16, 13, 19, 12, 14, 14], "hlc": [921698, 8]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [13, 7, 8, 14, 21, 6, 11, 17, 10, 13], "hlc": [921697, 10]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [16, 7, 12, 20, 16, 19, 16, 14, 10, 16], "hlc": [921698, 1]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [17, 7, 12, 14, 18, 10, 14, 19, 10, 16], "hlc": [921698, 2]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 7, "vc": [16, 7, 12, 20, 19, 18, 16, 15, 10, 21], "hlc": [921698, 2]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [21, 9, 16, 17, 18, 13, 21, 19, 14, 16], "hlc": [921699, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [13, 14, 9, 14, 21, 14, 11, 17, 10, 14], "hlc": [921701, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [16, 11, 17, 24, 16, 17, 20, 15, 18, 18], "hlc": [921699, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [9, 13, 9, 12, 16, 14, 23, 12, 8, 14], "hlc": [921701, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [17, 7, 12, 20, 18, 19, 16, 20, 10, 16], "hlc": [921698, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 9, "vc": [17, 7, 12, 20, 19, 19, 16, 21, 10, 21], "hlc": [921698, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [20, 9, 16, 20, 16, 17, 21, 14, 19, 16], "hlc": [921699, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 5, "vc": [22, 9, 16, 17, 18, 13, 21, 19, 14, 16], "hlc": [921699, 4]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [13, 15, 9, 14, 21, 14, 11, 17, 10, 14], "hlc": [921701, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [13, 7, 8, 14, 22, 6, 11, 17, 10, 13], "hlc": [921698, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [9, 13, 9, 12, 16, 14, 24, 12, 8, 14], "hlc": [921701, 2]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [20, 9, 16, 20, 16, 17, 21, 14, 20, 16], "hlc": [921699, 4]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [13, 15, 18, 17, 21, 14, 19, 17, 14, 14], "hlc": [921701, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [22, 9, 16, 20, 18, 20, 21, 19, 14, 16], "hlc": [921699, 5]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [20, 9, 16, 20, 19, 19, 21, 22, 20, 21], "hlc": [921699, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 4, "vc": [20, 9, 16, 20, 22, 17, 21, 17, 21, 16], "hlc": [921700, 0]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [20, 13, 16, 20, 22, 17, 24, 17, 22, 16], "hlc": [921701, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [23, 9, 16, 17, 18, 13, 21, 19, 14, 16], "hlc": [921700, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 4, "vc": [9, 13, 9, 12, 16, 14, 25, 12, 8, 14], "hlc": [921701, 3]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [16, 7, 12, 20, 19, 18, 16, 15, 10, 22], "hlc": [921698, 3]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 6, "vc": [13, 13, 9, 14, 23, 14, 25, 17, 10, 14], "hlc": [921701, 4]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [23, 9, 16, 20, 19, 19, 21, 23, 20, 21], "hlc": [921700, 1]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [20, 13, 16, 20, 22, 18, 24, 17, 23, 22], "hlc": [921701, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [24, 9, 16, 17, 18, 13, 21, 19, 14, 16], "hlc": [921700, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [13, 16, 9, 14, 21, 14, 11, 17, 10, 14], "hlc": [921702, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [13, 15, 19, 17, 21, 14, 19, 17, 14, 14], "hlc": [921701, 4]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [16, 11, 17, 25, 16, 17, 20, 15, 18, 18], "hlc": [921700, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [22, 9, 16, 20, 18, 21, 21, 19, 14, 16], "hlc": [921700, 0]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [23, 9, 16, 20, 19, 19, 21, 24, 20, 21], "hlc": [921700, 2]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [16, 7, 12, 20, 19, 18, 16, 15, 10, 23], "hlc": [921698, 4]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [23, 17, 16, 20, 21, 19, 21, 24, 20, 21], "hlc": [921703, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [16, 15, 20, 25, 21, 17, 20, 17, 18, 18], "hlc": [921701, 5]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [24, 11, 17, 26, 18, 17, 21, 19, 18, 18], "hlc": [921701, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [24, 11, 17, 27, 18, 21, 21, 19, 18, 18], "hlc": [921701, 1]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [22, 15, 19, 20, 21, 22, 21, 19, 14, 16], "hlc": [921701, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [20, 16, 16, 20, 22, 18, 24, 17, 24, 22], "hlc": [921702, 1]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [20, 16, 16, 20, 22, 18, 24, 17, 25, 23], "hlc": [921702, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [23, 18, 16, 20, 21, 19, 21, 24, 20, 21], "hlc": [921703, 1]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 9, "vc": [24, 11, 17, 28, 18, 21, 21, 19, 18, 18], "hlc": [921701, 2]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [9, 13, 9, 12, 16, 14, 26, 12, 8, 14], "hlc": [921701, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [23, 9, 16, 20, 19, 19, 21, 25, 20, 21], "hlc": [921700, 3]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [25, 9, 16, 20, 19, 19, 21, 25, 20, 21], "hlc": [921701, 0]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [23, 18, 16, 20, 21, 19, 21, 24, 20, 24], "hlc": [921703, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 3, "vc": [24, 18, 17, 28, 21, 21, 21, 24, 20, 25], "hlc": [921703, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [24, 18, 17, 28, 21, 21, 26, 24, 20, 26], "hlc": [921703, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [26, 9, 16, 20, 19, 19, 21, 25, 20, 21], "hlc": [921701, 1]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 3, "vc": [16, 15, 21, 25, 21, 17, 20, 17, 18, 18], "hlc": [921701, 6]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 8, "vc": [24, 11, 17, 29, 18, 21, 21, 19, 18, 18], "hlc": [921701, 3]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [9, 13, 9, 12, 16, 14, 27, 12, 8, 14], "hlc": [921701, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [20, 16, 16, 20, 22, 18, 24, 17, 26, 23], "hlc": [921702, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [24, 15, 21, 30, 21, 21, 21, 19, 18, 18], "hlc": [921702, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [26, 13, 16, 20, 19, 19, 28, 25, 20, 21], "hlc": [921701, 6]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [23, 16, 16, 20, 22, 19, 24, 26, 26, 23], "hlc": [921702, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 3, "vc": [24, 16, 17, 29, 22, 21, 24, 19, 27, 23], "hlc": [921702, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [24, 16, 17, 29, 22, 21, 27, 19, 28, 23], "hlc": [921702, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [27, 9, 16, 20, 19, 19, 21, 25, 20, 21], "hlc": [921702, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 5, "vc": [23, 19, 16, 20, 21, 19, 21, 24, 20, 21], "hlc": [921704, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 3, "vc": [16, 15, 22, 25, 21, 17, 20, 17, 18, 18], "hlc": [921701, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [13, 13, 9, 14, 24, 14, 25, 17, 10, 14], "hlc": [921701, 5]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [23, 16, 16, 20, 22, 19, 24, 27, 26, 23], "hlc": [921702, 5]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [23, 20, 16, 20, 24, 19, 25, 24, 20, 21], "hlc": [921704, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [24, 15, 22, 31, 21, 21, 21, 19, 18, 18], "hlc": [921702, 1]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 1, "vc": [23, 19, 19, 20, 21, 23, 21, 24, 20, 21], "hlc": [921704, 1]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [23, 19, 19, 20, 22, 24, 24, 27, 26, 23], "hlc": [921704, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [27, 16, 16, 20, 22, 19, 24, 28, 26, 23], "hlc": [921702, 6]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [28, 9, 16, 20, 19, 19, 21, 25, 20, 21], "hlc": [921702, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [23, 21, 16, 20, 24, 19, 25, 24, 20, 21], "hlc": [921704, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [13, 13, 9, 14, 25, 14, 25, 17, 10, 14], "hlc": [921701, 6]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [26, 13, 16, 20, 19, 19, 29, 25, 20, 21], "hlc": [921701, 7]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 8, "vc": [27, 16, 16, 20, 22, 19, 24, 29, 26, 23], "hlc": [921702, 7]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [24, 18, 17, 28, 21, 21, 26, 24, 20, 27], "hlc": [921703, 5]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [24, 18, 23, 28, 21, 21, 26, 24, 20, 27], "hlc": [921703, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [24, 15, 22, 32, 25, 21, 25, 19, 18, 18], "hlc": [921703, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [28, 13, 16, 20, 19, 19, 30, 25, 20, 21], "hlc": [921702, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [27, 21, 16, 20, 24, 19, 25, 30, 26, 23], "hlc": [921704, 3]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [26, 16, 17, 29, 22, 21, 29, 25, 29, 23], "hlc": [921703, 0]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 7, "vc": [27, 16, 17, 29, 22, 21, 29, 29, 30, 23], "hlc": [921703, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 4, "vc": [23, 22, 16, 20, 24, 19, 25, 24, 20, 21], "hlc": [921705, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 9, "vc": [24, 18, 24, 28, 21, 21, 26, 24, 20, 27], "hlc": [921703, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [13, 13, 9, 14, 26, 14, 25, 17, 10, 14], "hlc": [921702, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [28, 13, 16, 20, 19, 19, 31, 25, 20, 21], "hlc": [921702, 3]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 3, "vc": [27, 21, 16, 20, 24, 19, 25, 31, 26, 23], "hlc": [921704, 4]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [27, 16, 17, 29, 22, 21, 29, 29, 31, 23], "hlc": [921703, 2]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [29, 13, 16, 20, 26, 19, 25, 25, 20, 21], "hlc": [921703, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [28, 23, 16, 20, 24, 19, 31, 25, 20, 21], "hlc": [921705, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 7, "vc": [27, 21, 22, 33, 25, 21, 25, 31, 26, 23], "hlc": [921704, 5]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 1, "vc": [23, 22, 16, 20, 27, 19, 25, 24, 20, 21], "hlc": [921705, 1]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [27, 19, 19, 29, 22, 25, 29, 29, 31, 23], "hlc": [921704, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 2, "vc": [24, 18, 24, 28, 21, 21, 26, 24, 20, 28], "hlc": [921703, 8]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [28, 24, 16, 20, 24, 19, 31, 25, 20, 21], "hlc": [921705, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [23, 22, 16, 20, 28, 19, 25, 24, 20, 21], "hlc": [921705, 2]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [28, 13, 16, 20, 19, 19, 32, 25, 20, 21], "hlc": [921702, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [27, 21, 16, 20, 24, 19, 25, 32, 26, 23], "hlc": [921704, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [27, 16, 17, 29, 22, 21, 29, 29, 32, 23], "hlc": [921703, 3]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 0, "vc": [24, 18, 24, 28, 21, 21, 26, 24, 20, 29], "hlc": [921703, 9]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 9, "vc": [30, 18, 24, 28, 26, 21, 26, 25, 20, 29], "hlc": [921704, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [27, 21, 22, 34, 25, 21, 29, 31, 32, 23], "hlc": [921704, 6]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [28, 19, 19, 29, 22, 26, 32, 29, 31, 23], "hlc": [921704, 4]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [28, 21, 19, 29, 24, 27, 32, 32, 31, 23], "hlc": [921704, 6]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [28, 24, 16, 20, 24, 19, 31, 33, 26, 23], "hlc": [921705, 3]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 4, "vc": [27, 22, 17, 29, 28, 21, 29, 29, 33, 23], "hlc": [921705, 3]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 9, "vc": [24, 18, 25, 28, 21, 21, 26, 24, 20, 27], "hlc": [921703, 8]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 0, "vc": [27, 21, 22, 35, 25, 21, 29, 31, 32, 23], "hlc": [921704, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [23, 22, 16, 20, 29, 19, 25, 24, 20, 21], "hlc": [921705, 3]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 0, "vc": [28, 21, 19, 29, 24, 28, 32, 32, 31, 23], "hlc": [921704, 7]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [28, 13, 16, 20, 19, 19, 33, 25, 20, 21], "hlc": [921702, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 1, "vc": [27, 22, 17, 29, 28, 21, 29, 29, 34, 23], "hlc": [921705, 4]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [24, 18, 24, 28, 21, 21, 26, 24, 20, 30], "hlc": [921703, 10]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 3, "vc": [31, 21, 24, 35, 26, 21, 29, 31, 32, 29], "hlc": [921704, 8]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 5, "vc": [32, 21, 24, 35, 26, 28, 32, 32, 32, 29], "hlc": [921704, 9]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 8, "vc": [28, 25, 17, 29, 28, 21, 31, 29, 34, 23], "hlc": [921706, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [24, 18, 26, 28, 21, 21, 26, 24, 20, 30], "hlc": [921703, 11]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [28, 22, 19, 29, 29, 29, 32, 32, 31, 23], "hlc": [921705, 4]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [28, 24, 16, 20, 24, 19, 33, 34, 26, 23], "hlc": [921705, 4]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 2, "vc": [24, 18, 25, 28, 21, 21, 26, 24, 20, 31], "hlc": [921703, 11]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [23, 22, 16, 20, 30, 19, 25, 24, 20, 21], "hlc": [921705, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [28, 13, 16, 20, 19, 19, 34, 25, 20, 21], "hlc": [921702, 6]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [27, 22, 17, 29, 28, 21, 29, 29, 35, 23], "hlc": [921705, 5]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [24, 18, 25, 28, 21, 21, 26, 24, 20, 32], "hlc": [921703, 12]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [27, 22, 22, 36, 30, 21, 29, 31, 32, 23], "hlc": [921705, 5]}
