INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 32200, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 5.5, actual clock drifts: [0.9495865963246022, -2.265382832782288, 0.08215585967782246, -5.023325871126307, -4.2679675466568945, -1.0999862458182195, -4.5699692985044305, -1.9345564857881312, 1.9143431439587832, -0.7136874922195231]
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 4, "vc": [1, 1, 12, 11, 8, 4, 2, 10, 11, 8], "hlc": [921576, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [11, 5, 6, 13, 5, 9, 7, 7, 8, 7], "hlc": [921575, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [1, 9, 8, 9, 7, 7, 2, 6, 9, 9], "hlc": [921575, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [1, 5, 5, 14, 2, 7, 1, 5, 3, 5], "hlc": [921573, 9]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 0, "vc": [1, 1, 4, 7, 5, 11, 1, 8, 2, 2], "hlc": [921573, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [6, 3, 6, 7, 5, 9, 9, 7, 5, 7], "hlc": [921573, 11]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 5, "vc": [0, 1, 5, 1, 0, 0, 2, 0, 3, 10], "hlc": [921573, 7]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 5, "vc": [12, 5, 6, 13, 5, 11, 7, 8, 8, 7], "hlc": [921575, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [1, 9, 13, 11, 7, 7, 2, 10, 9, 9], "hlc": [921575, 4]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [1, 9, 14, 14, 7, 7, 2, 10, 9, 9], "hlc": [921575, 5]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [6, 9, 15, 14, 7, 9, 9, 10, 9, 9], "hlc": [921575, 6]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 9, "vc": [1, 1, 5, 7, 5, 12, 2, 8, 3, 10], "hlc": [921573, 8]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [11, 5, 12, 13, 8, 9, 7, 10, 12, 8], "hlc": [921576, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [13, 5, 6, 13, 5, 11, 7, 8, 8, 7], "hlc": [921575, 3]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [1, 10, 8, 9, 7, 7, 2, 6, 9, 9], "hlc": [921575, 4]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [1, 1, 5, 7, 5, 13, 2, 8, 3, 10], "hlc": [921573, 9]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [6, 3, 6, 7, 5, 9, 10, 7, 5, 7], "hlc": [921573, 12]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [1, 1, 5, 1, 0, 3, 2, 11, 3, 8], "hlc": [921573, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [1, 11, 8, 9, 7, 7, 2, 11, 9, 9], "hlc": [921575, 5]}
