INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 47000, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 9.5, actual clock drifts: [4.648863593844599, 2.9378035743289743, -9.206817491300141, 2.928536986528215, 6.329851417819398, 8.487552901438164, 0.09867814632269045, -7.331753829341031, -5.6506721372380095, -7.557279587484457]
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 0, "vc": [16, 11, 13, 10, 10, 16, 11, 11, 21, 12], "hlc": [921754, 6]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [8, 6, 7, 13, 7, 13, 4, 11, 15, 15], "hlc": [921753, 9]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 8, "vc": [18, 11, 13, 10, 10, 16, 11, 11, 21, 12], "hlc": [921754, 7]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [13, 6, 12, 14, 14, 21, 9, 11, 15, 12], "hlc": [921755, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [13, 10, 12, 14, 15, 21, 9, 16, 15, 12], "hlc": [921755, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [17, 6, 13, 11, 8, 22, 9, 11, 10, 10], "hlc": [921756, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [13, 16, 12, 11, 10, 19, 12, 15, 16, 12], "hlc": [921754, 8]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [13, 16, 12, 13, 10, 19, 13, 15, 16, 15], "hlc": [921754, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [13, 14, 12, 17, 11, 19, 9, 17, 16, 12], "hlc": [921754, 7]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [13, 14, 12, 17, 13, 19, 9, 18, 16, 12], "hlc": [921754, 8]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [19, 11, 13, 10, 10, 16, 11, 11, 21, 12], "hlc": [921754, 8]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [13, 17, 12, 11, 8, 19, 9, 15, 16, 12], "hlc": [921754, 8]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [13, 10, 12, 14, 16, 21, 9, 16, 15, 12], "hlc": [921755, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [13, 14, 12, 17, 13, 19, 9, 19, 16, 12], "hlc": [921754, 9]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [16, 11, 13, 10, 10, 16, 11, 11, 22, 12], "hlc": [921754, 7]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [8, 6, 7, 13, 7, 13, 4, 11, 15, 16], "hlc": [921753, 10]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [13, 18, 12, 17, 13, 19, 9, 19, 16, 12], "hlc": [921754, 10]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [13, 10, 12, 14, 17, 21, 9, 16, 15, 16], "hlc": [921755, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [13, 17, 12, 13, 10, 19, 14, 15, 16, 15], "hlc": [921754, 10]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [13, 17, 12, 14, 16, 21, 15, 16, 16, 15], "hlc": [921755, 5]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [16, 14, 13, 17, 13, 19, 11, 20, 22, 12], "hlc": [921754, 10]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [19, 11, 13, 10, 10, 16, 11, 11, 23, 12], "hlc": [921754, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [20, 11, 13, 10, 10, 16, 11, 11, 21, 12], "hlc": [921754, 9]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 0, "vc": [13, 19, 12, 17, 13, 19, 9, 19, 16, 12], "hlc": [921754, 11]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [13, 6, 16, 13, 8, 20, 9, 11, 15, 14], "hlc": [921755, 3]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [13, 10, 12, 14, 18, 21, 9, 16, 15, 16], "hlc": [921755, 6]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 1, "vc": [17, 6, 13, 11, 8, 23, 9, 11, 10, 10], "hlc": [921756, 1]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 0, "vc": [8, 6, 7, 13, 7, 13, 4, 11, 15, 17], "hlc": [921753, 11]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 1, "vc": [21, 19, 13, 17, 13, 19, 11, 19, 21, 12], "hlc": [921754, 12]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 9, "vc": [22, 19, 13, 17, 13, 19, 11, 19, 21, 17], "hlc": [921754, 13]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [13, 20, 16, 17, 13, 20, 9, 19, 16, 14], "hlc": [921755, 4]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [13, 21, 16, 17, 18, 21, 9, 19, 16, 16], "hlc": [921755, 7]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [17, 22, 16, 17, 18, 23, 9, 19, 16, 16], "hlc": [921756, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [20, 11, 13, 14, 19, 21, 11, 16, 21, 16], "hlc": [921755, 7]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [17, 23, 16, 17, 18, 23, 9, 19, 16, 16], "hlc": [921756, 3]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [13, 6, 17, 13, 8, 20, 9, 11, 15, 14], "hlc": [921755, 4]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [10, 14, 11, 18, 11, 16, 7, 13, 16, 12], "hlc": [921754, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [20, 11, 13, 14, 20, 21, 11, 16, 21, 16], "hlc": [921755, 8]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [17, 6, 13, 11, 8, 24, 9, 11, 10, 10], "hlc": [921757, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 4, "vc": [13, 17, 12, 14, 16, 21, 16, 16, 16, 15], "hlc": [921755, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 8, "vc": [16, 14, 13, 17, 13, 19, 11, 21, 22, 12], "hlc": [921754, 11]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 1, "vc": [8, 6, 7, 13, 7, 13, 4, 11, 15, 18], "hlc": [921753, 12]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 9, "vc": [17, 24, 16, 17, 18, 23, 9, 19, 16, 18], "hlc": [921756, 4]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [17, 23, 16, 19, 18, 23, 9, 19, 16, 16], "hlc": [921756, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 6, "vc": [20, 17, 13, 14, 21, 21, 16, 16, 21, 16], "hlc": [921755, 9]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [17, 14, 13, 18, 11, 25, 9, 13, 16, 12], "hlc": [921757, 1]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [20, 17, 13, 14, 20, 21, 17, 16, 21, 16], "hlc": [921755, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [17, 14, 13, 17, 13, 24, 11, 22, 22, 12], "hlc": [921757, 1]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 2, "vc": [19, 11, 17, 13, 10, 20, 11, 11, 24, 14], "hlc": [921755, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 7, "vc": [19, 14, 17, 17, 13, 20, 11, 21, 25, 14], "hlc": [921755, 6]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [17, 25, 16, 17, 18, 23, 9, 19, 16, 18], "hlc": [921756, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [13, 6, 18, 13, 8, 20, 9, 11, 15, 14], "hlc": [921755, 5]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 0, "vc": [17, 23, 16, 20, 18, 23, 9, 19, 16, 16], "hlc": [921756, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [20, 17, 13, 14, 22, 21, 16, 16, 21, 16], "hlc": [921755, 10]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [20, 17, 13, 14, 20, 21, 18, 16, 21, 16], "hlc": [921755, 10]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 3, "vc": [17, 14, 13, 17, 13, 24, 11, 23, 22, 12], "hlc": [921757, 2]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [8, 6, 7, 13, 7, 13, 4, 11, 15, 19], "hlc": [921753, 13]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 2, "vc": [23, 19, 18, 17, 13, 20, 11, 19, 21, 17], "hlc": [921755, 6]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 3, "vc": [24, 23, 18, 20, 18, 23, 11, 19, 21, 17], "hlc": [921756, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 7, "vc": [17, 23, 16, 21, 18, 24, 11, 23, 22, 16], "hlc": [921757, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [17, 25, 16, 17, 18, 24, 11, 24, 22, 18], "hlc": [921757, 3]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [20, 17, 17, 17, 20, 21, 18, 21, 26, 16], "hlc": [921755, 11]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [20, 17, 17, 17, 20, 21, 18, 21, 27, 19], "hlc": [921755, 12]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [20, 17, 13, 14, 22, 21, 16, 16, 21, 20], "hlc": [921755, 11]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [25, 23, 18, 20, 18, 23, 11, 19, 21, 17], "hlc": [921756, 7]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [13, 6, 19, 13, 8, 20, 9, 11, 15, 14], "hlc": [921755, 6]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 8, "vc": [17, 23, 16, 22, 18, 24, 11, 23, 22, 16], "hlc": [921757, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [20, 17, 13, 14, 23, 21, 16, 16, 21, 16], "hlc": [921756, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [17, 14, 13, 18, 11, 26, 9, 13, 16, 12], "hlc": [921758, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [20, 17, 13, 14, 20, 21, 19, 16, 21, 16], "hlc": [921755, 11]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [20, 17, 17, 17, 20, 21, 18, 21, 28, 19], "hlc": [921755, 13]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [20, 17, 13, 14, 22, 21, 16, 16, 21, 21], "hlc": [921755, 12]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [26, 23, 18, 20, 23, 23, 16, 19, 21, 17], "hlc": [921756, 8]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [27, 23, 18, 20, 23, 23, 19, 19, 21, 17], "hlc": [921756, 9]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [17, 26, 19, 17, 18, 23, 9, 19, 16, 18], "hlc": [921756, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [20, 23, 17, 23, 20, 24, 18, 23, 28, 19], "hlc": [921757, 5]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [25, 25, 18, 20, 18, 24, 11, 25, 22, 18], "hlc": [921757, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 3, "vc": [20, 23, 17, 22, 20, 24, 18, 23, 29, 19], "hlc": [921757, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [20, 23, 17, 22, 22, 24, 18, 23, 30, 21], "hlc": [921757, 6]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [20, 17, 13, 18, 22, 26, 16, 16, 21, 22], "hlc": [921758, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [28, 23, 18, 20, 23, 23, 19, 19, 21, 17], "hlc": [921756, 10]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 3, "vc": [13, 6, 20, 13, 8, 20, 9, 11, 15, 14], "hlc": [921755, 7]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [20, 23, 17, 24, 20, 24, 18, 23, 28, 19], "hlc": [921757, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [20, 17, 13, 14, 24, 21, 16, 16, 21, 16], "hlc": [921756, 1]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [17, 14, 13, 18, 11, 27, 9, 13, 16, 12], "hlc": [921758, 1]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [25, 25, 18, 20, 18, 24, 11, 26, 22, 18], "hlc": [921757, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [20, 23, 17, 22, 22, 24, 18, 23, 31, 21], "hlc": [921757, 7]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [20, 17, 13, 18, 22, 26, 16, 16, 21, 23], "hlc": [921758, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [20, 27, 19, 24, 20, 24, 18, 23, 28, 19], "hlc": [921757, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [20, 17, 21, 18, 22, 26, 16, 16, 21, 23], "hlc": [921758, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [20, 23, 20, 25, 20, 24, 18, 23, 28, 19], "hlc": [921757, 7]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [28, 23, 18, 20, 25, 23, 19, 19, 21, 17], "hlc": [921757, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [28, 23, 18, 20, 26, 27, 19, 19, 21, 17], "hlc": [921758, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [28, 25, 18, 20, 27, 27, 19, 26, 22, 18], "hlc": [921758, 3]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [20, 23, 17, 22, 22, 24, 20, 23, 31, 21], "hlc": [921757, 8]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [25, 25, 18, 20, 24, 24, 16, 27, 22, 18], "hlc": [921757, 6]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 5, "vc": [29, 23, 18, 20, 23, 23, 19, 19, 21, 17], "hlc": [921756, 11]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [20, 17, 22, 18, 22, 26, 16, 16, 21, 23], "hlc": [921758, 4]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [20, 23, 20, 26, 20, 24, 18, 23, 28, 19], "hlc": [921757, 8]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [28, 25, 18, 20, 28, 27, 19, 26, 22, 18], "hlc": [921758, 4]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [17, 14, 13, 18, 11, 28, 9, 13, 16, 12], "hlc": [921759, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [20, 23, 17, 22, 22, 24, 21, 23, 31, 21], "hlc": [921757, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [25, 25, 18, 20, 24, 24, 16, 28, 22, 18], "hlc": [921757, 7]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [28, 28, 19, 24, 28, 27, 19, 26, 28, 19], "hlc": [921758, 5]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [20, 23, 23, 26, 22, 26, 18, 23, 28, 23], "hlc": [921758, 5]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [20, 23, 20, 27, 20, 28, 18, 23, 28, 19], "hlc": [921759, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 6, "vc": [20, 23, 20, 28, 22, 28, 21, 23, 31, 21], "hlc": [921759, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [28, 25, 18, 20, 29, 27, 19, 28, 22, 18], "hlc": [921758, 5]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [29, 23, 18, 20, 23, 29, 19, 19, 21, 17], "hlc": [921759, 1]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [20, 23, 22, 22, 22, 26, 22, 23, 31, 23], "hlc": [921758, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [30, 23, 18, 20, 23, 23, 19, 19, 21, 17], "hlc": [921756, 12]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [20, 23, 24, 26, 22, 26, 18, 23, 28, 23], "hlc": [921758, 6]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [20, 23, 20, 29, 22, 28, 21, 23, 31, 21], "hlc": [921759, 3]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [29, 23, 18, 20, 23, 30, 19, 19, 21, 17], "hlc": [921759, 2]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [20, 23, 22, 22, 22, 26, 23, 23, 31, 23], "hlc": [921758, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [25, 25, 18, 20, 24, 24, 16, 29, 22, 18], "hlc": [921757, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [20, 23, 17, 22, 22, 24, 18, 23, 32, 21], "hlc": [921757, 8]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [31, 25, 18, 20, 24, 24, 19, 29, 22, 18], "hlc": [921757, 9]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [20, 23, 25, 26, 22, 26, 23, 23, 31, 23], "hlc": [921758, 7]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [29, 23, 24, 26, 23, 31, 19, 23, 28, 23], "hlc": [921760, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [20, 23, 22, 29, 22, 28, 24, 23, 31, 23], "hlc": [921759, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [29, 23, 22, 29, 23, 30, 25, 23, 31, 23], "hlc": [921759, 5]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [25, 25, 18, 22, 24, 24, 18, 30, 32, 21], "hlc": [921757, 9]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [30, 23, 18, 22, 23, 24, 19, 23, 33, 21], "hlc": [921757, 9]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [28, 29, 19, 24, 28, 27, 19, 26, 28, 19], "hlc": [921758, 6]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [20, 23, 26, 26, 22, 26, 23, 23, 31, 23], "hlc": [921758, 8]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [20, 23, 20, 30, 22, 28, 21, 23, 31, 21], "hlc": [921759, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [28, 25, 18, 20, 30, 27, 19, 28, 22, 18], "hlc": [921758, 6]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [29, 23, 24, 26, 23, 32, 19, 23, 28, 23], "hlc": [921760, 1]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 6, "vc": [25, 25, 18, 22, 24, 24, 18, 31, 32, 21], "hlc": [921757, 10]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [20, 17, 13, 18, 22, 26, 16, 16, 21, 24], "hlc": [921758, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [28, 30, 19, 24, 30, 27, 19, 28, 28, 19], "hlc": [921758, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [20, 23, 27, 30, 22, 28, 23, 23, 31, 23], "hlc": [921759, 5]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [20, 23, 20, 31, 22, 28, 21, 23, 31, 24], "hlc": [921759, 5]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [29, 23, 26, 26, 23, 33, 23, 23, 31, 23], "hlc": [921760, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 7, "vc": [29, 25, 22, 29, 24, 30, 26, 31, 32, 23], "hlc": [921759, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [30, 23, 24, 26, 23, 32, 19, 23, 34, 23], "hlc": [921760, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [28, 29, 19, 24, 28, 27, 19, 26, 28, 25], "hlc": [921758, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [32, 25, 18, 20, 24, 24, 19, 29, 22, 18], "hlc": [921757, 10]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [20, 23, 20, 32, 22, 28, 21, 23, 31, 24], "hlc": [921759, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [28, 25, 18, 20, 31, 27, 19, 28, 22, 18], "hlc": [921758, 7]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 2, "vc": [29, 23, 26, 26, 23, 34, 23, 23, 31, 23], "hlc": [921760, 3]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [25, 25, 18, 22, 24, 24, 18, 32, 32, 21], "hlc": [921757, 11]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [28, 29, 19, 24, 28, 27, 19, 26, 28, 26], "hlc": [921758, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [32, 31, 19, 24, 30, 27, 19, 29, 28, 19], "hlc": [921758, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [32, 32, 19, 24, 30, 27, 19, 32, 32, 21], "hlc": [921758, 9]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [20, 23, 28, 32, 22, 28, 23, 23, 31, 24], "hlc": [921759, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [28, 25, 29, 32, 31, 28, 23, 28, 31, 24], "hlc": [921759, 8]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 5, "vc": [29, 25, 30, 32, 31, 34, 23, 28, 31, 24], "hlc": [921760, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [30, 29, 24, 26, 28, 32, 19, 26, 35, 26], "hlc": [921760, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [33, 25, 18, 20, 24, 24, 19, 29, 22, 18], "hlc": [921757, 11]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [29, 25, 31, 32, 31, 34, 23, 28, 31, 24], "hlc": [921760, 5]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [20, 23, 20, 33, 22, 28, 21, 23, 31, 24], "hlc": [921759, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [28, 25, 18, 20, 32, 27, 19, 28, 22, 18], "hlc": [921759, 0]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 6, "vc": [25, 25, 18, 22, 24, 24, 18, 33, 32, 21], "hlc": [921757, 12]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [33, 33, 19, 24, 30, 27, 19, 32, 32, 21], "hlc": [921758, 10]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [33, 34, 31, 32, 31, 34, 23, 32, 32, 24], "hlc": [921760, 6]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [29, 25, 32, 33, 31, 34, 23, 28, 31, 24], "hlc": [921760, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [28, 25, 20, 34, 32, 28, 21, 28, 31, 24], "hlc": [921759, 8]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 7, "vc": [29, 25, 22, 29, 24, 30, 27, 33, 32, 23], "hlc": [921759, 7]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 7, "vc": [29, 25, 33, 33, 31, 34, 23, 28, 31, 24], "hlc": [921760, 7]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 0, "vc": [28, 25, 20, 35, 32, 28, 21, 28, 31, 24], "hlc": [921759, 9]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [28, 25, 18, 20, 33, 27, 19, 28, 22, 18], "hlc": [921759, 1]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 2, "vc": [29, 23, 26, 26, 23, 35, 23, 23, 31, 23], "hlc": [921761, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [29, 25, 22, 29, 24, 30, 28, 33, 32, 23], "hlc": [921759, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [30, 29, 24, 26, 28, 32, 19, 26, 36, 26], "hlc": [921760, 4]}
