INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 43400, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 6.5, actual clock drifts: [2.691747569997812, 5.766260455693281, 1.8248642289621273, 5.910631307849949, 2.0275529149367966, -0.32321109747315546, 3.9098515593894163, 2.0810472525036445, 2.590956422298211, 1.5587843491192945]
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [10, 14, 17, 5, 15, 16, 9, 11, 6, 18], "hlc": [921698, 8]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [10, 12, 17, 9, 14, 12, 12, 11, 6, 10], "hlc": [921698, 6]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [11, 5, 19, 7, 18, 6, 4, 9, 11, 10], "hlc": [921697, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [7, 7, 12, 3, 10, 6, 9, 7, 1, 19], "hlc": [921696, 8]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 2, "vc": [16, 15, 24, 7, 15, 10, 8, 11, 6, 10], "hlc": [921699, 3]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 3, "vc": [17, 15, 24, 13, 15, 10, 8, 11, 9, 10], "hlc": [921699, 4]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 0, "vc": [15, 15, 25, 7, 15, 10, 8, 11, 6, 10], "hlc": [921699, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [10, 18, 23, 14, 15, 14, 8, 11, 9, 10], "hlc": [921700, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [10, 14, 17, 9, 15, 17, 12, 11, 6, 18], "hlc": [921698, 9]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [11, 12, 19, 9, 18, 12, 13, 11, 11, 10], "hlc": [921698, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [11, 12, 19, 9, 18, 12, 14, 11, 11, 19], "hlc": [921698, 8]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [10, 14, 17, 5, 15, 16, 9, 11, 6, 20], "hlc": [921698, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [18, 15, 24, 13, 15, 10, 8, 11, 9, 10], "hlc": [921699, 5]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [10, 18, 23, 15, 15, 14, 8, 11, 9, 10], "hlc": [921700, 1]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [10, 14, 17, 9, 15, 18, 12, 11, 6, 18], "hlc": [921698, 10]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [13, 9, 22, 12, 14, 10, 8, 15, 9, 16], "hlc": [921699, 4]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [11, 5, 19, 7, 18, 6, 4, 9, 12, 10], "hlc": [921697, 9]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [10, 14, 17, 5, 15, 16, 9, 11, 6, 21], "hlc": [921698, 10]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [13, 19, 23, 12, 15, 14, 8, 15, 9, 16], "hlc": [921700, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [18, 18, 24, 16, 15, 14, 8, 11, 9, 10], "hlc": [921700, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [11, 14, 19, 9, 19, 18, 12, 11, 8, 18], "hlc": [921698, 11]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [11, 14, 19, 9, 20, 18, 12, 11, 8, 21], "hlc": [921698, 12]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [11, 18, 23, 15, 18, 14, 15, 11, 11, 19], "hlc": [921700, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [13, 9, 22, 12, 18, 10, 8, 16, 12, 16], "hlc": [921699, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [19, 15, 24, 13, 15, 10, 8, 11, 9, 10], "hlc": [921699, 6]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [15, 15, 26, 7, 15, 10, 8, 11, 6, 10], "hlc": [921699, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [11, 14, 19, 9, 21, 18, 12, 11, 8, 21], "hlc": [921698, 13]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 0, "vc": [10, 14, 17, 9, 15, 19, 12, 11, 6, 18], "hlc": [921698, 11]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [11, 18, 23, 15, 18, 14, 16, 11, 11, 19], "hlc": [921700, 3]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [11, 5, 19, 7, 18, 6, 4, 9, 13, 10], "hlc": [921697, 10]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 0, "vc": [10, 14, 17, 5, 15, 16, 9, 11, 6, 22], "hlc": [921698, 11]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 5, "vc": [20, 15, 24, 13, 15, 19, 12, 11, 9, 18], "hlc": [921699, 7]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 9, "vc": [21, 15, 24, 13, 15, 19, 12, 11, 9, 22], "hlc": [921699, 8]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [19, 18, 24, 17, 15, 14, 8, 11, 9, 10], "hlc": [921701, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [19, 18, 24, 18, 21, 18, 12, 11, 9, 21], "hlc": [921701, 1]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 2, "vc": [15, 15, 26, 7, 18, 10, 8, 11, 14, 10], "hlc": [921699, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [15, 18, 26, 15, 18, 14, 16, 11, 15, 19], "hlc": [921700, 4]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [11, 14, 19, 7, 18, 16, 9, 11, 13, 23], "hlc": [921698, 12]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [22, 15, 24, 13, 15, 19, 12, 11, 9, 22], "hlc": [921699, 9]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [13, 20, 23, 12, 15, 14, 8, 15, 9, 16], "hlc": [921701, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [19, 18, 24, 19, 21, 18, 12, 11, 9, 21], "hlc": [921701, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [11, 14, 19, 9, 22, 18, 12, 11, 8, 21], "hlc": [921698, 14]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [10, 14, 17, 9, 15, 20, 12, 11, 6, 18], "hlc": [921698, 12]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [13, 9, 22, 12, 18, 10, 8, 17, 12, 16], "hlc": [921699, 6]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [11, 14, 19, 7, 18, 16, 9, 11, 13, 24], "hlc": [921698, 13]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [23, 15, 24, 13, 18, 19, 12, 17, 12, 22], "hlc": [921699, 10]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [15, 20, 27, 12, 15, 14, 8, 15, 9, 16], "hlc": [921701, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [19, 18, 24, 20, 21, 20, 12, 11, 9, 21], "hlc": [921701, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [11, 14, 19, 9, 22, 21, 12, 11, 8, 21], "hlc": [921698, 15]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [11, 18, 23, 15, 18, 16, 17, 11, 13, 24], "hlc": [921700, 4]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [22, 15, 24, 13, 18, 19, 12, 18, 12, 22], "hlc": [921699, 10]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [22, 18, 24, 19, 21, 19, 12, 19, 12, 22], "hlc": [921701, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 2, "vc": [24, 15, 24, 13, 18, 19, 12, 17, 12, 22], "hlc": [921699, 11]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 4, "vc": [15, 20, 28, 12, 15, 14, 8, 15, 9, 16], "hlc": [921701, 2]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [11, 14, 19, 9, 22, 22, 12, 11, 8, 21], "hlc": [921698, 16]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [22, 18, 24, 19, 21, 19, 12, 20, 12, 22], "hlc": [921701, 4]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 4, "vc": [15, 18, 26, 15, 18, 14, 16, 11, 16, 19], "hlc": [921700, 5]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 5, "vc": [11, 14, 19, 7, 18, 16, 9, 11, 13, 25], "hlc": [921698, 14]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [25, 18, 24, 19, 21, 19, 12, 20, 12, 22], "hlc": [921701, 5]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 0, "vc": [24, 20, 29, 13, 18, 19, 12, 17, 12, 22], "hlc": [921701, 3]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 2, "vc": [15, 20, 28, 12, 23, 18, 12, 15, 9, 21], "hlc": [921701, 3]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 8, "vc": [15, 20, 28, 15, 24, 18, 16, 15, 16, 21], "hlc": [921701, 4]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 9, "vc": [11, 14, 19, 9, 22, 23, 12, 11, 13, 25], "hlc": [921698, 17]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [11, 18, 23, 15, 22, 22, 18, 11, 13, 24], "hlc": [921700, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [26, 18, 24, 19, 21, 19, 12, 20, 12, 22], "hlc": [921701, 6]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [13, 21, 23, 12, 15, 14, 8, 15, 9, 16], "hlc": [921702, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [19, 18, 24, 21, 21, 20, 12, 11, 9, 21], "hlc": [921702, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 0, "vc": [11, 14, 19, 9, 22, 24, 12, 11, 13, 25], "hlc": [921698, 18]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 3, "vc": [22, 18, 24, 19, 21, 19, 12, 21, 12, 22], "hlc": [921701, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [15, 18, 26, 15, 18, 14, 16, 11, 17, 19], "hlc": [921700, 6]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [11, 14, 19, 7, 18, 16, 9, 11, 13, 26], "hlc": [921698, 15]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 5, "vc": [27, 18, 24, 19, 22, 24, 12, 20, 13, 25], "hlc": [921701, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 7, "vc": [22, 18, 24, 22, 21, 20, 12, 21, 12, 22], "hlc": [921702, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [22, 18, 24, 23, 21, 20, 12, 21, 13, 26], "hlc": [921702, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [26, 20, 28, 19, 25, 19, 16, 20, 16, 22], "hlc": [921701, 7]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 3, "vc": [26, 20, 28, 21, 26, 20, 16, 20, 16, 22], "hlc": [921702, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [22, 18, 26, 19, 21, 19, 16, 22, 17, 22], "hlc": [921701, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [15, 21, 26, 15, 18, 14, 16, 15, 18, 19], "hlc": [921702, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [28, 18, 24, 19, 22, 24, 12, 20, 13, 25], "hlc": [921701, 8]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 4, "vc": [13, 22, 23, 12, 15, 14, 8, 15, 9, 16], "hlc": [921702, 1]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [24, 20, 30, 13, 18, 19, 12, 17, 12, 22], "hlc": [921701, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 3, "vc": [22, 18, 26, 19, 21, 19, 16, 23, 17, 22], "hlc": [921701, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 7, "vc": [22, 18, 26, 24, 21, 20, 16, 23, 17, 26], "hlc": [921703, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 1, "vc": [26, 22, 28, 21, 27, 20, 16, 20, 16, 22], "hlc": [921702, 2]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [24, 20, 30, 13, 22, 25, 12, 17, 13, 25], "hlc": [921701, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [28, 21, 26, 19, 22, 24, 16, 20, 19, 25], "hlc": [921702, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [13, 23, 23, 12, 15, 14, 8, 15, 9, 16], "hlc": [921703, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [24, 20, 31, 13, 18, 19, 12, 17, 12, 22], "hlc": [921701, 5]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [22, 18, 26, 25, 21, 20, 16, 23, 17, 26], "hlc": [921703, 1]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [24, 20, 30, 13, 22, 26, 12, 17, 13, 25], "hlc": [921701, 6]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [11, 18, 23, 15, 22, 22, 19, 11, 13, 24], "hlc": [921701, 0]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [29, 18, 24, 19, 22, 24, 19, 20, 13, 25], "hlc": [921701, 9]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [24, 20, 30, 26, 22, 26, 16, 23, 17, 26], "hlc": [921703, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [24, 20, 31, 15, 22, 22, 20, 17, 13, 24], "hlc": [921701, 6]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [24, 20, 31, 25, 22, 22, 21, 23, 17, 26], "hlc": [921703, 2]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [28, 23, 26, 19, 22, 24, 16, 20, 20, 25], "hlc": [921703, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [30, 18, 24, 19, 22, 24, 19, 20, 13, 25], "hlc": [921701, 10]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [13, 24, 23, 12, 15, 14, 8, 15, 9, 16], "hlc": [921703, 1]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [26, 22, 28, 21, 28, 20, 16, 20, 16, 22], "hlc": [921702, 3]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [24, 20, 31, 25, 22, 22, 22, 23, 17, 26], "hlc": [921703, 3]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 3, "vc": [22, 18, 26, 19, 21, 19, 16, 24, 17, 22], "hlc": [921701, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [28, 23, 26, 19, 22, 24, 16, 20, 21, 25], "hlc": [921703, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [30, 25, 24, 19, 22, 24, 19, 20, 13, 25], "hlc": [921704, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 7, "vc": [24, 20, 30, 27, 22, 26, 16, 24, 17, 26], "hlc": [921704, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [26, 22, 30, 21, 28, 27, 16, 20, 16, 25], "hlc": [921702, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [24, 24, 31, 25, 22, 22, 23, 23, 17, 26], "hlc": [921703, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [28, 24, 31, 25, 22, 24, 24, 23, 21, 26], "hlc": [921703, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [28, 23, 31, 25, 22, 24, 22, 23, 22, 26], "hlc": [921703, 4]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [24, 20, 30, 28, 22, 26, 16, 24, 17, 26], "hlc": [921704, 1]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [26, 22, 28, 21, 29, 20, 16, 20, 16, 22], "hlc": [921702, 4]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [26, 22, 30, 21, 28, 28, 16, 20, 16, 25], "hlc": [921702, 5]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [28, 24, 31, 25, 22, 24, 25, 23, 21, 26], "hlc": [921703, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 2, "vc": [22, 18, 26, 19, 21, 19, 16, 25, 17, 22], "hlc": [921701, 9]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [28, 23, 31, 25, 22, 24, 22, 23, 23, 26], "hlc": [921703, 5]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [28, 24, 32, 25, 22, 24, 25, 23, 21, 26], "hlc": [921703, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 7, "vc": [28, 24, 33, 25, 22, 24, 25, 25, 21, 26], "hlc": [921703, 8]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [26, 22, 30, 29, 29, 26, 16, 24, 17, 26], "hlc": [921704, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [26, 22, 30, 30, 29, 28, 16, 24, 17, 26], "hlc": [921704, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [26, 22, 30, 28, 28, 29, 16, 24, 17, 26], "hlc": [921704, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [28, 23, 31, 25, 22, 24, 22, 23, 23, 27], "hlc": [921703, 6]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [31, 18, 24, 19, 22, 24, 19, 20, 13, 25], "hlc": [921701, 11]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [28, 24, 34, 25, 22, 24, 25, 25, 21, 26], "hlc": [921703, 9]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 0, "vc": [26, 22, 30, 31, 29, 28, 16, 24, 17, 26], "hlc": [921704, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [26, 22, 28, 21, 30, 20, 16, 20, 16, 22], "hlc": [921702, 5]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [26, 22, 30, 28, 28, 30, 16, 24, 17, 26], "hlc": [921704, 3]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 6, "vc": [22, 18, 26, 19, 21, 19, 16, 26, 17, 22], "hlc": [921701, 10]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [28, 23, 31, 25, 22, 24, 22, 23, 24, 26], "hlc": [921703, 6]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 3, "vc": [32, 22, 30, 31, 29, 28, 19, 24, 17, 26], "hlc": [921704, 5]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [31, 26, 24, 19, 22, 24, 19, 20, 13, 25], "hlc": [921705, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [31, 27, 34, 25, 22, 24, 25, 25, 21, 26], "hlc": [921705, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [26, 22, 30, 28, 31, 30, 16, 24, 17, 26], "hlc": [921704, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 7, "vc": [28, 24, 31, 25, 22, 24, 26, 26, 21, 26], "hlc": [921703, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [28, 24, 31, 25, 22, 24, 27, 26, 24, 26], "hlc": [921703, 8]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [28, 23, 31, 25, 30, 24, 22, 23, 23, 28], "hlc": [921703, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [33, 22, 30, 31, 29, 28, 19, 24, 17, 26], "hlc": [921704, 6]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [31, 28, 34, 25, 22, 24, 25, 25, 21, 26], "hlc": [921705, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [26, 22, 30, 28, 32, 30, 16, 24, 17, 26], "hlc": [921704, 5]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 1, "vc": [26, 22, 30, 28, 28, 31, 16, 24, 17, 26], "hlc": [921704, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [22, 18, 26, 19, 21, 19, 16, 27, 17, 22], "hlc": [921701, 11]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [28, 23, 31, 25, 22, 24, 22, 23, 25, 26], "hlc": [921703, 7]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [28, 23, 31, 25, 30, 24, 22, 23, 23, 29], "hlc": [921703, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [31, 29, 34, 28, 28, 31, 25, 25, 21, 26], "hlc": [921705, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [31, 30, 34, 28, 28, 31, 25, 27, 21, 26], "hlc": [921705, 4]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [28, 24, 35, 25, 22, 24, 25, 25, 25, 26], "hlc": [921703, 10]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [28, 24, 36, 25, 30, 24, 25, 25, 25, 29], "hlc": [921703, 11]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [26, 22, 30, 32, 32, 30, 16, 24, 17, 26], "hlc": [921705, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [31, 28, 34, 25, 22, 24, 28, 26, 24, 26], "hlc": [921705, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [33, 23, 31, 31, 30, 28, 22, 24, 23, 30], "hlc": [921704, 7]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [31, 31, 34, 28, 28, 31, 25, 27, 21, 26], "hlc": [921705, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [28, 24, 37, 25, 30, 24, 25, 25, 25, 29], "hlc": [921703, 12]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [26, 22, 30, 28, 33, 30, 16, 24, 17, 26], "hlc": [921704, 6]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [26, 22, 30, 28, 28, 32, 16, 24, 17, 26], "hlc": [921704, 5]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [31, 28, 34, 25, 22, 24, 29, 26, 24, 26], "hlc": [921705, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [22, 18, 26, 19, 21, 19, 16, 28, 17, 22], "hlc": [921701, 12]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 0, "vc": [28, 23, 31, 25, 22, 24, 22, 23, 26, 26], "hlc": [921703, 8]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 8, "vc": [34, 23, 31, 31, 29, 28, 22, 24, 26, 26], "hlc": [921704, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [28, 24, 38, 28, 33, 30, 25, 25, 25, 29], "hlc": [921704, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [31, 31, 34, 33, 32, 31, 25, 27, 21, 26], "hlc": [921706, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [31, 31, 34, 34, 32, 32, 25, 27, 21, 26], "hlc": [921706, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [26, 22, 30, 28, 34, 30, 16, 28, 17, 26], "hlc": [921704, 7]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [31, 28, 34, 28, 28, 33, 29, 26, 24, 26], "hlc": [921705, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [31, 28, 37, 25, 30, 24, 30, 26, 25, 29], "hlc": [921705, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [35, 23, 31, 31, 29, 28, 22, 24, 26, 26], "hlc": [921704, 8]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [28, 24, 39, 28, 33, 30, 25, 25, 25, 29], "hlc": [921704, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [22, 18, 26, 19, 21, 19, 16, 29, 17, 22], "hlc": [921702, 0]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [33, 23, 31, 31, 30, 28, 22, 24, 23, 31], "hlc": [921704, 8]}
