INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 44300, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 6.5, actual clock drifts: [1.0429606020280868, 5.919042147848273, -6.419345840661828, -0.515299478874538, 1.967350383842163, 0.10465308786227112, 4.095690795666412, -0.6063859378507788, -4.225248802207043, -0.6938742573471259]
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [11, 19, 15, 8, 7, 8, 13, 12, 11, 9], "hlc": [921700, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [11, 15, 23, 14, 10, 11, 11, 16, 14, 4], "hlc": [921698, 11]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [9, 7, 9, 8, 13, 7, 15, 4, 14, 11], "hlc": [921697, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [11, 18, 22, 14, 10, 11, 19, 16, 15, 9], "hlc": [921699, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [13, 17, 18, 10, 11, 9, 13, 19, 14, 9], "hlc": [921699, 6]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [8, 7, 8, 7, 5, 3, 6, 4, 16, 3], "hlc": [921695, 14]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [11, 20, 23, 14, 10, 11, 13, 16, 14, 9], "hlc": [921701, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [11, 19, 15, 16, 7, 14, 13, 12, 13, 9], "hlc": [921700, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [13, 17, 18, 10, 14, 9, 15, 19, 14, 11], "hlc": [921699, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [11, 18, 22, 14, 13, 11, 20, 16, 15, 11], "hlc": [921699, 7]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [13, 18, 22, 14, 11, 11, 19, 20, 15, 9], "hlc": [921699, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [9, 7, 9, 8, 8, 7, 15, 4, 16, 12], "hlc": [921697, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [11, 19, 15, 17, 7, 14, 13, 12, 13, 9], "hlc": [921700, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [13, 17, 18, 10, 15, 9, 15, 19, 14, 11], "hlc": [921699, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [8, 7, 8, 7, 5, 3, 6, 4, 17, 3], "hlc": [921695, 15]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [9, 7, 9, 8, 8, 7, 15, 4, 16, 13], "hlc": [921697, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [14, 17, 18, 10, 15, 9, 15, 19, 14, 11], "hlc": [921699, 9]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [11, 21, 23, 17, 10, 14, 13, 16, 14, 9], "hlc": [921701, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [11, 19, 15, 18, 7, 14, 13, 12, 17, 9], "hlc": [921700, 3]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [13, 17, 18, 10, 16, 9, 15, 19, 16, 13], "hlc": [921699, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [15, 17, 18, 10, 15, 9, 15, 19, 14, 11], "hlc": [921699, 10]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [11, 19, 15, 19, 7, 14, 13, 12, 17, 9], "hlc": [921700, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [13, 17, 18, 10, 17, 9, 15, 19, 16, 13], "hlc": [921699, 10]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 1, "vc": [9, 7, 9, 8, 5, 15, 11, 4, 12, 7], "hlc": [921695, 16]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [11, 18, 22, 14, 13, 11, 21, 16, 15, 11], "hlc": [921699, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [13, 18, 22, 14, 11, 11, 19, 21, 15, 9], "hlc": [921699, 8]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [16, 18, 22, 14, 15, 11, 19, 21, 15, 11], "hlc": [921699, 11]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [15, 22, 23, 17, 15, 14, 15, 19, 14, 11], "hlc": [921702, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [15, 23, 23, 17, 15, 15, 15, 19, 14, 11], "hlc": [921702, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [13, 19, 18, 20, 17, 14, 15, 19, 17, 13], "hlc": [921700, 5]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [13, 19, 22, 19, 11, 14, 19, 22, 17, 9], "hlc": [921700, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [11, 18, 22, 14, 13, 11, 21, 16, 16, 14], "hlc": [921699, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [17, 18, 22, 14, 15, 11, 19, 21, 15, 11], "hlc": [921699, 12]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 0, "vc": [15, 24, 23, 17, 15, 15, 15, 19, 14, 11], "hlc": [921702, 2]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [13, 19, 18, 21, 17, 14, 15, 19, 17, 13], "hlc": [921700, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [13, 17, 18, 10, 18, 9, 15, 19, 16, 13], "hlc": [921699, 11]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 4, "vc": [8, 7, 8, 7, 5, 3, 6, 4, 18, 3], "hlc": [921695, 16]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 5, "vc": [11, 18, 22, 14, 13, 11, 21, 16, 16, 15], "hlc": [921699, 10]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 1, "vc": [18, 24, 23, 17, 15, 15, 19, 21, 15, 11], "hlc": [921702, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [15, 25, 23, 21, 17, 15, 15, 19, 17, 13], "hlc": [921702, 3]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 8, "vc": [13, 17, 18, 10, 19, 9, 15, 19, 18, 13], "hlc": [921699, 12]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 9, "vc": [11, 18, 22, 14, 13, 16, 21, 16, 16, 15], "hlc": [921699, 11]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [17, 19, 22, 19, 15, 14, 19, 23, 17, 11], "hlc": [921700, 6]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [17, 19, 22, 19, 18, 14, 19, 24, 17, 13], "hlc": [921700, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [19, 24, 23, 17, 15, 15, 19, 21, 15, 11], "hlc": [921702, 4]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [15, 26, 23, 21, 17, 15, 15, 19, 17, 13], "hlc": [921702, 4]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [11, 15, 24, 14, 10, 11, 11, 16, 14, 4], "hlc": [921698, 12]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [13, 17, 18, 10, 20, 9, 15, 19, 18, 13], "hlc": [921699, 13]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [11, 18, 22, 14, 13, 17, 21, 16, 16, 15], "hlc": [921699, 12]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [11, 18, 22, 14, 13, 11, 22, 16, 15, 11], "hlc": [921700, 0]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [17, 19, 22, 19, 18, 14, 19, 25, 17, 13], "hlc": [921700, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [8, 7, 8, 7, 5, 3, 6, 4, 19, 3], "hlc": [921695, 17]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 2, "vc": [20, 24, 24, 17, 15, 15, 19, 21, 15, 11], "hlc": [921702, 5]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 6, "vc": [13, 19, 22, 22, 17, 14, 22, 19, 17, 13], "hlc": [921700, 7]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [17, 19, 22, 19, 21, 14, 19, 25, 18, 13], "hlc": [921700, 9]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [11, 18, 22, 14, 13, 18, 21, 16, 19, 15], "hlc": [921699, 13]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [15, 26, 23, 21, 17, 15, 23, 19, 17, 13], "hlc": [921702, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [19, 24, 23, 17, 15, 15, 19, 21, 20, 11], "hlc": [921702, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 4, "vc": [19, 24, 23, 17, 20, 15, 19, 21, 21, 13], "hlc": [921702, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [19, 24, 23, 17, 20, 17, 21, 21, 22, 15], "hlc": [921702, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 2, "vc": [21, 24, 24, 17, 15, 15, 19, 21, 15, 11], "hlc": [921702, 6]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [11, 15, 25, 14, 10, 11, 11, 16, 14, 4], "hlc": [921698, 13]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 0, "vc": [11, 18, 22, 14, 13, 11, 21, 16, 16, 16], "hlc": [921699, 11]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 9, "vc": [22, 24, 24, 17, 15, 15, 21, 21, 16, 16], "hlc": [921702, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 0, "vc": [21, 24, 26, 17, 15, 15, 19, 21, 15, 11], "hlc": [921702, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 2, "vc": [19, 24, 25, 17, 20, 17, 21, 21, 23, 15], "hlc": [921702, 8]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [13, 19, 22, 23, 17, 14, 22, 19, 17, 13], "hlc": [921700, 8]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [15, 26, 23, 21, 17, 15, 24, 19, 17, 13], "hlc": [921702, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [17, 19, 22, 19, 18, 14, 19, 26, 17, 13], "hlc": [921700, 9]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [19, 24, 25, 17, 20, 17, 21, 21, 24, 15], "hlc": [921702, 9]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [11, 18, 22, 14, 13, 11, 21, 16, 16, 17], "hlc": [921699, 12]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [17, 19, 22, 19, 18, 19, 21, 26, 19, 15], "hlc": [921700, 10]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [19, 24, 25, 19, 20, 20, 21, 26, 24, 15], "hlc": [921702, 10]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [15, 26, 23, 23, 17, 15, 25, 19, 17, 13], "hlc": [921702, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [15, 26, 23, 23, 17, 15, 26, 19, 17, 17], "hlc": [921702, 8]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [19, 26, 25, 21, 20, 17, 24, 21, 25, 15], "hlc": [921702, 10]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 5, "vc": [23, 24, 24, 17, 15, 15, 21, 21, 16, 16], "hlc": [921702, 8]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [21, 24, 27, 17, 15, 15, 19, 21, 15, 11], "hlc": [921702, 8]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [17, 19, 22, 19, 22, 14, 19, 25, 18, 13], "hlc": [921700, 10]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [17, 27, 23, 21, 22, 15, 19, 25, 18, 13], "hlc": [921704, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [23, 24, 25, 19, 20, 21, 21, 26, 24, 16], "hlc": [921702, 11]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [23, 24, 27, 19, 20, 22, 21, 26, 24, 16], "hlc": [921702, 12]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [24, 24, 24, 17, 15, 15, 21, 21, 16, 16], "hlc": [921702, 9]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [17, 28, 23, 21, 22, 15, 19, 25, 18, 13], "hlc": [921704, 1]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [21, 24, 28, 17, 15, 15, 19, 21, 15, 11], "hlc": [921702, 9]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [13, 19, 22, 24, 17, 14, 22, 19, 17, 13], "hlc": [921700, 9]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [17, 19, 22, 19, 23, 14, 19, 25, 18, 13], "hlc": [921700, 11]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [23, 24, 27, 19, 20, 23, 21, 26, 24, 16], "hlc": [921702, 13]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [15, 26, 23, 23, 17, 15, 27, 19, 17, 17], "hlc": [921702, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [17, 19, 22, 19, 18, 14, 19, 27, 17, 13], "hlc": [921700, 10]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 4, "vc": [19, 26, 25, 21, 20, 17, 24, 21, 26, 15], "hlc": [921702, 11]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [23, 24, 27, 25, 20, 23, 22, 26, 24, 16], "hlc": [921702, 14]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [24, 24, 24, 19, 24, 15, 21, 25, 18, 16], "hlc": [921702, 10]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [24, 24, 24, 19, 25, 15, 21, 27, 18, 16], "hlc": [921702, 11]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 8, "vc": [24, 26, 25, 21, 26, 17, 24, 27, 26, 16], "hlc": [921702, 12]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [23, 24, 28, 19, 20, 24, 21, 26, 24, 16], "hlc": [921702, 14]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [23, 26, 28, 23, 20, 25, 27, 26, 24, 17], "hlc": [921702, 15]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [17, 28, 23, 23, 22, 15, 28, 25, 18, 17], "hlc": [921704, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [17, 28, 23, 24, 22, 15, 29, 25, 18, 17], "hlc": [921704, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [17, 19, 22, 19, 23, 14, 21, 25, 18, 18], "hlc": [921700, 12]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [25, 24, 24, 17, 15, 15, 21, 21, 16, 16], "hlc": [921702, 10]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [17, 29, 23, 21, 22, 15, 19, 25, 18, 13], "hlc": [921705, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [23, 24, 27, 26, 20, 23, 22, 26, 24, 16], "hlc": [921702, 15]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [24, 26, 25, 21, 27, 17, 24, 27, 26, 16], "hlc": [921702, 13]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [17, 28, 23, 24, 22, 15, 30, 25, 18, 17], "hlc": [921704, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 8, "vc": [17, 19, 22, 19, 18, 14, 19, 28, 17, 13], "hlc": [921700, 11]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [19, 26, 25, 21, 20, 17, 24, 21, 27, 15], "hlc": [921702, 12]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 0, "vc": [17, 19, 22, 19, 23, 14, 21, 25, 18, 19], "hlc": [921700, 13]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 9, "vc": [26, 24, 24, 19, 23, 15, 21, 25, 18, 19], "hlc": [921702, 11]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [23, 24, 29, 26, 20, 23, 22, 26, 24, 16], "hlc": [921702, 16]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [23, 28, 30, 26, 22, 23, 30, 26, 24, 17], "hlc": [921704, 5]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [23, 26, 27, 27, 20, 23, 24, 26, 27, 16], "hlc": [921702, 16]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [25, 26, 25, 21, 20, 17, 24, 21, 28, 16], "hlc": [921702, 13]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [25, 29, 25, 21, 22, 17, 24, 25, 29, 16], "hlc": [921705, 1]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 7, "vc": [25, 29, 25, 21, 22, 17, 24, 28, 30, 16], "hlc": [921705, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [24, 26, 25, 21, 27, 17, 24, 27, 26, 20], "hlc": [921702, 14]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [27, 24, 24, 19, 23, 15, 21, 25, 18, 19], "hlc": [921702, 12]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [17, 30, 23, 21, 22, 15, 19, 25, 18, 13], "hlc": [921705, 1]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [23, 28, 31, 26, 22, 23, 30, 26, 24, 17], "hlc": [921704, 6]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [23, 26, 27, 28, 20, 23, 24, 26, 27, 16], "hlc": [921702, 17]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [24, 26, 25, 21, 28, 17, 24, 27, 26, 16], "hlc": [921702, 14]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [17, 19, 22, 19, 18, 14, 19, 29, 17, 13], "hlc": [921700, 12]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 5, "vc": [24, 26, 25, 21, 27, 17, 24, 27, 26, 21], "hlc": [921702, 15]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [23, 31, 27, 28, 22, 23, 24, 26, 27, 16], "hlc": [921706, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [27, 26, 25, 21, 29, 17, 24, 27, 26, 19], "hlc": [921702, 15]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [24, 26, 28, 23, 28, 26, 27, 27, 26, 17], "hlc": [921702, 16]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [24, 26, 28, 23, 28, 27, 27, 29, 26, 17], "hlc": [921702, 17]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 9, "vc": [24, 26, 28, 23, 28, 28, 27, 29, 26, 21], "hlc": [921702, 18]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [23, 28, 31, 26, 22, 23, 31, 26, 24, 17], "hlc": [921704, 7]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [17, 30, 23, 21, 22, 15, 19, 30, 18, 13], "hlc": [921705, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [28, 24, 24, 19, 23, 15, 21, 25, 18, 19], "hlc": [921702, 13]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [23, 28, 32, 26, 22, 23, 30, 26, 24, 17], "hlc": [921704, 7]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [23, 26, 27, 29, 20, 23, 24, 26, 27, 16], "hlc": [921702, 18]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [27, 26, 25, 21, 30, 17, 24, 27, 26, 19], "hlc": [921702, 16]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [24, 26, 28, 23, 28, 29, 27, 29, 26, 21], "hlc": [921702, 19]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [23, 28, 31, 26, 22, 23, 32, 26, 24, 17], "hlc": [921704, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [17, 30, 23, 21, 22, 15, 19, 31, 18, 13], "hlc": [921705, 3]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [25, 29, 25, 21, 22, 17, 24, 28, 31, 16], "hlc": [921705, 3]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [24, 26, 25, 21, 27, 17, 24, 27, 26, 22], "hlc": [921702, 16]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [23, 32, 32, 28, 22, 23, 30, 26, 27, 17], "hlc": [921706, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [23, 33, 32, 28, 22, 23, 32, 26, 27, 17], "hlc": [921706, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [23, 28, 33, 29, 22, 23, 30, 26, 27, 17], "hlc": [921704, 8]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [25, 29, 27, 30, 22, 23, 24, 28, 31, 16], "hlc": [921705, 4]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [25, 29, 27, 31, 27, 23, 24, 28, 31, 22], "hlc": [921705, 5]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [24, 30, 28, 23, 28, 30, 27, 31, 26, 21], "hlc": [921705, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [27, 28, 31, 26, 30, 23, 33, 27, 26, 19], "hlc": [921704, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [28, 30, 24, 21, 23, 15, 21, 32, 18, 19], "hlc": [921705, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [25, 29, 28, 23, 28, 29, 27, 29, 32, 21], "hlc": [921705, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [29, 24, 24, 19, 23, 15, 21, 25, 18, 19], "hlc": [921702, 14]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [23, 28, 34, 29, 22, 23, 30, 26, 27, 17], "hlc": [921704, 9]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [25, 29, 27, 32, 27, 23, 24, 28, 31, 22], "hlc": [921705, 6]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 1, "vc": [25, 29, 28, 23, 28, 29, 27, 29, 33, 21], "hlc": [921705, 5]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [24, 26, 25, 21, 27, 17, 24, 27, 26, 23], "hlc": [921702, 17]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 8, "vc": [25, 34, 32, 28, 28, 29, 32, 29, 33, 21], "hlc": [921707, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [29, 29, 27, 33, 27, 23, 24, 28, 31, 22], "hlc": [921705, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [27, 28, 34, 29, 30, 23, 34, 27, 27, 19], "hlc": [921705, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [27, 29, 34, 32, 30, 23, 35, 28, 31, 22], "hlc": [921705, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [27, 29, 34, 32, 30, 23, 36, 28, 31, 23], "hlc": [921705, 8]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [23, 28, 35, 29, 22, 23, 30, 26, 27, 17], "hlc": [921704, 10]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [24, 30, 28, 23, 28, 31, 27, 31, 26, 21], "hlc": [921705, 5]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 9, "vc": [28, 30, 24, 21, 23, 15, 21, 33, 18, 19], "hlc": [921705, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 2, "vc": [25, 29, 35, 29, 28, 29, 30, 29, 34, 21], "hlc": [921705, 6]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [24, 30, 28, 23, 28, 31, 27, 31, 26, 24], "hlc": [921705, 6]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 7, "vc": [28, 30, 28, 23, 28, 31, 27, 33, 26, 25], "hlc": [921705, 7]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [29, 29, 27, 34, 27, 23, 24, 28, 31, 22], "hlc": [921705, 8]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [27, 26, 25, 21, 31, 17, 24, 27, 26, 19], "hlc": [921703, 0]}
