INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 38200, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 3.5, actual clock drifts: [1.912099953686619, 0.9986432319593135, -2.6198438239782686, -3.2048551470878146, -2.446097318752111, 0.13529960420368603, -2.341315832318916, -2.6302020779983644, -0.30803593154872866, 1.524726184511696]
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [12, 16, 14, 17, 18, 9, 10, 15, 14, 14], "hlc": [921543, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [12, 16, 14, 7, 19, 8, 7, 14, 11, 14], "hlc": [921543, 5]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [6, 18, 15, 15, 16, 16, 10, 15, 14, 12], "hlc": [921542, 9]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [3, 13, 11, 2, 7, 11, 14, 7, 6, 16], "hlc": [921543, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 3, "vc": [6, 7, 8, 2, 5, 6, 7, 16, 4, 4], "hlc": [921541, 4]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [6, 10, 9, 13, 7, 9, 10, 15, 16, 10], "hlc": [921542, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [12, 19, 19, 7, 19, 12, 11, 14, 11, 18], "hlc": [921543, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 7, "vc": [12, 16, 14, 18, 18, 9, 10, 16, 14, 14], "hlc": [921543, 7]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [12, 18, 15, 17, 18, 17, 10, 15, 14, 14], "hlc": [921543, 7]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [13, 16, 14, 7, 13, 8, 7, 17, 9, 14], "hlc": [921544, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [13, 20, 15, 7, 13, 8, 7, 18, 9, 14], "hlc": [921544, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [13, 20, 15, 7, 13, 11, 14, 19, 9, 16], "hlc": [921544, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [6, 18, 15, 15, 16, 16, 13, 15, 14, 20], "hlc": [921544, 1]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [6, 18, 15, 15, 16, 16, 13, 15, 16, 21], "hlc": [921544, 2]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 3, "vc": [12, 19, 20, 7, 19, 12, 11, 14, 11, 18], "hlc": [921543, 7]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [12, 16, 14, 19, 18, 9, 10, 16, 14, 14], "hlc": [921543, 8]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [12, 16, 14, 7, 20, 8, 7, 14, 11, 14], "hlc": [921543, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 2, "vc": [13, 20, 15, 7, 13, 11, 14, 20, 9, 16], "hlc": [921544, 4]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [6, 18, 15, 15, 16, 16, 13, 15, 16, 22], "hlc": [921544, 3]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 7, "vc": [13, 20, 21, 7, 19, 12, 14, 20, 11, 18], "hlc": [921544, 5]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [12, 19, 20, 20, 19, 12, 11, 16, 14, 18], "hlc": [921543, 9]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [12, 19, 20, 21, 19, 16, 13, 16, 16, 22], "hlc": [921544, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [12, 16, 14, 19, 18, 11, 15, 16, 14, 16], "hlc": [921543, 9]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 4, "vc": [12, 16, 14, 13, 20, 9, 10, 15, 17, 14], "hlc": [921543, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [14, 16, 14, 7, 13, 8, 6, 10, 9, 14], "hlc": [921545, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [12, 19, 20, 22, 19, 16, 13, 16, 16, 22], "hlc": [921544, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [12, 16, 14, 7, 21, 8, 7, 14, 11, 14], "hlc": [921543, 7]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [12, 18, 15, 17, 18, 18, 10, 15, 14, 14], "hlc": [921543, 8]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [12, 16, 14, 19, 18, 11, 16, 16, 14, 16], "hlc": [921543, 10]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [12, 16, 14, 13, 20, 9, 10, 15, 18, 14], "hlc": [921543, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [14, 21, 15, 7, 13, 8, 6, 10, 9, 14], "hlc": [921545, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [14, 22, 20, 22, 19, 16, 13, 16, 16, 22], "hlc": [921545, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [13, 20, 22, 7, 21, 12, 14, 20, 11, 18], "hlc": [921544, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [12, 19, 20, 23, 20, 16, 13, 16, 18, 22], "hlc": [921544, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [12, 16, 14, 19, 20, 11, 16, 16, 19, 16], "hlc": [921543, 11]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [12, 18, 15, 17, 18, 18, 13, 15, 16, 23], "hlc": [921545, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 4, "vc": [14, 23, 20, 22, 19, 16, 13, 16, 16, 22], "hlc": [921545, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [12, 19, 20, 24, 20, 16, 13, 16, 18, 22], "hlc": [921544, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [12, 16, 14, 7, 22, 8, 7, 14, 11, 14], "hlc": [921543, 8]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 1, "vc": [14, 23, 20, 22, 23, 16, 13, 16, 16, 22], "hlc": [921545, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 3, "vc": [14, 23, 20, 24, 24, 16, 13, 16, 18, 22], "hlc": [921545, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [12, 18, 15, 17, 22, 18, 13, 15, 16, 24], "hlc": [921546, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [15, 16, 14, 7, 13, 8, 6, 10, 9, 14], "hlc": [921546, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 4, "vc": [14, 24, 20, 22, 19, 16, 13, 16, 16, 22], "hlc": [921545, 4]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [13, 20, 23, 7, 21, 12, 14, 20, 11, 18], "hlc": [921544, 7]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 9, "vc": [12, 19, 20, 25, 20, 16, 13, 16, 18, 22], "hlc": [921544, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 2, "vc": [13, 20, 15, 7, 13, 11, 14, 21, 9, 16], "hlc": [921544, 5]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [12, 18, 15, 17, 22, 18, 13, 15, 16, 25], "hlc": [921546, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [15, 25, 20, 22, 19, 16, 13, 16, 16, 22], "hlc": [921546, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [15, 26, 23, 22, 21, 16, 14, 20, 16, 22], "hlc": [921546, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 7, "vc": [13, 20, 24, 7, 21, 12, 14, 21, 11, 18], "hlc": [921544, 8]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 1, "vc": [14, 24, 20, 24, 25, 16, 13, 16, 18, 22], "hlc": [921545, 6]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [14, 24, 20, 24, 26, 18, 13, 16, 18, 25], "hlc": [921546, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 3, "vc": [12, 19, 20, 25, 22, 18, 13, 16, 18, 26], "hlc": [921546, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [16, 16, 14, 7, 13, 8, 6, 10, 9, 14], "hlc": [921546, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [15, 27, 23, 22, 21, 16, 14, 20, 16, 22], "hlc": [921546, 3]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [13, 20, 25, 7, 21, 12, 14, 21, 11, 18], "hlc": [921544, 9]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 8, "vc": [12, 19, 20, 26, 20, 16, 13, 16, 18, 22], "hlc": [921544, 9]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [14, 24, 20, 24, 27, 18, 13, 16, 18, 25], "hlc": [921546, 3]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 4, "vc": [12, 16, 14, 19, 18, 11, 17, 16, 14, 16], "hlc": [921543, 11]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [13, 20, 15, 7, 13, 11, 14, 22, 9, 16], "hlc": [921544, 6]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [12, 16, 14, 19, 20, 11, 16, 16, 20, 16], "hlc": [921544, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [15, 28, 25, 22, 21, 16, 14, 21, 16, 22], "hlc": [921546, 4]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [15, 27, 26, 22, 21, 16, 14, 21, 16, 22], "hlc": [921546, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [16, 24, 20, 24, 28, 18, 13, 16, 18, 25], "hlc": [921546, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 6, "vc": [16, 24, 20, 24, 29, 18, 17, 16, 18, 25], "hlc": [921546, 5]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [16, 24, 20, 24, 30, 18, 17, 22, 18, 25], "hlc": [921546, 6]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [14, 24, 20, 24, 27, 18, 18, 16, 18, 25], "hlc": [921546, 4]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [13, 20, 15, 19, 20, 11, 16, 23, 20, 16], "hlc": [921544, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 3, "vc": [12, 19, 20, 26, 20, 16, 16, 16, 21, 22], "hlc": [921545, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [17, 16, 14, 7, 13, 8, 6, 10, 9, 14], "hlc": [921547, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [15, 29, 25, 22, 21, 16, 14, 21, 16, 22], "hlc": [921546, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 9, "vc": [15, 27, 27, 22, 21, 16, 14, 21, 16, 22], "hlc": [921546, 5]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 0, "vc": [12, 19, 20, 27, 20, 16, 13, 16, 18, 22], "hlc": [921544, 10]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [16, 24, 20, 24, 31, 18, 17, 22, 18, 25], "hlc": [921546, 7]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [14, 24, 20, 24, 27, 18, 19, 16, 18, 25], "hlc": [921546, 5]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [13, 20, 15, 19, 20, 11, 16, 24, 20, 16], "hlc": [921544, 8]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 3, "vc": [18, 19, 20, 27, 20, 16, 13, 16, 18, 22], "hlc": [921547, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [15, 27, 28, 24, 27, 18, 19, 21, 18, 25], "hlc": [921546, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [17, 19, 20, 28, 20, 16, 13, 16, 18, 22], "hlc": [921547, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [17, 29, 25, 29, 21, 16, 14, 21, 18, 22], "hlc": [921547, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [16, 24, 20, 24, 32, 18, 17, 24, 20, 25], "hlc": [921546, 8]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [16, 24, 20, 24, 31, 18, 17, 25, 20, 25], "hlc": [921546, 8]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 2, "vc": [15, 27, 27, 25, 22, 18, 14, 21, 18, 27], "hlc": [921547, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [19, 19, 20, 27, 20, 16, 13, 16, 18, 22], "hlc": [921547, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [15, 30, 25, 22, 21, 16, 14, 21, 16, 22], "hlc": [921547, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [15, 27, 29, 24, 27, 18, 19, 21, 18, 25], "hlc": [921546, 7]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 9, "vc": [17, 29, 25, 30, 21, 16, 14, 21, 18, 22], "hlc": [921547, 3]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 0, "vc": [12, 18, 15, 17, 18, 19, 10, 15, 14, 14], "hlc": [921546, 0]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [12, 19, 20, 26, 20, 16, 16, 16, 22, 22], "hlc": [921545, 1]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 5, "vc": [20, 19, 20, 27, 20, 19, 13, 16, 18, 22], "hlc": [921548, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [15, 31, 29, 24, 27, 18, 19, 21, 18, 25], "hlc": [921547, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [15, 30, 30, 24, 27, 18, 19, 21, 18, 25], "hlc": [921547, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [15, 30, 31, 26, 27, 18, 19, 21, 22, 25], "hlc": [921547, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [19, 24, 20, 27, 27, 18, 20, 16, 18, 25], "hlc": [921547, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 3, "vc": [17, 29, 27, 30, 22, 18, 14, 21, 18, 28], "hlc": [921548, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 0, "vc": [17, 29, 25, 31, 21, 16, 14, 21, 18, 22], "hlc": [921547, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [16, 24, 20, 24, 33, 18, 17, 24, 20, 25], "hlc": [921546, 9]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [12, 18, 15, 17, 18, 20, 10, 15, 14, 14], "hlc": [921546, 1]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [19, 24, 20, 27, 27, 18, 21, 16, 18, 25], "hlc": [921547, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [16, 24, 20, 24, 31, 18, 17, 26, 20, 25], "hlc": [921546, 9]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [12, 19, 20, 26, 20, 16, 16, 16, 23, 22], "hlc": [921546, 0]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [17, 29, 27, 30, 22, 18, 14, 21, 18, 29], "hlc": [921548, 1]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 3, "vc": [21, 29, 25, 31, 21, 19, 14, 21, 18, 22], "hlc": [921549, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [16, 30, 32, 26, 33, 18, 19, 24, 22, 25], "hlc": [921547, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 6, "vc": [19, 29, 25, 32, 27, 18, 21, 21, 18, 25], "hlc": [921547, 5]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [16, 24, 20, 24, 34, 18, 17, 26, 20, 25], "hlc": [921546, 10]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [12, 19, 20, 26, 20, 21, 16, 16, 23, 22], "hlc": [921547, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [19, 29, 27, 30, 27, 18, 22, 21, 18, 29], "hlc": [921548, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [16, 24, 20, 24, 31, 20, 17, 27, 20, 25], "hlc": [921546, 10]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [22, 29, 25, 31, 21, 19, 14, 21, 18, 22], "hlc": [921549, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [15, 32, 29, 24, 27, 18, 19, 21, 18, 25], "hlc": [921548, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [19, 29, 25, 33, 27, 18, 21, 21, 18, 25], "hlc": [921547, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [16, 24, 20, 24, 35, 18, 17, 26, 20, 25], "hlc": [921546, 11]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [12, 19, 20, 26, 20, 22, 16, 16, 23, 22], "hlc": [921547, 1]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [16, 24, 20, 24, 31, 20, 17, 28, 20, 25], "hlc": [921546, 11]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [17, 29, 27, 30, 22, 18, 14, 21, 18, 30], "hlc": [921548, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [19, 30, 33, 33, 33, 18, 21, 24, 22, 25], "hlc": [921547, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [22, 29, 25, 34, 27, 19, 21, 21, 18, 25], "hlc": [921549, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [22, 29, 27, 35, 27, 19, 21, 21, 18, 30], "hlc": [921549, 3]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [16, 24, 20, 24, 36, 20, 17, 28, 20, 25], "hlc": [921546, 12]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [19, 29, 27, 30, 27, 22, 23, 21, 23, 29], "hlc": [921548, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [16, 32, 29, 24, 31, 20, 19, 29, 20, 25], "hlc": [921548, 1]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [17, 29, 27, 30, 35, 18, 17, 26, 20, 31], "hlc": [921549, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [15, 33, 29, 24, 27, 18, 19, 21, 18, 25], "hlc": [921548, 1]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [22, 29, 27, 36, 27, 19, 21, 21, 18, 30], "hlc": [921549, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [16, 24, 20, 24, 37, 20, 17, 28, 20, 25], "hlc": [921546, 13]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 2, "vc": [12, 19, 20, 26, 20, 23, 16, 16, 23, 22], "hlc": [921547, 2]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [17, 29, 27, 30, 35, 18, 17, 26, 20, 32], "hlc": [921549, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 5, "vc": [19, 30, 34, 33, 33, 23, 21, 24, 23, 25], "hlc": [921547, 8]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [19, 30, 35, 33, 35, 23, 21, 26, 23, 32], "hlc": [921549, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [22, 33, 29, 37, 27, 19, 21, 21, 18, 30], "hlc": [921549, 5]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [16, 24, 20, 26, 37, 24, 17, 28, 23, 25], "hlc": [921548, 0]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [22, 32, 29, 36, 31, 20, 21, 30, 20, 30], "hlc": [921549, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [23, 29, 25, 31, 21, 19, 14, 21, 18, 22], "hlc": [921550, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [19, 30, 36, 33, 35, 23, 21, 26, 23, 32], "hlc": [921549, 3]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [16, 24, 20, 24, 38, 20, 17, 28, 20, 25], "hlc": [921546, 14]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [22, 32, 29, 36, 31, 20, 21, 31, 20, 30], "hlc": [921549, 6]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [22, 34, 29, 36, 31, 20, 21, 31, 20, 30], "hlc": [921549, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [19, 30, 37, 33, 38, 23, 21, 28, 23, 32], "hlc": [921549, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [19, 30, 36, 33, 35, 23, 24, 26, 23, 32], "hlc": [921549, 4]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [23, 29, 27, 31, 35, 19, 17, 26, 20, 33], "hlc": [921550, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [24, 29, 25, 31, 21, 19, 14, 21, 18, 22], "hlc": [921550, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [22, 35, 29, 36, 31, 20, 21, 31, 20, 30], "hlc": [921549, 8]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [19, 30, 38, 33, 38, 23, 21, 28, 23, 32], "hlc": [921549, 5]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 8, "vc": [22, 33, 29, 38, 27, 19, 21, 21, 18, 30], "hlc": [921549, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [16, 24, 20, 24, 39, 20, 17, 28, 20, 25], "hlc": [921546, 15]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [19, 30, 36, 33, 35, 23, 25, 26, 23, 32], "hlc": [921549, 5]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [22, 32, 29, 36, 31, 20, 21, 32, 20, 30], "hlc": [921549, 7]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 4, "vc": [12, 19, 20, 26, 20, 16, 16, 16, 24, 22], "hlc": [921548, 0]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [23, 29, 27, 31, 35, 19, 17, 26, 20, 34], "hlc": [921550, 2]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [25, 32, 29, 36, 31, 20, 21, 32, 20, 30], "hlc": [921551, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [22, 36, 36, 36, 35, 23, 25, 31, 23, 32], "hlc": [921550, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [22, 35, 29, 39, 31, 20, 21, 31, 20, 30], "hlc": [921549, 9]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 8, "vc": [16, 24, 20, 26, 40, 20, 17, 28, 24, 25], "hlc": [921548, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [22, 32, 29, 36, 39, 20, 21, 33, 20, 30], "hlc": [921549, 8]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 2, "vc": [19, 30, 38, 33, 38, 23, 21, 28, 25, 32], "hlc": [921549, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 3, "vc": [22, 33, 38, 38, 38, 23, 21, 28, 26, 32], "hlc": [921549, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [23, 33, 38, 38, 38, 23, 21, 28, 27, 34], "hlc": [921550, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [24, 29, 27, 31, 35, 19, 17, 26, 20, 35], "hlc": [921550, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [26, 32, 29, 36, 31, 20, 21, 32, 20, 30], "hlc": [921551, 1]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 9, "vc": [19, 30, 39, 33, 38, 23, 21, 28, 23, 32], "hlc": [921549, 6]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 9, "vc": [22, 35, 29, 40, 31, 20, 21, 31, 20, 30], "hlc": [921549, 10]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 4, "vc": [19, 30, 36, 33, 35, 23, 26, 26, 23, 32], "hlc": [921549, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 9, "vc": [22, 32, 29, 36, 39, 20, 21, 34, 20, 30], "hlc": [921549, 9]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 7, "vc": [24, 29, 27, 31, 35, 19, 17, 26, 20, 36], "hlc": [921550, 4]}
