INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 45300, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 8.5, actual clock drifts: [6.760482230689249, -4.441189340036358, -3.122817814409686, -7.743797605351407, 3.0601919890370954, -3.116048654213432, 1.3556173456924725, 7.127247790925583, -2.8842029157658082, 2.856063253462537]
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 6, "vc": [15, 12, 7, 14, 20, 16, 12, 7, 15, 11], "hlc": [921726, 9]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [13, 14, 16, 9, 10, 18, 4, 7, 13, 8], "hlc": [921726, 9]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [15, 14, 16, 18, 17, 19, 8, 7, 13, 8], "hlc": [921726, 10]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [15, 14, 16, 18, 17, 20, 8, 11, 13, 8], "hlc": [921728, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [15, 20, 15, 12, 10, 16, 13, 8, 15, 8], "hlc": [921728, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [15, 12, 7, 16, 19, 17, 8, 12, 12, 11], "hlc": [921729, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [19, 17, 7, 9, 8, 15, 5, 7, 10, 13], "hlc": [921728, 1]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [13, 14, 17, 9, 10, 11, 2, 6, 13, 8], "hlc": [921726, 9]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 8, "vc": [15, 9, 7, 19, 17, 13, 8, 3, 12, 6], "hlc": [921726, 9]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [15, 12, 7, 14, 21, 16, 12, 7, 15, 11], "hlc": [921726, 10]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [15, 20, 15, 12, 10, 16, 14, 8, 15, 8], "hlc": [921728, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [15, 12, 7, 16, 19, 17, 8, 13, 12, 11], "hlc": [921729, 1]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 1, "vc": [15, 9, 7, 12, 8, 16, 11, 7, 18, 6], "hlc": [921726, 10]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [20, 20, 15, 12, 10, 16, 14, 8, 15, 13], "hlc": [921729, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 8, "vc": [15, 22, 15, 12, 10, 16, 11, 8, 18, 8], "hlc": [921728, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [15, 12, 7, 16, 22, 17, 12, 13, 15, 11], "hlc": [921729, 2]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [15, 14, 17, 18, 17, 21, 8, 11, 13, 8], "hlc": [921728, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [19, 20, 15, 12, 10, 16, 15, 8, 15, 13], "hlc": [921728, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 3, "vc": [15, 9, 7, 19, 17, 16, 11, 7, 19, 6], "hlc": [921726, 11]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [15, 17, 7, 14, 21, 16, 12, 7, 15, 14], "hlc": [921726, 11]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [21, 20, 15, 12, 10, 16, 14, 8, 15, 13], "hlc": [921729, 1]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [15, 9, 7, 20, 17, 13, 8, 3, 12, 6], "hlc": [921726, 10]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [15, 12, 7, 16, 23, 17, 12, 13, 15, 11], "hlc": [921729, 3]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [19, 20, 15, 12, 10, 16, 16, 8, 15, 13], "hlc": [921728, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 6, "vc": [15, 12, 7, 16, 19, 17, 8, 14, 12, 11], "hlc": [921729, 2]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [15, 9, 7, 19, 17, 16, 11, 7, 20, 6], "hlc": [921726, 12]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [22, 20, 15, 12, 10, 16, 16, 8, 15, 13], "hlc": [921729, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [15, 14, 18, 19, 17, 16, 11, 7, 20, 8], "hlc": [921726, 13]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 7, "vc": [19, 20, 15, 16, 19, 17, 17, 14, 15, 13], "hlc": [921729, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [15, 12, 7, 20, 19, 17, 8, 15, 12, 11], "hlc": [921730, 0]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [15, 12, 7, 20, 23, 17, 12, 16, 15, 11], "hlc": [921730, 1]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [21, 20, 15, 14, 21, 16, 14, 8, 15, 15], "hlc": [921729, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [23, 20, 15, 12, 10, 16, 16, 8, 15, 13], "hlc": [921729, 3]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 4, "vc": [15, 23, 15, 12, 10, 16, 11, 8, 18, 8], "hlc": [921728, 5]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [15, 9, 7, 21, 17, 13, 8, 3, 12, 6], "hlc": [921726, 11]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [19, 20, 15, 16, 19, 17, 18, 14, 15, 13], "hlc": [921729, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 9, "vc": [15, 12, 7, 20, 23, 17, 12, 17, 15, 11], "hlc": [921730, 2]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 0, "vc": [15, 9, 7, 19, 17, 16, 11, 7, 21, 6], "hlc": [921726, 13]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [21, 20, 15, 14, 21, 16, 14, 8, 15, 16], "hlc": [921729, 3]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 8, "vc": [24, 20, 15, 19, 17, 16, 16, 8, 21, 13], "hlc": [921730, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 1, "vc": [15, 23, 15, 16, 24, 17, 12, 13, 18, 11], "hlc": [921729, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 3, "vc": [15, 23, 15, 21, 25, 17, 12, 13, 18, 11], "hlc": [921729, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [23, 20, 15, 19, 17, 16, 16, 8, 22, 13], "hlc": [921729, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [23, 20, 15, 19, 19, 17, 18, 14, 23, 13], "hlc": [921729, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [23, 20, 15, 19, 21, 17, 18, 14, 24, 16], "hlc": [921729, 6]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 7, "vc": [21, 20, 15, 20, 23, 17, 14, 17, 15, 17], "hlc": [921730, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 0, "vc": [15, 9, 7, 22, 17, 13, 8, 3, 12, 6], "hlc": [921726, 12]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [15, 23, 15, 21, 26, 17, 12, 13, 18, 11], "hlc": [921729, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [15, 12, 7, 20, 23, 17, 12, 18, 15, 11], "hlc": [921730, 3]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [21, 20, 15, 20, 23, 17, 14, 17, 15, 18], "hlc": [921730, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 3, "vc": [25, 20, 15, 22, 17, 16, 16, 8, 21, 13], "hlc": [921730, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [15, 24, 15, 21, 26, 17, 12, 13, 18, 11], "hlc": [921729, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [21, 20, 19, 20, 23, 17, 14, 17, 20, 18], "hlc": [921730, 5]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [15, 23, 15, 21, 27, 17, 12, 18, 18, 11], "hlc": [921730, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [26, 20, 15, 22, 17, 16, 16, 8, 21, 13], "hlc": [921730, 2]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 9, "vc": [21, 20, 20, 20, 23, 17, 14, 17, 20, 18], "hlc": [921730, 6]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [15, 9, 7, 23, 17, 13, 8, 3, 12, 6], "hlc": [921726, 13]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [15, 14, 17, 18, 17, 22, 8, 11, 13, 8], "hlc": [921728, 6]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [19, 20, 15, 16, 19, 17, 19, 14, 15, 13], "hlc": [921729, 5]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [15, 25, 15, 23, 26, 17, 12, 13, 18, 11], "hlc": [921729, 8]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [19, 20, 17, 18, 19, 22, 20, 14, 15, 13], "hlc": [921729, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [26, 20, 15, 22, 21, 17, 18, 14, 25, 16], "hlc": [921730, 3]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [26, 20, 15, 22, 21, 17, 19, 14, 26, 16], "hlc": [921730, 4]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 2, "vc": [21, 20, 20, 20, 23, 17, 14, 17, 20, 19], "hlc": [921730, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [27, 20, 15, 22, 17, 16, 16, 8, 21, 13], "hlc": [921731, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [15, 26, 15, 23, 26, 17, 12, 13, 18, 11], "hlc": [921729, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [15, 12, 7, 20, 23, 17, 12, 19, 15, 11], "hlc": [921731, 0]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [21, 20, 20, 20, 23, 17, 14, 17, 20, 20], "hlc": [921730, 8]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [15, 26, 15, 24, 26, 17, 12, 13, 18, 11], "hlc": [921729, 10]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [21, 23, 20, 21, 28, 17, 14, 18, 20, 20], "hlc": [921730, 9]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [15, 14, 17, 20, 23, 23, 12, 19, 15, 11], "hlc": [921731, 1]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [27, 20, 17, 22, 19, 22, 21, 14, 21, 13], "hlc": [921731, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [28, 20, 15, 22, 17, 16, 16, 8, 21, 13], "hlc": [921731, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 5, "vc": [15, 27, 15, 23, 26, 17, 12, 13, 18, 11], "hlc": [921729, 10]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [21, 20, 21, 20, 23, 17, 14, 17, 20, 18], "hlc": [921730, 7]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [27, 20, 17, 22, 19, 22, 22, 14, 21, 13], "hlc": [921731, 2]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 2, "vc": [15, 12, 7, 20, 23, 17, 12, 20, 15, 11], "hlc": [921732, 0]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 1, "vc": [26, 20, 15, 22, 21, 17, 19, 14, 27, 16], "hlc": [921730, 5]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [21, 20, 20, 20, 23, 17, 14, 17, 20, 21], "hlc": [921730, 9]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 8, "vc": [26, 28, 15, 23, 26, 17, 19, 14, 27, 16], "hlc": [921730, 6]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 7, "vc": [21, 20, 22, 20, 23, 17, 14, 20, 20, 18], "hlc": [921732, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 6, "vc": [27, 26, 17, 25, 26, 22, 22, 14, 21, 13], "hlc": [921731, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [27, 26, 20, 26, 26, 22, 22, 17, 21, 21], "hlc": [921731, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [28, 23, 20, 22, 29, 17, 16, 18, 21, 20], "hlc": [921731, 2]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 1, "vc": [15, 27, 17, 23, 26, 24, 12, 19, 18, 11], "hlc": [921731, 2]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [21, 27, 21, 23, 26, 25, 14, 19, 20, 18], "hlc": [921731, 3]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [26, 29, 15, 23, 26, 17, 19, 14, 27, 16], "hlc": [921730, 7]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 7, "vc": [21, 20, 23, 20, 23, 17, 14, 20, 20, 18], "hlc": [921732, 2]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [27, 26, 20, 27, 26, 22, 22, 17, 21, 21], "hlc": [921731, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [28, 23, 20, 22, 30, 17, 16, 18, 21, 20], "hlc": [921731, 3]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [15, 12, 7, 20, 23, 17, 12, 21, 15, 11], "hlc": [921732, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [28, 30, 20, 23, 30, 17, 19, 18, 27, 20], "hlc": [921731, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [28, 23, 20, 22, 31, 17, 16, 21, 21, 20], "hlc": [921732, 2]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [27, 27, 21, 27, 26, 26, 22, 19, 21, 21], "hlc": [921731, 6]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 2, "vc": [21, 20, 23, 20, 23, 17, 14, 22, 20, 18], "hlc": [921733, 0]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [26, 29, 20, 23, 26, 17, 19, 17, 27, 22], "hlc": [921730, 10]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [29, 20, 15, 22, 17, 16, 16, 8, 21, 13], "hlc": [921732, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [28, 31, 20, 23, 30, 17, 19, 18, 27, 20], "hlc": [921731, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [28, 23, 20, 22, 32, 17, 16, 21, 21, 20], "hlc": [921732, 3]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [27, 20, 17, 22, 19, 22, 23, 14, 21, 13], "hlc": [921731, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [29, 32, 20, 23, 30, 17, 19, 18, 27, 20], "hlc": [921732, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [28, 31, 24, 23, 30, 17, 19, 20, 27, 20], "hlc": [921732, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [28, 23, 23, 22, 32, 17, 16, 23, 21, 20], "hlc": [921733, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [28, 23, 23, 22, 32, 22, 23, 24, 21, 20], "hlc": [921733, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 5, "vc": [30, 20, 15, 22, 17, 16, 16, 8, 21, 13], "hlc": [921733, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [29, 33, 20, 23, 30, 17, 19, 18, 27, 20], "hlc": [921732, 2]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [27, 26, 20, 28, 26, 22, 22, 17, 21, 21], "hlc": [921731, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [28, 23, 20, 22, 33, 17, 16, 21, 21, 20], "hlc": [921732, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [27, 20, 17, 22, 19, 22, 24, 14, 21, 13], "hlc": [921731, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [28, 23, 23, 22, 32, 22, 23, 25, 21, 20], "hlc": [921733, 3]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 1, "vc": [26, 20, 15, 22, 21, 17, 19, 14, 28, 16], "hlc": [921730, 6]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [29, 34, 20, 23, 30, 22, 24, 18, 27, 20], "hlc": [921732, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [29, 35, 23, 23, 32, 22, 24, 25, 27, 20], "hlc": [921733, 4]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 8, "vc": [29, 36, 23, 23, 32, 22, 24, 25, 28, 20], "hlc": [921733, 5]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [29, 33, 20, 29, 30, 22, 22, 18, 27, 21], "hlc": [921732, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [30, 27, 21, 27, 26, 27, 22, 19, 21, 21], "hlc": [921733, 1]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [30, 27, 21, 27, 33, 28, 22, 21, 21, 21], "hlc": [921733, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [27, 26, 20, 28, 26, 22, 25, 17, 21, 21], "hlc": [921731, 7]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [29, 37, 23, 23, 32, 22, 24, 25, 28, 20], "hlc": [921733, 6]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [28, 31, 25, 23, 30, 17, 19, 20, 27, 20], "hlc": [921732, 4]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [29, 33, 20, 30, 30, 22, 22, 18, 27, 21], "hlc": [921732, 4]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [30, 27, 21, 27, 33, 29, 22, 21, 21, 21], "hlc": [921733, 3]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [26, 20, 15, 22, 21, 17, 19, 14, 29, 16], "hlc": [921730, 7]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 2, "vc": [31, 31, 25, 23, 30, 17, 19, 20, 27, 20], "hlc": [921734, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [29, 38, 23, 30, 32, 22, 24, 25, 28, 21], "hlc": [921733, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [29, 37, 23, 31, 32, 22, 24, 25, 28, 21], "hlc": [921733, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [29, 37, 23, 32, 32, 22, 24, 25, 29, 21], "hlc": [921733, 8]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [30, 29, 21, 27, 33, 29, 22, 21, 27, 23], "hlc": [921733, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [32, 31, 25, 23, 30, 17, 19, 20, 27, 20], "hlc": [921734, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 4, "vc": [29, 39, 23, 30, 32, 22, 24, 25, 28, 21], "hlc": [921733, 8]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [28, 31, 26, 23, 30, 17, 19, 20, 27, 20], "hlc": [921732, 5]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [27, 26, 20, 28, 26, 22, 26, 17, 21, 21], "hlc": [921731, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [28, 23, 23, 22, 32, 22, 23, 26, 21, 20], "hlc": [921734, 0]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 1, "vc": [26, 20, 15, 22, 21, 17, 19, 14, 30, 16], "hlc": [921730, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [30, 29, 21, 27, 33, 29, 22, 21, 27, 24], "hlc": [921733, 5]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [29, 40, 26, 30, 32, 22, 24, 25, 28, 21], "hlc": [921733, 9]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 8, "vc": [29, 41, 26, 30, 32, 22, 24, 25, 30, 21], "hlc": [921733, 10]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 1, "vc": [29, 39, 23, 30, 34, 22, 24, 25, 28, 21], "hlc": [921733, 9]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [29, 39, 23, 30, 35, 22, 24, 26, 28, 21], "hlc": [921734, 1]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [30, 29, 21, 28, 33, 29, 27, 21, 27, 24], "hlc": [921733, 6]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [32, 31, 25, 27, 33, 29, 22, 21, 27, 25], "hlc": [921734, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [32, 31, 25, 28, 33, 29, 26, 21, 27, 26], "hlc": [921734, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [33, 31, 25, 23, 30, 17, 19, 20, 27, 20], "hlc": [921734, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [29, 42, 26, 30, 32, 22, 24, 25, 30, 21], "hlc": [921733, 11]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [29, 39, 23, 30, 36, 22, 24, 26, 28, 21], "hlc": [921734, 2]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [30, 29, 21, 28, 33, 29, 28, 21, 27, 24], "hlc": [921733, 7]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [32, 31, 25, 28, 33, 29, 26, 21, 27, 27], "hlc": [921734, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [34, 39, 25, 30, 36, 22, 24, 26, 28, 21], "hlc": [921735, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [32, 31, 27, 28, 33, 29, 26, 21, 27, 27], "hlc": [921734, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [30, 42, 26, 30, 33, 29, 29, 25, 30, 24], "hlc": [921733, 12]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [30, 29, 23, 28, 33, 29, 28, 27, 27, 24], "hlc": [921735, 0]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [33, 31, 25, 28, 33, 29, 26, 21, 27, 28], "hlc": [921734, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [35, 39, 25, 30, 36, 22, 24, 26, 28, 21], "hlc": [921735, 1]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [32, 31, 28, 28, 33, 29, 26, 21, 27, 27], "hlc": [921734, 6]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [30, 27, 21, 27, 33, 30, 22, 21, 21, 21], "hlc": [921733, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [30, 42, 26, 30, 33, 29, 30, 25, 30, 24], "hlc": [921733, 13]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [26, 20, 15, 22, 21, 17, 19, 14, 31, 16], "hlc": [921730, 9]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 1, "vc": [33, 31, 25, 28, 33, 29, 26, 21, 27, 29], "hlc": [921734, 6]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 9, "vc": [33, 43, 26, 30, 33, 29, 26, 25, 30, 29], "hlc": [921734, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [32, 31, 29, 28, 33, 29, 26, 21, 31, 27], "hlc": [921734, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [35, 39, 25, 33, 36, 22, 24, 26, 29, 21], "hlc": [921735, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [35, 39, 25, 34, 36, 30, 24, 26, 29, 21], "hlc": [921735, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 6, "vc": [35, 42, 26, 35, 36, 30, 30, 26, 30, 24], "hlc": [921735, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [32, 42, 28, 30, 33, 29, 31, 25, 30, 27], "hlc": [921734, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [36, 39, 25, 30, 36, 22, 24, 26, 28, 21], "hlc": [921735, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [33, 44, 26, 30, 33, 29, 26, 25, 30, 29], "hlc": [921734, 8]}
