INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 39500, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 3.5, actual clock drifts: [-0.48313919518143633, -3.118698743003673, 2.820022420439673, 0.6018766187339608, 1.3632902781589111, 2.3712916049753687, -1.1797308063677479, -1.8421866366211952, -2.933293312555869, 1.508420287669197]
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 2, "vc": [3, 5, 8, 13, 6, 2, 14, 5, 3, 4], "hlc": [921543, 0]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [7, 8, 16, 7, 16, 3, 13, 5, 1, 8], "hlc": [921543, 6]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [13, 17, 12, 12, 11, 10, 22, 8, 5, 15], "hlc": [921543, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 0, "vc": [7, 8, 19, 10, 11, 9, 15, 5, 9, 8], "hlc": [921544, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 8, "vc": [14, 14, 19, 10, 11, 9, 15, 8, 9, 8], "hlc": [921544, 5]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [12, 18, 24, 10, 13, 9, 17, 13, 7, 8], "hlc": [921545, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 3, "vc": [12, 18, 25, 13, 13, 9, 17, 13, 7, 8], "hlc": [921545, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 6, "vc": [13, 17, 12, 14, 11, 10, 22, 8, 5, 15], "hlc": [921543, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 4, "vc": [7, 8, 19, 10, 16, 9, 15, 5, 10, 8], "hlc": [921544, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 2, "vc": [12, 16, 23, 12, 13, 9, 17, 13, 7, 16], "hlc": [921545, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [15, 14, 19, 10, 11, 9, 15, 8, 9, 8], "hlc": [921544, 6]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 7, "vc": [12, 18, 26, 13, 13, 9, 17, 13, 7, 8], "hlc": [921545, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [7, 8, 16, 7, 17, 3, 13, 5, 1, 8], "hlc": [921544, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [9, 12, 16, 10, 15, 13, 16, 7, 5, 13], "hlc": [921545, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [13, 17, 12, 12, 11, 10, 23, 8, 5, 15], "hlc": [921543, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [12, 15, 15, 9, 13, 4, 13, 14, 5, 8], "hlc": [921543, 6]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [12, 16, 23, 12, 13, 9, 17, 13, 7, 17], "hlc": [921545, 3]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [16, 15, 19, 10, 13, 9, 15, 14, 9, 8], "hlc": [921544, 7]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [12, 16, 23, 12, 18, 9, 17, 13, 7, 17], "hlc": [921545, 4]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 2, "vc": [12, 18, 26, 13, 13, 9, 17, 15, 7, 8], "hlc": [921545, 5]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [13, 18, 26, 13, 13, 10, 23, 16, 7, 15], "hlc": [921545, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [15, 14, 19, 10, 16, 9, 15, 8, 11, 8], "hlc": [921544, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 4, "vc": [15, 14, 19, 10, 17, 9, 15, 8, 12, 8], "hlc": [921544, 8]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [15, 14, 19, 10, 17, 13, 16, 8, 13, 13], "hlc": [921545, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [17, 15, 19, 10, 13, 9, 15, 14, 9, 8], "hlc": [921544, 8]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [12, 16, 23, 12, 19, 9, 17, 13, 7, 17], "hlc": [921545, 5]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 0, "vc": [9, 12, 16, 10, 15, 14, 16, 7, 5, 13], "hlc": [921545, 1]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [13, 17, 12, 12, 11, 10, 24, 8, 5, 15], "hlc": [921543, 7]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [13, 18, 26, 13, 13, 10, 23, 17, 7, 15], "hlc": [921545, 7]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [15, 14, 19, 10, 17, 13, 16, 8, 14, 13], "hlc": [921545, 2]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [12, 16, 23, 12, 13, 9, 17, 13, 7, 18], "hlc": [921545, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 5, "vc": [18, 15, 19, 10, 15, 14, 16, 14, 9, 13], "hlc": [921545, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [12, 16, 23, 12, 20, 9, 17, 13, 7, 18], "hlc": [921545, 6]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [13, 18, 26, 13, 15, 15, 23, 17, 7, 15], "hlc": [921546, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [17, 17, 19, 12, 13, 10, 25, 14, 9, 15], "hlc": [921544, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [13, 18, 26, 13, 19, 10, 23, 18, 7, 17], "hlc": [921545, 8]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [13, 17, 23, 12, 13, 10, 24, 13, 7, 19], "hlc": [921545, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [15, 17, 23, 12, 17, 13, 24, 13, 14, 20], "hlc": [921545, 6]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [2, 19, 5, 9, 2, 4, 10, 8, 5, 4], "hlc": [921541, 15]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [12, 18, 27, 13, 13, 9, 17, 13, 7, 8], "hlc": [921546, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 8, "vc": [13, 17, 12, 15, 11, 10, 22, 8, 5, 15], "hlc": [921544, 0]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [12, 16, 23, 12, 21, 9, 17, 13, 7, 18], "hlc": [921545, 7]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 1, "vc": [15, 14, 19, 10, 17, 13, 16, 8, 15, 13], "hlc": [921545, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 8, "vc": [15, 20, 19, 10, 17, 13, 16, 8, 15, 13], "hlc": [921545, 4]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [13, 18, 26, 13, 21, 16, 23, 17, 7, 18], "hlc": [921546, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [13, 19, 26, 13, 19, 10, 23, 19, 7, 17], "hlc": [921545, 9]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 2, "vc": [15, 18, 27, 13, 17, 13, 17, 13, 16, 13], "hlc": [921546, 1]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 3, "vc": [15, 18, 27, 15, 17, 13, 22, 13, 17, 15], "hlc": [921546, 2]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 5, "vc": [19, 15, 19, 10, 15, 14, 16, 14, 9, 13], "hlc": [921545, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 8, "vc": [13, 17, 12, 16, 11, 10, 22, 8, 5, 15], "hlc": [921545, 0]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [12, 16, 23, 12, 22, 9, 17, 13, 7, 18], "hlc": [921545, 8]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [17, 17, 19, 12, 13, 10, 26, 14, 9, 15], "hlc": [921544, 10]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [13, 19, 26, 13, 19, 10, 23, 20, 7, 17], "hlc": [921545, 10]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 4, "vc": [15, 18, 27, 15, 17, 13, 22, 13, 18, 15], "hlc": [921546, 3]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [17, 18, 28, 13, 13, 10, 26, 14, 9, 15], "hlc": [921547, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [13, 19, 26, 13, 23, 10, 23, 20, 7, 18], "hlc": [921546, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 8, "vc": [15, 19, 27, 15, 24, 13, 23, 20, 18, 18], "hlc": [921546, 4]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [19, 18, 26, 13, 21, 17, 23, 17, 9, 18], "hlc": [921547, 0]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [13, 19, 26, 13, 22, 10, 23, 21, 7, 18], "hlc": [921545, 11]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 3, "vc": [15, 18, 27, 16, 17, 13, 22, 13, 19, 15], "hlc": [921546, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [20, 15, 19, 10, 15, 14, 16, 14, 9, 13], "hlc": [921545, 4]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [15, 21, 19, 10, 17, 13, 16, 8, 15, 13], "hlc": [921545, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 4, "vc": [17, 18, 29, 13, 13, 10, 26, 14, 9, 15], "hlc": [921547, 1]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [13, 17, 12, 17, 11, 10, 22, 8, 5, 15], "hlc": [921545, 1]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 2, "vc": [13, 19, 26, 13, 22, 10, 23, 22, 7, 18], "hlc": [921545, 12]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [15, 17, 23, 12, 17, 13, 24, 13, 14, 21], "hlc": [921546, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 7, "vc": [17, 19, 30, 13, 22, 10, 26, 22, 9, 18], "hlc": [921548, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 2, "vc": [17, 19, 29, 15, 25, 13, 26, 20, 18, 18], "hlc": [921547, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [17, 17, 19, 17, 13, 10, 27, 14, 9, 15], "hlc": [921545, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [17, 17, 23, 17, 17, 13, 28, 14, 14, 21], "hlc": [921546, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [15, 21, 26, 13, 22, 13, 23, 23, 15, 18], "hlc": [921545, 13]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [20, 17, 23, 12, 17, 14, 24, 14, 14, 22], "hlc": [921547, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [17, 19, 31, 13, 22, 10, 26, 22, 9, 18], "hlc": [921548, 1]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 4, "vc": [17, 17, 23, 17, 17, 13, 29, 14, 14, 21], "hlc": [921546, 2]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 9, "vc": [15, 21, 26, 13, 22, 13, 23, 24, 15, 18], "hlc": [921545, 14]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [15, 18, 27, 16, 17, 13, 22, 13, 20, 15], "hlc": [921546, 5]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [20, 17, 23, 12, 17, 14, 24, 14, 14, 23], "hlc": [921547, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [17, 22, 31, 13, 22, 13, 26, 22, 15, 18], "hlc": [921548, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 6, "vc": [17, 19, 29, 17, 26, 13, 29, 20, 18, 21], "hlc": [921547, 3]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [20, 17, 23, 17, 17, 14, 30, 14, 14, 23], "hlc": [921547, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 7, "vc": [20, 21, 26, 13, 22, 14, 24, 24, 15, 24], "hlc": [921547, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [20, 21, 27, 16, 22, 14, 24, 24, 20, 25], "hlc": [921547, 3]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [17, 19, 32, 13, 22, 10, 26, 22, 9, 18], "hlc": [921548, 2]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [13, 17, 12, 18, 11, 10, 22, 8, 5, 15], "hlc": [921546, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [19, 18, 26, 13, 21, 18, 23, 17, 9, 18], "hlc": [921548, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [20, 17, 23, 17, 17, 14, 31, 14, 14, 23], "hlc": [921547, 3]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [15, 18, 27, 16, 17, 13, 22, 13, 21, 15], "hlc": [921546, 6]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [20, 21, 27, 16, 22, 14, 24, 24, 20, 26], "hlc": [921547, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 2, "vc": [21, 19, 32, 13, 22, 14, 26, 22, 9, 18], "hlc": [921548, 3]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [20, 21, 33, 16, 22, 14, 26, 24, 20, 26], "hlc": [921549, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [19, 18, 26, 18, 21, 19, 23, 17, 9, 18], "hlc": [921548, 1]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [19, 18, 27, 18, 21, 20, 23, 17, 21, 18], "hlc": [921548, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [20, 18, 26, 17, 21, 18, 32, 17, 14, 23], "hlc": [921548, 1]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [20, 21, 27, 17, 22, 14, 31, 24, 20, 27], "hlc": [921548, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [17, 23, 31, 13, 22, 13, 26, 22, 15, 18], "hlc": [921548, 3]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [17, 19, 29, 17, 27, 13, 29, 20, 18, 21], "hlc": [921547, 4]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [19, 18, 27, 18, 21, 21, 23, 17, 21, 18], "hlc": [921548, 3]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [20, 18, 26, 17, 21, 18, 33, 17, 14, 23], "hlc": [921548, 2]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [20, 21, 27, 17, 22, 14, 31, 24, 20, 28], "hlc": [921548, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [20, 24, 31, 17, 22, 18, 33, 22, 15, 23], "hlc": [921548, 4]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [20, 21, 27, 19, 22, 14, 31, 24, 20, 28], "hlc": [921548, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [20, 23, 31, 17, 22, 18, 34, 22, 15, 23], "hlc": [921548, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [20, 23, 31, 17, 27, 18, 35, 22, 18, 23], "hlc": [921548, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [19, 18, 27, 18, 21, 21, 23, 17, 22, 18], "hlc": [921548, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 2, "vc": [22, 19, 32, 13, 22, 14, 26, 22, 9, 18], "hlc": [921548, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [17, 19, 29, 17, 28, 13, 29, 20, 18, 21], "hlc": [921548, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [19, 18, 27, 18, 21, 22, 23, 17, 21, 18], "hlc": [921549, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [20, 23, 31, 17, 27, 18, 36, 22, 18, 23], "hlc": [921548, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [15, 21, 26, 13, 22, 13, 23, 25, 15, 18], "hlc": [921545, 15]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [19, 18, 27, 18, 21, 21, 23, 17, 23, 18], "hlc": [921548, 5]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [20, 25, 31, 17, 28, 18, 33, 22, 18, 23], "hlc": [921548, 5]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 0, "vc": [22, 21, 34, 16, 22, 14, 26, 24, 20, 26], "hlc": [921550, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [19, 21, 27, 18, 22, 23, 23, 25, 21, 18], "hlc": [921549, 1]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [19, 21, 27, 18, 22, 24, 23, 25, 23, 18], "hlc": [921549, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [20, 23, 31, 18, 27, 22, 37, 22, 21, 23], "hlc": [921549, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [20, 23, 31, 17, 27, 18, 36, 26, 18, 23], "hlc": [921548, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 2, "vc": [23, 19, 32, 13, 22, 14, 26, 22, 9, 18], "hlc": [921548, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 3, "vc": [22, 21, 35, 16, 22, 14, 26, 24, 20, 26], "hlc": [921550, 1]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [20, 21, 27, 20, 22, 14, 31, 24, 20, 28], "hlc": [921548, 3]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [17, 19, 29, 17, 29, 13, 29, 20, 18, 21], "hlc": [921548, 1]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [19, 18, 27, 18, 21, 21, 23, 17, 24, 18], "hlc": [921548, 6]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 1, "vc": [20, 21, 27, 17, 22, 14, 31, 24, 20, 29], "hlc": [921549, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 9, "vc": [20, 26, 31, 17, 28, 18, 33, 24, 20, 29], "hlc": [921549, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 0, "vc": [23, 21, 36, 16, 22, 14, 26, 24, 20, 26], "hlc": [921550, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [22, 21, 35, 21, 22, 14, 31, 24, 20, 28], "hlc": [921550, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [20, 23, 31, 18, 29, 22, 38, 22, 21, 23], "hlc": [921549, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [20, 23, 31, 20, 27, 18, 36, 27, 20, 28], "hlc": [921548, 8]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [20, 23, 31, 20, 27, 21, 36, 28, 24, 28], "hlc": [921548, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [24, 19, 32, 13, 22, 14, 26, 22, 9, 18], "hlc": [921548, 6]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [20, 27, 31, 17, 28, 18, 33, 24, 20, 29], "hlc": [921549, 2]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [22, 21, 35, 22, 22, 14, 31, 24, 20, 28], "hlc": [921550, 3]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [17, 19, 29, 17, 30, 13, 29, 20, 18, 21], "hlc": [921549, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [19, 21, 27, 18, 22, 25, 23, 25, 23, 18], "hlc": [921550, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [20, 23, 31, 18, 29, 22, 39, 22, 21, 23], "hlc": [921549, 3]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 2, "vc": [20, 23, 31, 20, 27, 21, 36, 29, 24, 28], "hlc": [921548, 10]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [20, 21, 27, 17, 22, 14, 31, 24, 20, 30], "hlc": [921549, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [22, 28, 35, 22, 28, 18, 33, 24, 20, 29], "hlc": [921550, 4]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 7, "vc": [23, 23, 37, 20, 27, 21, 36, 29, 24, 28], "hlc": [921551, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [20, 23, 31, 18, 29, 26, 39, 25, 23, 23], "hlc": [921550, 1]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [20, 27, 31, 18, 29, 22, 40, 24, 21, 29], "hlc": [921549, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [20, 27, 31, 18, 29, 22, 41, 24, 21, 30], "hlc": [921549, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [24, 19, 32, 18, 22, 21, 26, 22, 25, 18], "hlc": [921548, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [20, 21, 29, 17, 30, 14, 31, 24, 20, 31], "hlc": [921550, 0]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [20, 21, 29, 18, 30, 25, 31, 25, 23, 32], "hlc": [921550, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [25, 19, 32, 13, 22, 14, 26, 22, 9, 18], "hlc": [921548, 7]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 5, "vc": [22, 29, 35, 22, 28, 18, 33, 24, 20, 29], "hlc": [921550, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [23, 23, 38, 20, 27, 21, 36, 29, 24, 28], "hlc": [921551, 1]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [22, 21, 35, 23, 22, 14, 31, 24, 20, 28], "hlc": [921550, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [17, 19, 29, 17, 31, 13, 29, 20, 18, 21], "hlc": [921549, 1]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [20, 23, 31, 18, 29, 27, 39, 25, 23, 23], "hlc": [921550, 2]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 6, "vc": [20, 23, 31, 20, 27, 21, 36, 30, 24, 28], "hlc": [921548, 11]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [20, 21, 29, 18, 30, 25, 31, 25, 23, 33], "hlc": [921550, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [23, 30, 38, 22, 28, 21, 36, 29, 24, 29], "hlc": [921551, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [22, 23, 35, 24, 29, 27, 39, 25, 23, 28], "hlc": [921550, 5]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [20, 21, 29, 18, 32, 25, 31, 25, 23, 33], "hlc": [921550, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 1, "vc": [22, 29, 35, 22, 29, 28, 39, 25, 23, 29], "hlc": [921551, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [25, 27, 32, 18, 29, 22, 42, 24, 21, 30], "hlc": [921549, 6]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 7, "vc": [25, 27, 32, 20, 29, 22, 43, 30, 24, 30], "hlc": [921549, 7]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [22, 23, 35, 23, 27, 21, 36, 31, 24, 28], "hlc": [921550, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [20, 21, 29, 18, 31, 25, 31, 25, 23, 34], "hlc": [921550, 3]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 7, "vc": [20, 21, 29, 18, 33, 25, 31, 25, 23, 33], "hlc": [921550, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [22, 23, 35, 23, 27, 21, 36, 32, 24, 28], "hlc": [921550, 6]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 0, "vc": [20, 21, 29, 18, 31, 25, 31, 25, 23, 35], "hlc": [921550, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 9, "vc": [26, 21, 32, 18, 31, 25, 31, 25, 23, 35], "hlc": [921550, 5]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [22, 23, 35, 23, 34, 25, 36, 32, 24, 33], "hlc": [921550, 7]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 4, "vc": [22, 23, 35, 23, 33, 25, 36, 33, 24, 33], "hlc": [921550, 7]}
