INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 61200, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 9.5, actual clock drifts: [-9.061456184631695, -8.250519697238822, 6.209818130348776, -7.706574627823113, -4.908525910235845, -6.964102570915957, 4.801723083903672, -5.247978374054487, -5.511605078921284, 0.463981880650584]
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [11, 15, 10, 8, 6, 4, 15, 9, 9, 4], "hlc": [921744, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [14, 15, 10, 13, 8, 6, 16, 9, 19, 12], "hlc": [921744, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [15, 10, 10, 8, 6, 4, 9, 8, 13, 8], "hlc": [921742, 8]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [11, 14, 11, 9, 8, 14, 9, 12, 15, 8], "hlc": [921742, 11]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [14, 15, 10, 13, 8, 6, 17, 9, 19, 12], "hlc": [921744, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [11, 14, 14, 9, 15, 14, 14, 12, 15, 10], "hlc": [921745, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [14, 15, 11, 13, 8, 15, 17, 12, 19, 12], "hlc": [921744, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [15, 10, 13, 9, 10, 6, 11, 13, 16, 18], "hlc": [921744, 4]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [6, 4, 16, 9, 10, 6, 11, 13, 16, 17], "hlc": [921746, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [14, 15, 11, 13, 8, 16, 17, 12, 19, 12], "hlc": [921744, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [14, 15, 10, 13, 8, 6, 18, 9, 19, 12], "hlc": [921744, 3]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 3, "vc": [11, 12, 10, 9, 8, 6, 11, 17, 16, 15], "hlc": [921742, 10]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [14, 10, 10, 13, 8, 6, 12, 9, 20, 12], "hlc": [921742, 11]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 2, "vc": [16, 10, 16, 9, 10, 6, 11, 13, 16, 17], "hlc": [921746, 1]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [17, 15, 16, 13, 10, 6, 18, 13, 19, 17], "hlc": [921746, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 7, "vc": [11, 14, 11, 17, 12, 13, 13, 17, 16, 15], "hlc": [921742, 12]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [14, 15, 10, 13, 8, 6, 19, 9, 20, 12], "hlc": [921745, 0]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [14, 15, 11, 13, 8, 16, 17, 12, 21, 12], "hlc": [921744, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [18, 15, 16, 13, 10, 6, 18, 13, 19, 17], "hlc": [921746, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [11, 14, 11, 18, 12, 13, 13, 17, 16, 15], "hlc": [921742, 13]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [11, 14, 14, 9, 16, 14, 14, 12, 15, 10], "hlc": [921745, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [14, 15, 10, 13, 8, 6, 20, 9, 20, 12], "hlc": [921745, 1]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 9, "vc": [11, 12, 10, 9, 8, 6, 11, 18, 16, 15], "hlc": [921742, 11]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [14, 15, 11, 13, 8, 16, 17, 12, 22, 12], "hlc": [921744, 6]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [14, 15, 17, 13, 10, 16, 17, 13, 22, 17], "hlc": [921747, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 3, "vc": [11, 14, 14, 18, 17, 14, 14, 17, 16, 15], "hlc": [921745, 5]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [14, 15, 14, 13, 16, 17, 17, 12, 19, 12], "hlc": [921745, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [18, 15, 16, 13, 10, 6, 21, 13, 20, 17], "hlc": [921746, 4]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [14, 15, 10, 13, 8, 6, 20, 19, 20, 15], "hlc": [921745, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 7, "vc": [15, 12, 13, 9, 10, 6, 11, 18, 16, 19], "hlc": [921744, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [14, 15, 18, 13, 10, 16, 17, 13, 22, 17], "hlc": [921747, 1]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [11, 14, 11, 19, 12, 13, 13, 17, 16, 15], "hlc": [921742, 14]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [11, 14, 14, 18, 18, 14, 14, 17, 16, 15], "hlc": [921745, 6]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [18, 15, 16, 13, 10, 6, 22, 13, 20, 17], "hlc": [921746, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [14, 15, 11, 13, 8, 16, 17, 12, 23, 12], "hlc": [921744, 7]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [14, 17, 18, 13, 10, 16, 17, 16, 22, 17], "hlc": [921747, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 6, "vc": [18, 15, 16, 20, 12, 13, 22, 17, 20, 17], "hlc": [921746, 6]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 3, "vc": [11, 14, 14, 19, 19, 14, 14, 17, 16, 15], "hlc": [921745, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 4, "vc": [14, 15, 14, 18, 18, 16, 17, 17, 24, 15], "hlc": [921745, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [15, 15, 13, 13, 10, 16, 17, 18, 23, 20], "hlc": [921744, 8]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [19, 15, 16, 13, 10, 6, 18, 13, 19, 17], "hlc": [921746, 4]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [14, 18, 18, 13, 10, 16, 17, 16, 22, 17], "hlc": [921747, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [18, 15, 16, 21, 12, 13, 22, 17, 20, 17], "hlc": [921746, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [11, 14, 14, 19, 20, 14, 14, 17, 16, 15], "hlc": [921745, 8]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 0, "vc": [14, 15, 14, 13, 16, 18, 17, 12, 19, 12], "hlc": [921745, 6]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [14, 15, 14, 18, 18, 16, 17, 17, 25, 15], "hlc": [921745, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 5, "vc": [15, 15, 13, 13, 10, 16, 17, 18, 23, 21], "hlc": [921744, 9]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 5, "vc": [20, 15, 16, 13, 16, 18, 18, 13, 19, 17], "hlc": [921746, 5]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [14, 18, 19, 13, 10, 16, 17, 16, 22, 17], "hlc": [921748, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [18, 15, 16, 21, 16, 19, 22, 17, 20, 17], "hlc": [921746, 8]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 9, "vc": [18, 15, 16, 21, 16, 20, 22, 18, 23, 21], "hlc": [921746, 9]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [18, 15, 16, 19, 20, 14, 23, 17, 20, 17], "hlc": [921746, 6]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [18, 15, 16, 19, 20, 16, 24, 17, 25, 17], "hlc": [921746, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [19, 15, 16, 13, 10, 16, 18, 18, 23, 22], "hlc": [921746, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [21, 15, 16, 13, 16, 18, 18, 13, 19, 17], "hlc": [921746, 6]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 5, "vc": [14, 19, 18, 13, 10, 16, 17, 16, 22, 17], "hlc": [921747, 4]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [14, 18, 20, 13, 10, 16, 17, 16, 22, 17], "hlc": [921748, 1]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [18, 15, 16, 22, 12, 13, 22, 17, 20, 17], "hlc": [921746, 8]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [18, 15, 16, 21, 16, 21, 22, 18, 23, 21], "hlc": [921746, 10]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [18, 15, 16, 19, 20, 16, 25, 17, 25, 17], "hlc": [921746, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 3, "vc": [14, 15, 10, 13, 8, 6, 20, 20, 20, 15], "hlc": [921745, 3]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [14, 15, 14, 18, 18, 16, 17, 17, 26, 15], "hlc": [921745, 9]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [14, 20, 20, 13, 10, 16, 17, 16, 22, 17], "hlc": [921748, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [18, 21, 20, 22, 12, 16, 22, 17, 22, 17], "hlc": [921748, 3]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [14, 18, 21, 18, 18, 16, 17, 17, 26, 17], "hlc": [921748, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 7, "vc": [18, 15, 16, 23, 12, 13, 22, 20, 20, 17], "hlc": [921746, 9]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [21, 15, 16, 19, 21, 18, 18, 17, 19, 17], "hlc": [921746, 7]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 1, "vc": [18, 19, 18, 21, 16, 22, 22, 18, 23, 21], "hlc": [921747, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [18, 15, 16, 21, 20, 21, 26, 18, 25, 21], "hlc": [921747, 0]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [18, 15, 16, 19, 20, 16, 25, 21, 25, 17], "hlc": [921746, 9]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [18, 22, 20, 22, 12, 16, 22, 17, 22, 17], "hlc": [921748, 4]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [14, 18, 22, 18, 18, 16, 17, 17, 26, 17], "hlc": [921748, 3]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [18, 15, 16, 21, 20, 21, 27, 18, 25, 21], "hlc": [921747, 1]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 9, "vc": [18, 15, 16, 19, 20, 16, 25, 22, 25, 17], "hlc": [921746, 10]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [22, 15, 16, 21, 20, 21, 27, 18, 25, 21], "hlc": [921747, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [18, 22, 20, 22, 20, 21, 28, 18, 25, 21], "hlc": [921748, 5]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [18, 22, 22, 22, 20, 21, 29, 18, 26, 21], "hlc": [921748, 6]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 7, "vc": [19, 15, 16, 19, 20, 16, 25, 22, 25, 23], "hlc": [921746, 11]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [18, 23, 20, 22, 12, 16, 22, 17, 22, 17], "hlc": [921748, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [14, 18, 23, 18, 18, 16, 17, 17, 26, 17], "hlc": [921749, 0]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [21, 15, 16, 19, 22, 18, 18, 17, 19, 17], "hlc": [921746, 8]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 1, "vc": [18, 19, 18, 21, 16, 23, 22, 18, 23, 21], "hlc": [921747, 6]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [18, 22, 22, 22, 20, 21, 30, 18, 26, 21], "hlc": [921748, 7]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [18, 24, 20, 22, 16, 23, 22, 18, 23, 21], "hlc": [921748, 6]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [18, 19, 23, 21, 18, 24, 22, 18, 26, 21], "hlc": [921749, 1]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [21, 19, 23, 21, 22, 25, 22, 18, 26, 21], "hlc": [921749, 2]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [21, 22, 23, 22, 22, 26, 30, 18, 26, 21], "hlc": [921749, 3]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [18, 23, 22, 22, 20, 21, 31, 18, 26, 21], "hlc": [921748, 8]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 6, "vc": [23, 15, 16, 21, 20, 21, 27, 18, 25, 21], "hlc": [921747, 3]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [18, 25, 20, 22, 16, 23, 22, 18, 23, 21], "hlc": [921748, 7]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [14, 18, 24, 18, 18, 16, 17, 17, 26, 17], "hlc": [921749, 1]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [21, 15, 16, 19, 23, 18, 18, 17, 19, 17], "hlc": [921746, 9]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [18, 23, 22, 22, 20, 21, 32, 18, 26, 21], "hlc": [921748, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [18, 15, 16, 19, 20, 16, 25, 23, 25, 17], "hlc": [921746, 11]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [18, 26, 20, 22, 20, 23, 25, 23, 25, 21], "hlc": [921748, 8]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [18, 23, 25, 22, 20, 21, 32, 18, 26, 21], "hlc": [921750, 0]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [21, 15, 16, 24, 23, 18, 22, 20, 20, 17], "hlc": [921746, 10]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 0, "vc": [23, 23, 22, 22, 20, 21, 33, 18, 26, 21], "hlc": [921748, 10]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [23, 23, 24, 22, 20, 21, 34, 18, 26, 21], "hlc": [921749, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [19, 25, 20, 22, 20, 23, 25, 22, 25, 24], "hlc": [921748, 8]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [18, 27, 20, 22, 20, 23, 25, 23, 25, 21], "hlc": [921748, 9]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [18, 23, 26, 22, 20, 21, 32, 18, 26, 21], "hlc": [921750, 1]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [21, 15, 16, 19, 24, 18, 18, 17, 19, 17], "hlc": [921746, 10]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [23, 23, 24, 22, 20, 21, 35, 18, 26, 21], "hlc": [921749, 3]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [14, 15, 14, 18, 18, 16, 17, 17, 27, 15], "hlc": [921745, 10]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 0, "vc": [19, 25, 20, 22, 20, 23, 25, 22, 25, 25], "hlc": [921748, 9]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 2, "vc": [24, 23, 26, 22, 20, 21, 32, 18, 26, 21], "hlc": [921750, 2]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 9, "vc": [25, 25, 26, 22, 20, 23, 32, 22, 26, 25], "hlc": [921750, 3]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [23, 23, 27, 22, 20, 21, 35, 18, 26, 21], "hlc": [921750, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [18, 27, 20, 22, 20, 23, 25, 24, 25, 21], "hlc": [921748, 10]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [21, 25, 20, 22, 24, 23, 25, 22, 25, 26], "hlc": [921748, 10]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [21, 25, 20, 22, 24, 23, 25, 22, 27, 27], "hlc": [921748, 11]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [26, 25, 26, 22, 20, 23, 32, 22, 26, 25], "hlc": [921750, 4]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [18, 28, 20, 22, 20, 23, 25, 23, 25, 21], "hlc": [921748, 10]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [21, 15, 16, 19, 25, 18, 18, 17, 19, 17], "hlc": [921746, 11]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [18, 27, 20, 22, 20, 23, 25, 25, 25, 21], "hlc": [921748, 11]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [21, 27, 20, 22, 26, 23, 25, 25, 25, 21], "hlc": [921748, 12]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [18, 28, 20, 22, 20, 23, 25, 26, 25, 21], "hlc": [921748, 12]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [26, 25, 26, 22, 24, 23, 32, 22, 27, 28], "hlc": [921750, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [26, 25, 26, 22, 25, 23, 32, 22, 27, 29], "hlc": [921750, 6]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 5, "vc": [27, 25, 26, 22, 20, 23, 32, 22, 26, 25], "hlc": [921750, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [23, 23, 28, 22, 20, 21, 35, 18, 26, 21], "hlc": [921751, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [21, 15, 16, 25, 23, 18, 22, 20, 20, 17], "hlc": [921746, 11]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 5, "vc": [21, 27, 20, 22, 27, 23, 25, 25, 25, 21], "hlc": [921748, 13]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [18, 28, 20, 22, 20, 23, 25, 27, 25, 21], "hlc": [921748, 13]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 4, "vc": [14, 15, 14, 18, 18, 16, 17, 17, 28, 15], "hlc": [921745, 11]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [26, 25, 26, 22, 25, 23, 32, 22, 27, 30], "hlc": [921750, 7]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [21, 28, 20, 22, 28, 23, 25, 27, 25, 21], "hlc": [921748, 14]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 8, "vc": [21, 28, 20, 22, 29, 23, 25, 27, 28, 21], "hlc": [921748, 15]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [27, 25, 26, 22, 22, 27, 32, 22, 26, 25], "hlc": [921750, 6]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [27, 25, 26, 25, 23, 28, 32, 22, 26, 25], "hlc": [921750, 7]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 4, "vc": [27, 27, 26, 25, 27, 29, 32, 25, 26, 25], "hlc": [921750, 8]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [26, 25, 26, 22, 25, 23, 36, 22, 27, 30], "hlc": [921750, 8]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 2, "vc": [23, 23, 28, 22, 20, 21, 35, 18, 29, 21], "hlc": [921751, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [28, 25, 26, 22, 20, 23, 32, 22, 26, 25], "hlc": [921750, 6]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [21, 15, 16, 26, 23, 18, 22, 20, 20, 17], "hlc": [921746, 12]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [18, 28, 20, 22, 20, 23, 25, 28, 25, 21], "hlc": [921748, 14]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 4, "vc": [23, 23, 28, 22, 20, 21, 35, 18, 30, 21], "hlc": [921751, 2]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 1, "vc": [26, 25, 26, 22, 25, 23, 32, 22, 27, 31], "hlc": [921750, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 9, "vc": [26, 29, 26, 22, 25, 23, 32, 23, 27, 31], "hlc": [921750, 9]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 8, "vc": [23, 28, 28, 22, 30, 23, 35, 27, 30, 21], "hlc": [921751, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [27, 28, 26, 25, 27, 30, 32, 28, 26, 25], "hlc": [921750, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [28, 28, 26, 22, 20, 23, 32, 29, 26, 25], "hlc": [921750, 7]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [28, 28, 26, 26, 23, 23, 32, 30, 26, 25], "hlc": [921750, 8]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [26, 30, 26, 22, 25, 23, 32, 23, 27, 31], "hlc": [921750, 10]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 9, "vc": [23, 23, 29, 22, 20, 21, 35, 18, 26, 21], "hlc": [921752, 0]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [23, 28, 28, 22, 31, 23, 35, 27, 30, 21], "hlc": [921751, 4]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [27, 28, 26, 25, 27, 31, 32, 28, 26, 25], "hlc": [921750, 10]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [26, 25, 26, 22, 25, 23, 37, 22, 27, 30], "hlc": [921750, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 6, "vc": [28, 28, 26, 26, 23, 23, 32, 31, 26, 25], "hlc": [921750, 9]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 0, "vc": [23, 23, 28, 22, 20, 21, 35, 18, 31, 21], "hlc": [921751, 3]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [26, 25, 26, 22, 25, 23, 32, 22, 27, 32], "hlc": [921750, 9]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [29, 28, 28, 22, 31, 23, 35, 27, 30, 25], "hlc": [921751, 5]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 8, "vc": [30, 28, 28, 22, 31, 23, 35, 27, 31, 25], "hlc": [921751, 6]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [26, 30, 30, 22, 25, 23, 35, 23, 27, 31], "hlc": [921752, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [26, 30, 31, 22, 25, 23, 35, 23, 27, 32], "hlc": [921752, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 7, "vc": [28, 28, 26, 26, 25, 23, 38, 31, 27, 30], "hlc": [921751, 0]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [28, 28, 26, 26, 27, 31, 32, 32, 26, 25], "hlc": [921750, 11]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [26, 25, 28, 22, 25, 23, 37, 22, 32, 30], "hlc": [921751, 4]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 2, "vc": [26, 25, 29, 22, 25, 23, 35, 22, 27, 33], "hlc": [921752, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 2, "vc": [31, 28, 28, 22, 31, 23, 35, 27, 31, 25], "hlc": [921751, 7]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [26, 31, 26, 22, 25, 23, 32, 23, 27, 31], "hlc": [921750, 11]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [26, 30, 32, 22, 25, 23, 35, 23, 27, 32], "hlc": [921752, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [21, 15, 16, 27, 23, 18, 22, 20, 20, 17], "hlc": [921746, 13]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [23, 28, 28, 22, 32, 23, 35, 27, 30, 21], "hlc": [921751, 5]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 6, "vc": [27, 28, 26, 25, 27, 32, 32, 28, 26, 25], "hlc": [921750, 11]}
