INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 41600, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 7.5, actual clock drifts: [-6.37760886140426, -4.677891036411449, 4.818395778005279, -1.867668897931563, -3.3327177088484916, -1.4985504667082843, 5.7418570015691, 0.8382237255644771, -6.3029917511800715, -2.816306075945107]
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [8, 12, 13, 7, 9, 6, 10, 9, 5, 8], "hlc": [921712, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [8, 12, 14, 7, 9, 8, 10, 9, 7, 8], "hlc": [921712, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [8, 12, 15, 7, 9, 8, 10, 9, 7, 9], "hlc": [921712, 3]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [5, 9, 8, 8, 2, 10, 5, 6, 8, 4], "hlc": [921710, 11]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [8, 14, 5, 7, 9, 5, 5, 9, 3, 10], "hlc": [921710, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [15, 13, 5, 5, 7, 3, 6, 13, 3, 1], "hlc": [921711, 6]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [8, 17, 12, 7, 11, 6, 9, 9, 5, 8], "hlc": [921711, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [5, 11, 5, 5, 12, 6, 9, 9, 3, 4], "hlc": [921711, 6]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [5, 11, 0, 5, 2, 6, 11, 6, 3, 4], "hlc": [921713, 0]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 0, "vc": [5, 9, 8, 8, 2, 10, 5, 6, 9, 4], "hlc": [921710, 12]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 1, "vc": [8, 14, 5, 7, 9, 5, 5, 9, 3, 11], "hlc": [921710, 10]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 8, "vc": [16, 13, 8, 8, 7, 10, 6, 13, 9, 4], "hlc": [921711, 7]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [8, 18, 12, 7, 12, 6, 9, 9, 5, 8], "hlc": [921711, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 9, "vc": [8, 19, 12, 7, 12, 6, 9, 9, 5, 11], "hlc": [921711, 9]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [15, 13, 5, 5, 13, 6, 9, 13, 3, 4], "hlc": [921711, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [8, 17, 12, 8, 11, 10, 9, 9, 10, 8], "hlc": [921711, 8]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [8, 14, 5, 7, 9, 6, 11, 9, 3, 12], "hlc": [921713, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [17, 13, 8, 8, 7, 10, 6, 13, 9, 4], "hlc": [921711, 8]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 4, "vc": [8, 20, 12, 7, 12, 6, 9, 9, 5, 11], "hlc": [921711, 10]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [8, 12, 16, 7, 9, 8, 10, 9, 7, 9], "hlc": [921712, 4]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 2, "vc": [5, 9, 8, 8, 2, 11, 5, 6, 5, 4], "hlc": [921710, 11]}
