INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 43500, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 4.5, actual clock drifts: [-1.29904390380503, 0.9190771041927137, -0.4156935713926009, 2.7384752367699132, 0.41554211166360666, -3.8009197764417526, 0.42114031204280344, 1.0601677857580754, -2.8411008116777747, 2.464957760788095]
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [18, 0, 6, 13, 9, 6, 9, 6, 8, 9], "hlc": [921556, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [12, 0, 2, 10, 5, 9, 1, 8, 7, 2], "hlc": [921556, 0]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [4, 0, 4, 0, 7, 1, 2, 2, 0, 11], "hlc": [921557, 0]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [20, 0, 6, 13, 9, 9, 4, 8, 8, 9], "hlc": [921556, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [8, 7, 4, 16, 10, 6, 2, 5, 10, 9], "hlc": [921557, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [18, 8, 6, 16, 10, 6, 9, 6, 10, 9], "hlc": [921557, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [8, 3, 4, 17, 12, 6, 2, 5, 10, 9], "hlc": [921558, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [19, 0, 6, 14, 13, 6, 4, 5, 8, 9], "hlc": [921556, 8]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [18, 0, 6, 13, 9, 6, 10, 6, 8, 11], "hlc": [921557, 1]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 2, "vc": [12, 4, 9, 13, 5, 9, 1, 9, 7, 5], "hlc": [921556, 8]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [12, 6, 8, 13, 10, 10, 2, 5, 13, 9], "hlc": [921556, 8]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [14, 0, 4, 10, 7, 13, 7, 6, 8, 12], "hlc": [921557, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [21, 0, 6, 13, 9, 9, 4, 8, 8, 9], "hlc": [921556, 9]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [18, 9, 6, 16, 10, 6, 9, 6, 10, 9], "hlc": [921557, 4]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 7, "vc": [8, 4, 10, 13, 5, 6, 1, 5, 6, 5], "hlc": [921556, 8]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [8, 3, 4, 18, 12, 6, 2, 5, 10, 9], "hlc": [921558, 1]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 1, "vc": [14, 0, 4, 10, 7, 14, 7, 6, 8, 10], "hlc": [921556, 4]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [12, 6, 8, 13, 10, 10, 2, 5, 14, 9], "hlc": [921556, 9]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [14, 0, 4, 10, 7, 13, 7, 6, 8, 13], "hlc": [921557, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 3, "vc": [18, 10, 6, 18, 12, 6, 9, 6, 10, 9], "hlc": [921558, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [18, 11, 6, 18, 12, 14, 9, 6, 10, 10], "hlc": [921558, 3]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [18, 6, 8, 13, 10, 10, 11, 6, 14, 11], "hlc": [921557, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [18, 6, 8, 13, 10, 13, 12, 6, 14, 13], "hlc": [921557, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 2, "vc": [12, 4, 10, 13, 5, 9, 1, 10, 7, 5], "hlc": [921557, 0]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [21, 6, 8, 13, 10, 10, 4, 8, 15, 9], "hlc": [921556, 10]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [18, 9, 6, 16, 10, 13, 9, 6, 10, 14], "hlc": [921558, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 2, "vc": [22, 0, 6, 13, 9, 9, 4, 8, 8, 9], "hlc": [921556, 10]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [18, 12, 6, 18, 12, 14, 9, 6, 10, 10], "hlc": [921558, 4]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [8, 4, 11, 13, 5, 6, 1, 5, 6, 5], "hlc": [921556, 9]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 9, "vc": [8, 3, 4, 19, 12, 6, 2, 5, 10, 9], "hlc": [921558, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [19, 0, 6, 14, 14, 6, 4, 5, 8, 9], "hlc": [921556, 9]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [14, 0, 4, 10, 7, 15, 7, 6, 8, 10], "hlc": [921556, 5]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [18, 6, 8, 13, 10, 13, 13, 6, 14, 13], "hlc": [921557, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 8, "vc": [12, 4, 10, 13, 5, 9, 1, 11, 7, 5], "hlc": [921557, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [19, 13, 6, 18, 14, 14, 9, 6, 10, 10], "hlc": [921558, 5]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 0, "vc": [22, 4, 12, 13, 9, 9, 4, 8, 8, 9], "hlc": [921556, 11]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [19, 0, 6, 14, 15, 15, 7, 6, 8, 10], "hlc": [921556, 10]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [18, 6, 11, 13, 10, 13, 14, 6, 14, 13], "hlc": [921557, 5]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [18, 12, 10, 18, 12, 14, 9, 12, 10, 10], "hlc": [921558, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 7, "vc": [21, 6, 10, 13, 10, 10, 4, 11, 16, 9], "hlc": [921557, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 3, "vc": [18, 9, 6, 19, 12, 13, 9, 6, 10, 15], "hlc": [921558, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [18, 9, 8, 19, 12, 13, 13, 6, 14, 16], "hlc": [921558, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [23, 0, 6, 13, 9, 9, 4, 8, 8, 9], "hlc": [921556, 11]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [19, 14, 6, 18, 14, 14, 9, 6, 10, 10], "hlc": [921558, 6]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [8, 3, 4, 20, 12, 6, 2, 5, 10, 9], "hlc": [921559, 0]}
