INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 40900, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 7.5, actual clock drifts: [-4.537673824106242, 3.529892533007592, -6.420719151964864, 0.15559342794316944, 6.940146832585171, 1.2097760378212374, -4.504086106868126, -7.334627318156334, -5.9385845191610365, -4.231313300824112]
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 1, "vc": [9, 9, 4, 13, 5, 7, 8, 6, 11, 12], "hlc": [921711, 10]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [7, 15, 13, 9, 14, 7, 14, 7, 11, 9], "hlc": [921714, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 9, "vc": [9, 16, 13, 13, 14, 7, 14, 7, 11, 12], "hlc": [921714, 4]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [5, 14, 12, 15, 14, 7, 5, 7, 8, 7], "hlc": [921714, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [7, 14, 16, 16, 14, 7, 10, 9, 11, 7], "hlc": [921714, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 5, "vc": [7, 12, 13, 9, 10, 13, 15, 6, 13, 9], "hlc": [921713, 8]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [8, 12, 13, 14, 13, 13, 16, 7, 20, 9], "hlc": [921713, 10]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 7, "vc": [8, 12, 12, 14, 13, 11, 6, 10, 21, 7], "hlc": [921713, 10]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [11, 10, 10, 8, 13, 5, 5, 7, 17, 4], "hlc": [921713, 8]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [9, 17, 13, 13, 14, 7, 14, 7, 11, 12], "hlc": [921714, 5]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [7, 7, 17, 10, 7, 7, 10, 9, 11, 7], "hlc": [921712, 10]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 9, "vc": [7, 14, 16, 17, 14, 7, 10, 9, 11, 7], "hlc": [921714, 5]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [8, 12, 13, 14, 13, 13, 17, 7, 20, 9], "hlc": [921713, 11]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [8, 12, 12, 14, 13, 11, 6, 10, 22, 7], "hlc": [921713, 11]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [9, 9, 4, 13, 5, 7, 8, 6, 11, 13], "hlc": [921711, 11]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [9, 18, 13, 14, 14, 13, 17, 7, 20, 12], "hlc": [921714, 6]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [8, 12, 18, 14, 13, 11, 10, 10, 22, 7], "hlc": [921713, 12]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [9, 12, 19, 14, 13, 11, 10, 10, 22, 13], "hlc": [921713, 13]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [9, 17, 16, 18, 14, 7, 14, 9, 11, 12], "hlc": [921714, 6]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [7, 12, 17, 10, 10, 14, 13, 9, 13, 9], "hlc": [921713, 8]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [11, 10, 10, 13, 13, 7, 8, 7, 17, 14], "hlc": [921713, 9]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 3, "vc": [11, 14, 16, 17, 14, 7, 10, 9, 17, 15], "hlc": [921714, 6]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [9, 19, 13, 14, 14, 13, 17, 7, 20, 12], "hlc": [921714, 7]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [9, 12, 20, 14, 13, 11, 10, 10, 22, 13], "hlc": [921713, 14]}
