INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 48300, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 2.5, actual clock drifts: [1.4760390548873974, -1.4678991170659645, -1.344117002502447, -0.05486286985758593, 2.447899180652379, 2.498927778112341, -1.2929762802271965, 1.3533827220230576, 0.03667206557709424, 1.4477243663396049]
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [18, 7, 6, 6, 15, 6, 9, 10, 7, 5], "hlc": [921532, 0]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 7, "vc": [13, 16, 15, 12, 13, 15, 18, 11, 10, 15], "hlc": [921532, 3]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [13, 16, 13, 12, 13, 17, 18, 11, 10, 15], "hlc": [921533, 1]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [14, 7, 6, 6, 9, 6, 9, 15, 7, 5], "hlc": [921532, 0]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [17, 17, 7, 6, 15, 8, 14, 12, 15, 17], "hlc": [921531, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [17, 17, 16, 12, 15, 15, 18, 12, 15, 17], "hlc": [921532, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [18, 7, 6, 6, 19, 6, 9, 10, 7, 5], "hlc": [921533, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [18, 16, 13, 12, 20, 17, 18, 11, 10, 15], "hlc": [921533, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [18, 16, 13, 12, 21, 17, 18, 15, 10, 15], "hlc": [921533, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 2, "vc": [14, 16, 15, 12, 13, 15, 18, 16, 10, 15], "hlc": [921532, 4]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [15, 7, 6, 15, 17, 6, 14, 14, 7, 14], "hlc": [921532, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [18, 16, 13, 12, 22, 17, 18, 15, 10, 15], "hlc": [921533, 4]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [13, 15, 7, 6, 9, 8, 19, 6, 10, 11], "hlc": [921530, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [14, 16, 15, 12, 13, 15, 18, 17, 10, 15], "hlc": [921532, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [17, 17, 7, 6, 15, 8, 14, 12, 16, 17], "hlc": [921531, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 5, "vc": [17, 7, 6, 6, 15, 6, 14, 10, 7, 18], "hlc": [921532, 0]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [19, 16, 15, 12, 15, 15, 18, 17, 10, 15], "hlc": [921533, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [17, 17, 17, 12, 15, 15, 18, 12, 16, 17], "hlc": [921532, 5]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 9, "vc": [17, 16, 13, 12, 15, 18, 18, 11, 10, 18], "hlc": [921534, 0]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [15, 16, 15, 15, 17, 15, 18, 18, 10, 15], "hlc": [921533, 0]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [18, 16, 13, 12, 22, 17, 18, 15, 10, 19], "hlc": [921533, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [18, 16, 13, 12, 22, 17, 19, 15, 10, 20], "hlc": [921533, 6]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 5, "vc": [15, 19, 7, 6, 18, 8, 12, 10, 10, 8], "hlc": [921532, 4]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [17, 17, 18, 12, 15, 15, 18, 12, 16, 17], "hlc": [921532, 6]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [18, 16, 13, 12, 23, 17, 18, 15, 10, 15], "hlc": [921534, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [17, 16, 13, 12, 15, 19, 18, 11, 10, 18], "hlc": [921534, 1]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [13, 15, 7, 6, 9, 8, 20, 6, 10, 11], "hlc": [921530, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 2, "vc": [15, 16, 15, 15, 17, 15, 18, 19, 10, 15], "hlc": [921533, 1]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [17, 17, 7, 6, 15, 8, 14, 12, 17, 17], "hlc": [921531, 9]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 7, "vc": [17, 17, 19, 15, 17, 15, 18, 19, 16, 17], "hlc": [921533, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [18, 16, 13, 16, 23, 17, 18, 15, 10, 15], "hlc": [921534, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [18, 16, 13, 17, 23, 19, 18, 15, 10, 18], "hlc": [921534, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [18, 17, 13, 18, 23, 19, 18, 15, 17, 18], "hlc": [921534, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 1, "vc": [17, 19, 13, 12, 18, 20, 18, 11, 10, 18], "hlc": [921534, 2]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [17, 19, 18, 12, 18, 21, 18, 12, 16, 18], "hlc": [921534, 3]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [17, 17, 7, 6, 15, 8, 20, 12, 18, 17], "hlc": [921532, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 5, "vc": [20, 16, 15, 12, 15, 15, 18, 17, 10, 15], "hlc": [921533, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 5, "vc": [15, 20, 7, 6, 18, 8, 12, 10, 10, 8], "hlc": [921532, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [18, 16, 13, 12, 24, 17, 18, 15, 10, 15], "hlc": [921534, 1]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [17, 19, 18, 12, 18, 22, 18, 12, 16, 18], "hlc": [921534, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 9, "vc": [15, 16, 15, 15, 17, 15, 18, 20, 10, 15], "hlc": [921533, 2]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [17, 17, 7, 6, 15, 8, 20, 12, 19, 17], "hlc": [921532, 1]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 2, "vc": [18, 16, 13, 12, 22, 17, 19, 15, 10, 21], "hlc": [921533, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [18, 17, 20, 15, 22, 17, 19, 19, 16, 21], "hlc": [921533, 8]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [18, 17, 13, 19, 23, 19, 20, 15, 19, 18], "hlc": [921534, 4]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [20, 19, 18, 12, 18, 23, 18, 17, 16, 18], "hlc": [921535, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 1, "vc": [20, 20, 18, 12, 18, 24, 18, 17, 16, 18], "hlc": [921535, 1]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [18, 16, 13, 12, 24, 17, 21, 15, 10, 15], "hlc": [921534, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [17, 19, 18, 15, 18, 22, 18, 21, 16, 18], "hlc": [921534, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 7, "vc": [18, 16, 15, 15, 22, 17, 19, 20, 10, 22], "hlc": [921534, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 5, "vc": [15, 21, 7, 6, 18, 8, 12, 10, 10, 8], "hlc": [921532, 6]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 3, "vc": [18, 17, 21, 15, 22, 17, 19, 19, 16, 21], "hlc": [921533, 9]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 8, "vc": [18, 17, 13, 20, 23, 19, 20, 15, 19, 18], "hlc": [921534, 5]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [20, 20, 18, 12, 18, 25, 18, 17, 16, 18], "hlc": [921535, 2]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [17, 19, 18, 15, 18, 22, 18, 22, 16, 18], "hlc": [921534, 6]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [17, 17, 7, 6, 15, 8, 20, 12, 20, 17], "hlc": [921532, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [18, 17, 21, 21, 23, 19, 20, 19, 19, 21], "hlc": [921534, 6]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [18, 19, 18, 15, 25, 22, 18, 22, 16, 18], "hlc": [921535, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 1, "vc": [20, 21, 18, 12, 18, 26, 18, 17, 16, 18], "hlc": [921535, 3]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 3, "vc": [18, 17, 13, 20, 23, 19, 20, 15, 21, 18], "hlc": [921534, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [20, 20, 18, 20, 23, 25, 20, 17, 22, 18], "hlc": [921535, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [18, 17, 15, 15, 22, 17, 20, 20, 20, 23], "hlc": [921534, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [21, 16, 15, 12, 15, 15, 18, 17, 10, 15], "hlc": [921534, 0]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [15, 22, 7, 6, 18, 8, 12, 10, 10, 8], "hlc": [921532, 7]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 3, "vc": [18, 17, 22, 15, 22, 17, 19, 19, 16, 21], "hlc": [921533, 10]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 8, "vc": [18, 17, 21, 22, 23, 19, 20, 19, 19, 21], "hlc": [921534, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [18, 19, 18, 15, 26, 22, 18, 22, 16, 18], "hlc": [921535, 1]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 1, "vc": [18, 16, 13, 12, 24, 17, 22, 15, 10, 15], "hlc": [921534, 3]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [17, 19, 18, 15, 18, 22, 18, 23, 16, 18], "hlc": [921534, 7]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [20, 20, 18, 20, 23, 25, 20, 17, 23, 18], "hlc": [921535, 4]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [22, 19, 18, 15, 18, 22, 18, 23, 16, 18], "hlc": [921535, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 6, "vc": [18, 23, 13, 12, 24, 17, 22, 15, 10, 15], "hlc": [921534, 4]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 2, "vc": [18, 17, 22, 23, 23, 19, 20, 19, 19, 21], "hlc": [921534, 8]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [18, 19, 22, 24, 26, 22, 20, 22, 19, 21], "hlc": [921535, 2]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [21, 20, 18, 20, 23, 25, 20, 17, 24, 18], "hlc": [921535, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [21, 22, 18, 20, 23, 25, 20, 17, 25, 18], "hlc": [921535, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 3, "vc": [21, 22, 21, 22, 23, 25, 20, 19, 26, 21], "hlc": [921535, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [20, 20, 18, 20, 23, 25, 20, 20, 23, 24], "hlc": [921535, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 4, "vc": [23, 19, 18, 15, 18, 22, 18, 23, 16, 18], "hlc": [921535, 1]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [20, 21, 18, 12, 18, 27, 18, 17, 16, 18], "hlc": [921536, 0]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [18, 16, 13, 12, 24, 17, 23, 15, 10, 15], "hlc": [921534, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [17, 19, 18, 15, 18, 22, 18, 24, 16, 18], "hlc": [921535, 0]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [21, 22, 21, 22, 23, 25, 20, 19, 27, 21], "hlc": [921535, 8]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [20, 21, 22, 25, 26, 27, 20, 22, 19, 21], "hlc": [921536, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 0, "vc": [23, 19, 18, 15, 27, 22, 18, 23, 16, 18], "hlc": [921536, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [23, 19, 18, 15, 28, 22, 18, 24, 16, 18], "hlc": [921536, 1]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [21, 22, 21, 22, 24, 25, 24, 19, 27, 21], "hlc": [921535, 9]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [20, 20, 18, 20, 24, 25, 23, 20, 23, 25], "hlc": [921535, 6]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [24, 19, 18, 15, 18, 22, 18, 23, 16, 18], "hlc": [921535, 2]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [18, 24, 13, 12, 24, 17, 22, 15, 10, 15], "hlc": [921534, 5]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 9, "vc": [20, 21, 22, 26, 26, 27, 20, 22, 19, 21], "hlc": [921536, 2]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [23, 19, 18, 15, 29, 22, 18, 24, 16, 18], "hlc": [921536, 2]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [20, 21, 18, 12, 18, 28, 18, 17, 16, 18], "hlc": [921536, 1]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 3, "vc": [17, 19, 18, 15, 18, 22, 18, 25, 16, 18], "hlc": [921535, 1]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 3, "vc": [21, 22, 21, 22, 23, 25, 20, 19, 28, 21], "hlc": [921535, 9]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 3, "vc": [20, 20, 18, 20, 24, 25, 23, 20, 23, 26], "hlc": [921535, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [24, 21, 22, 27, 26, 27, 20, 23, 19, 21], "hlc": [921536, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [24, 21, 22, 28, 29, 27, 20, 24, 19, 21], "hlc": [921536, 4]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 7, "vc": [24, 21, 22, 29, 29, 27, 20, 25, 19, 21], "hlc": [921536, 5]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [24, 22, 22, 30, 29, 27, 20, 25, 28, 21], "hlc": [921536, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 9, "vc": [24, 22, 22, 31, 29, 27, 23, 25, 28, 26], "hlc": [921536, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [21, 22, 21, 22, 23, 28, 20, 19, 29, 21], "hlc": [921536, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [20, 24, 18, 20, 24, 25, 23, 20, 23, 27], "hlc": [921536, 0]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 3, "vc": [20, 24, 22, 26, 26, 27, 23, 22, 23, 28], "hlc": [921536, 3]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 0, "vc": [18, 25, 13, 12, 24, 17, 22, 15, 10, 15], "hlc": [921534, 6]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 4, "vc": [18, 17, 23, 15, 22, 17, 19, 19, 16, 21], "hlc": [921533, 11]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 1, "vc": [20, 21, 18, 12, 18, 29, 18, 17, 16, 18], "hlc": [921537, 0]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 6, "vc": [21, 22, 21, 22, 23, 28, 20, 19, 30, 21], "hlc": [921536, 3]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 1, "vc": [25, 25, 18, 15, 24, 22, 22, 23, 16, 18], "hlc": [921536, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [20, 26, 18, 12, 24, 29, 22, 17, 16, 18], "hlc": [921537, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 2, "vc": [23, 19, 23, 15, 30, 22, 19, 24, 16, 21], "hlc": [921537, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 8, "vc": [21, 22, 21, 22, 24, 28, 25, 19, 30, 21], "hlc": [921536, 4]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [20, 27, 18, 12, 24, 29, 22, 17, 16, 18], "hlc": [921537, 2]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 6, "vc": [18, 17, 24, 15, 22, 17, 19, 19, 16, 21], "hlc": [921533, 12]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [20, 21, 18, 12, 18, 30, 18, 17, 16, 18], "hlc": [921537, 1]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [21, 22, 21, 22, 24, 28, 26, 19, 30, 21], "hlc": [921536, 5]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 6, "vc": [17, 19, 18, 15, 18, 22, 18, 26, 16, 18], "hlc": [921536, 0]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [23, 21, 23, 15, 31, 30, 19, 24, 16, 21], "hlc": [921538, 0]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [21, 22, 21, 22, 24, 31, 26, 19, 30, 21], "hlc": [921538, 0]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 2, "vc": [21, 22, 24, 22, 24, 28, 27, 19, 30, 21], "hlc": [921536, 6]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 7, "vc": [21, 22, 24, 22, 24, 28, 28, 26, 30, 21], "hlc": [921536, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [20, 27, 22, 26, 26, 29, 23, 22, 23, 29], "hlc": [921537, 3]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 7, "vc": [18, 17, 25, 15, 22, 17, 19, 19, 16, 21], "hlc": [921534, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [24, 22, 22, 32, 29, 27, 23, 25, 28, 26], "hlc": [921536, 8]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [23, 21, 23, 15, 32, 30, 19, 24, 16, 21], "hlc": [921538, 1]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 8, "vc": [21, 22, 24, 22, 24, 28, 29, 26, 30, 21], "hlc": [921536, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 6, "vc": [20, 27, 22, 26, 26, 29, 23, 22, 23, 30], "hlc": [921537, 4]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 3, "vc": [24, 22, 23, 32, 33, 30, 23, 25, 28, 26], "hlc": [921538, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [23, 22, 24, 22, 32, 30, 30, 26, 30, 21], "hlc": [921538, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 9, "vc": [23, 27, 24, 26, 32, 30, 31, 26, 30, 30], "hlc": [921538, 3]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 2, "vc": [18, 19, 25, 15, 22, 22, 19, 27, 16, 21], "hlc": [921537, 0]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 6, "vc": [21, 22, 24, 22, 24, 28, 29, 26, 31, 21], "hlc": [921536, 9]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [20, 28, 18, 12, 24, 29, 22, 17, 16, 18], "hlc": [921537, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [24, 22, 22, 33, 29, 27, 23, 25, 28, 26], "hlc": [921536, 9]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [24, 22, 23, 32, 34, 30, 23, 25, 28, 26], "hlc": [921538, 3]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 2, "vc": [21, 22, 21, 22, 24, 32, 26, 19, 30, 21], "hlc": [921538, 1]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 3, "vc": [23, 27, 24, 26, 32, 30, 32, 26, 30, 30], "hlc": [921538, 4]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [18, 19, 25, 15, 22, 22, 19, 28, 16, 21], "hlc": [921537, 1]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 0, "vc": [20, 27, 22, 26, 26, 29, 23, 22, 23, 31], "hlc": [921537, 5]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [26, 25, 25, 15, 24, 22, 22, 28, 16, 21], "hlc": [921538, 0]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 9, "vc": [27, 27, 25, 26, 26, 29, 23, 28, 23, 31], "hlc": [921538, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 5, "vc": [21, 22, 26, 22, 24, 32, 26, 19, 30, 21], "hlc": [921538, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [24, 22, 23, 34, 34, 30, 23, 25, 28, 26], "hlc": [921538, 4]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 6, "vc": [24, 27, 24, 35, 34, 30, 32, 26, 30, 30], "hlc": [921538, 5]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [24, 22, 22, 33, 29, 33, 26, 25, 30, 26], "hlc": [921539, 0]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [20, 28, 22, 26, 26, 29, 23, 22, 23, 32], "hlc": [921538, 0]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [28, 27, 25, 26, 26, 29, 23, 28, 23, 31], "hlc": [921538, 2]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 1, "vc": [21, 22, 27, 22, 24, 32, 26, 19, 30, 21], "hlc": [921538, 3]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 6, "vc": [24, 22, 23, 32, 35, 30, 23, 25, 28, 26], "hlc": [921539, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [24, 22, 22, 33, 29, 34, 26, 25, 30, 26], "hlc": [921539, 1]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 2, "vc": [18, 19, 25, 15, 22, 22, 19, 29, 16, 21], "hlc": [921538, 0]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 0, "vc": [21, 22, 24, 22, 24, 28, 29, 26, 32, 21], "hlc": [921536, 10]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 8, "vc": [29, 27, 25, 26, 26, 29, 29, 28, 32, 31], "hlc": [921538, 3]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 2, "vc": [21, 29, 27, 22, 24, 32, 26, 19, 30, 21], "hlc": [921538, 4]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 7, "vc": [21, 22, 28, 22, 24, 32, 26, 29, 30, 21], "hlc": [921538, 4]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [24, 27, 24, 36, 34, 34, 32, 26, 30, 30], "hlc": [921539, 2]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [24, 27, 24, 32, 35, 30, 33, 26, 30, 30], "hlc": [921539, 1]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [28, 27, 25, 26, 26, 29, 29, 28, 33, 31], "hlc": [921538, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [30, 27, 25, 26, 26, 29, 29, 28, 32, 31], "hlc": [921538, 4]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 9, "vc": [21, 22, 29, 22, 24, 32, 26, 29, 30, 21], "hlc": [921538, 5]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 7, "vc": [24, 27, 24, 37, 34, 34, 32, 26, 30, 30], "hlc": [921539, 3]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 0, "vc": [24, 22, 23, 32, 36, 30, 23, 25, 28, 26], "hlc": [921539, 1]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [20, 28, 22, 26, 26, 29, 23, 22, 23, 33], "hlc": [921538, 1]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 4, "vc": [31, 27, 25, 32, 36, 30, 29, 28, 32, 31], "hlc": [921539, 2]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [30, 27, 25, 26, 26, 29, 29, 30, 32, 31], "hlc": [921539, 0]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 3, "vc": [30, 27, 25, 37, 34, 34, 32, 31, 32, 31], "hlc": [921539, 4]}
