INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 38900, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 3.5, actual clock drifts: [0.451317948914463, -2.5030623254411446, 3.2688883761473253, 0.6052339151026747, -3.444486011903686, -3.0410168546161036, 1.7194204890545501, 2.3335325413453205, 2.038787694054383, 0.20562597648524283]
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [10, 5, 4, 3, 10, 2, 3, 7, 5, 1], "hlc": [921542, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [5, 9, 10, 4, 14, 4, 8, 5, 8, 6], "hlc": [921541, 12]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [5, 10, 10, 4, 14, 8, 8, 5, 8, 7], "hlc": [921541, 13]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [2, 3, 14, 0, 7, 3, 9, 1, 2, 6], "hlc": [921543, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 9, "vc": [2, 3, 15, 0, 7, 6, 9, 1, 2, 9], "hlc": [921543, 2]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 8, "vc": [2, 3, 12, 6, 7, 4, 7, 1, 9, 6], "hlc": [921542, 3]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 1, "vc": [5, 8, 10, 4, 15, 4, 8, 5, 8, 6], "hlc": [921541, 12]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [9, 5, 10, 1, 10, 4, 7, 1, 10, 6], "hlc": [921542, 1]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 2, "vc": [2, 3, 13, 0, 7, 6, 5, 1, 2, 10], "hlc": [921543, 1]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 2, "vc": [11, 5, 4, 3, 10, 2, 3, 7, 5, 1], "hlc": [921542, 3]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [2, 3, 12, 7, 7, 4, 7, 1, 9, 6], "hlc": [921542, 4]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 1, "vc": [2, 3, 10, 4, 12, 9, 5, 1, 5, 7], "hlc": [921541, 11]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 4, "vc": [2, 3, 10, 0, 7, 0, 10, 1, 2, 6], "hlc": [921542, 0]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 2, "vc": [8, 5, 4, 3, 10, 2, 3, 8, 5, 1], "hlc": [921542, 2]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 7, "vc": [2, 3, 13, 0, 7, 6, 5, 1, 2, 11], "hlc": [921543, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [5, 11, 10, 4, 14, 9, 8, 5, 8, 7], "hlc": [921541, 14]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 0, "vc": [11, 5, 16, 3, 10, 6, 9, 7, 5, 9], "hlc": [921544, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 7, "vc": [11, 5, 17, 3, 10, 6, 9, 8, 5, 9], "hlc": [921544, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 6, "vc": [5, 8, 10, 4, 16, 4, 10, 5, 8, 6], "hlc": [921542, 1]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [2, 3, 12, 7, 7, 4, 11, 1, 9, 6], "hlc": [921542, 5]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 9, "vc": [8, 5, 13, 3, 10, 6, 5, 9, 5, 11], "hlc": [921543, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [12, 5, 4, 3, 10, 2, 3, 7, 5, 1], "hlc": [921542, 4]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [2, 3, 12, 8, 7, 4, 7, 1, 9, 6], "hlc": [921542, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [5, 8, 10, 4, 17, 4, 10, 5, 8, 6], "hlc": [921542, 2]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 9, "vc": [2, 3, 12, 7, 7, 4, 12, 1, 9, 6], "hlc": [921542, 6]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [8, 5, 13, 3, 10, 6, 5, 10, 5, 11], "hlc": [921543, 4]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [12, 12, 10, 4, 14, 9, 8, 7, 8, 7], "hlc": [921542, 5]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [12, 13, 13, 4, 14, 9, 8, 10, 8, 11], "hlc": [921543, 5]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [5, 8, 12, 9, 17, 4, 10, 5, 9, 6], "hlc": [921542, 6]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 3, "vc": [5, 8, 12, 8, 18, 4, 10, 5, 9, 6], "hlc": [921542, 6]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 6, "vc": [2, 3, 13, 7, 7, 6, 12, 1, 9, 12], "hlc": [921543, 3]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 5, "vc": [11, 5, 18, 3, 10, 6, 9, 8, 5, 9], "hlc": [921544, 2]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 4, "vc": [5, 8, 12, 10, 17, 4, 10, 5, 9, 6], "hlc": [921542, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [5, 8, 12, 8, 19, 4, 10, 5, 9, 6], "hlc": [921542, 7]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 3, "vc": [2, 3, 10, 4, 12, 10, 5, 1, 5, 7], "hlc": [921541, 12]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 5, "vc": [2, 3, 12, 7, 7, 4, 13, 1, 9, 6], "hlc": [921543, 0]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [8, 5, 13, 3, 10, 6, 5, 11, 5, 11], "hlc": [921543, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 0, "vc": [9, 5, 10, 1, 10, 4, 7, 1, 11, 6], "hlc": [921543, 0]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [13, 5, 13, 3, 10, 6, 5, 11, 5, 11], "hlc": [921543, 6]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 8, "vc": [14, 5, 13, 3, 10, 6, 7, 11, 11, 11], "hlc": [921543, 7]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 5, "vc": [5, 8, 12, 11, 17, 10, 10, 5, 9, 7], "hlc": [921542, 8]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 3, "vc": [5, 8, 12, 10, 20, 4, 10, 5, 9, 6], "hlc": [921542, 8]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 2, "vc": [11, 5, 18, 4, 12, 11, 9, 8, 5, 9], "hlc": [921544, 3]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 6, "vc": [11, 5, 18, 7, 12, 12, 13, 8, 9, 9], "hlc": [921544, 4]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 4, "vc": [5, 8, 13, 8, 19, 6, 12, 5, 9, 13], "hlc": [921543, 4]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 2, "vc": [15, 5, 13, 3, 10, 6, 7, 11, 11, 11], "hlc": [921543, 8]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 4, "vc": [11, 5, 19, 3, 10, 6, 9, 8, 5, 9], "hlc": [921545, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 1, "vc": [5, 8, 12, 12, 17, 10, 10, 5, 9, 7], "hlc": [921542, 9]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 9, "vc": [5, 8, 12, 10, 21, 4, 10, 5, 9, 6], "hlc": [921542, 9]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [8, 5, 13, 3, 10, 6, 5, 12, 5, 11], "hlc": [921544, 0]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [9, 5, 10, 1, 10, 4, 7, 1, 12, 6], "hlc": [921544, 0]}
