INFO:root:Random workload: num sockets: 10, num iterations: 50, base address: 32400, chance of send: 3 in 5, round delay (s): 0.5, max clock drift (s): 5.5, actual clock drifts: [-4.877925451580871, 5.363436442338402, -4.029235270109824, -1.3411864748572855, -2.14275789177532, -3.7701298154795695, -4.699692344505957, -2.71360002835131, -5.085700452647195, -0.937748729269515]
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 8, "vc": [17, 18, 10, 11, 16, 16, 18, 16, 13, 15], "hlc": [921580, 11]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 4, "vc": [10, 18, 10, 10, 17, 9, 19, 14, 8, 15], "hlc": [921580, 10]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 7, "vc": [10, 18, 11, 11, 17, 9, 20, 18, 8, 15], "hlc": [921580, 11]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [10, 20, 11, 11, 14, 9, 14, 19, 8, 11], "hlc": [921581, 2]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [10, 18, 10, 11, 12, 9, 8, 16, 14, 16], "hlc": [921580, 7]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [14, 18, 10, 10, 12, 9, 8, 9, 8, 17], "hlc": [921580, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [18, 18, 10, 11, 16, 16, 18, 16, 13, 15], "hlc": [921580, 12]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [10, 21, 10, 8, 14, 9, 14, 9, 8, 11], "hlc": [921582, 0]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [10, 12, 8, 2, 18, 4, 8, 14, 4, 9], "hlc": [921578, 11]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [13, 14, 5, 10, 12, 17, 10, 9, 11, 13], "hlc": [921579, 9]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 7, "vc": [10, 18, 11, 11, 17, 9, 21, 18, 8, 15], "hlc": [921580, 12]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 8, "vc": [10, 20, 11, 11, 14, 9, 14, 20, 8, 11], "hlc": [921581, 3]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [10, 18, 10, 11, 12, 9, 8, 16, 15, 16], "hlc": [921580, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 1, "vc": [14, 18, 10, 10, 12, 9, 8, 9, 8, 18], "hlc": [921580, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 0, "vc": [18, 22, 10, 11, 16, 16, 18, 16, 13, 15], "hlc": [921582, 1]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 9, "vc": [18, 23, 10, 11, 16, 16, 18, 16, 13, 18], "hlc": [921582, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [13, 14, 14, 12, 18, 14, 10, 14, 9, 9], "hlc": [921579, 7]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [13, 18, 10, 11, 12, 18, 10, 16, 15, 16], "hlc": [921580, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 6, "vc": [10, 20, 11, 11, 17, 9, 21, 21, 8, 15], "hlc": [921581, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [10, 21, 10, 11, 14, 9, 14, 16, 16, 16], "hlc": [921582, 1]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 5, "vc": [13, 21, 10, 11, 14, 17, 14, 16, 17, 16], "hlc": [921582, 2]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 7, "vc": [13, 21, 11, 11, 14, 17, 14, 20, 18, 16], "hlc": [921582, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [19, 18, 10, 11, 16, 16, 18, 16, 13, 15], "hlc": [921580, 13]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [5, 16, 5, 14, 14, 4, 15, 9, 8, 11], "hlc": [921580, 8]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [13, 18, 10, 11, 12, 19, 10, 16, 15, 16], "hlc": [921580, 10]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 9, "vc": [13, 21, 11, 11, 14, 17, 14, 20, 19, 16], "hlc": [921582, 4]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [10, 18, 11, 14, 17, 9, 22, 18, 8, 15], "hlc": [921580, 13]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [13, 20, 11, 11, 17, 19, 21, 22, 15, 16], "hlc": [921581, 5]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [19, 21, 11, 11, 16, 17, 18, 20, 20, 16], "hlc": [921582, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 8, "vc": [14, 21, 11, 11, 14, 17, 14, 20, 19, 19], "hlc": [921582, 5]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 5, "vc": [20, 18, 10, 11, 16, 16, 18, 16, 13, 15], "hlc": [921580, 14]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 8, "vc": [13, 14, 15, 12, 18, 14, 10, 14, 9, 9], "hlc": [921579, 8]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 0, "vc": [5, 16, 5, 15, 14, 4, 15, 9, 8, 11], "hlc": [921580, 9]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [10, 12, 8, 2, 19, 4, 8, 14, 4, 9], "hlc": [921578, 12]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [10, 18, 11, 14, 17, 9, 23, 18, 8, 15], "hlc": [921580, 14]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 8, "vc": [13, 20, 11, 11, 17, 19, 21, 23, 15, 16], "hlc": [921581, 6]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 3, "vc": [21, 18, 10, 15, 16, 16, 18, 16, 13, 15], "hlc": [921580, 15]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [13, 14, 16, 12, 19, 14, 10, 14, 9, 9], "hlc": [921579, 9]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [13, 18, 17, 14, 19, 14, 23, 18, 9, 15], "hlc": [921580, 15]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 0, "vc": [20, 18, 10, 11, 16, 20, 18, 16, 15, 16], "hlc": [921580, 15]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 2, "vc": [19, 21, 15, 12, 18, 17, 18, 20, 21, 16], "hlc": [921582, 6]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 7, "vc": [19, 21, 15, 12, 18, 19, 21, 23, 22, 16], "hlc": [921582, 7]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [22, 18, 10, 15, 16, 16, 18, 16, 13, 15], "hlc": [921580, 16]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 3, "vc": [18, 24, 10, 11, 16, 16, 18, 16, 13, 18], "hlc": [921583, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 0, "vc": [5, 16, 5, 16, 14, 4, 15, 9, 8, 11], "hlc": [921580, 10]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [10, 12, 8, 2, 20, 4, 8, 14, 4, 9], "hlc": [921578, 13]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [20, 18, 10, 11, 16, 21, 18, 16, 15, 16], "hlc": [921580, 16]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 2, "vc": [10, 18, 11, 14, 17, 9, 24, 18, 8, 15], "hlc": [921580, 15]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 5, "vc": [19, 21, 15, 12, 18, 19, 21, 23, 23, 16], "hlc": [921582, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 7, "vc": [14, 21, 11, 11, 14, 17, 14, 20, 19, 20], "hlc": [921582, 6]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 3, "vc": [23, 18, 10, 16, 16, 16, 18, 16, 13, 15], "hlc": [921580, 17]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 6, "vc": [13, 18, 18, 14, 19, 14, 24, 18, 9, 15], "hlc": [921580, 16]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 1, "vc": [18, 24, 10, 17, 16, 16, 18, 16, 13, 18], "hlc": [921583, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [18, 24, 10, 18, 20, 16, 18, 16, 13, 18], "hlc": [921583, 2]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [20, 18, 10, 11, 21, 21, 18, 16, 15, 16], "hlc": [921580, 17]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 8, "vc": [20, 21, 15, 12, 18, 22, 21, 23, 23, 16], "hlc": [921582, 9]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 9, "vc": [14, 21, 11, 11, 17, 19, 21, 24, 19, 20], "hlc": [921582, 7]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [22, 21, 15, 15, 18, 19, 21, 23, 24, 16], "hlc": [921582, 9]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 8, "vc": [24, 18, 10, 16, 16, 16, 18, 16, 13, 15], "hlc": [921580, 18]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 9, "vc": [18, 25, 10, 11, 16, 16, 18, 16, 13, 18], "hlc": [921584, 0]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [18, 24, 10, 19, 20, 16, 18, 16, 13, 18], "hlc": [921583, 3]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [20, 21, 15, 12, 18, 23, 21, 23, 23, 16], "hlc": [921582, 10]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 4, "vc": [10, 18, 11, 14, 17, 9, 25, 18, 8, 15], "hlc": [921580, 16]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [14, 21, 11, 11, 17, 19, 21, 25, 19, 20], "hlc": [921582, 8]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 1, "vc": [14, 21, 11, 11, 14, 17, 14, 20, 19, 21], "hlc": [921582, 7]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [25, 21, 11, 16, 17, 19, 21, 25, 19, 20], "hlc": [921582, 9]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 9, "vc": [18, 26, 11, 11, 16, 17, 18, 20, 19, 21], "hlc": [921584, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 6, "vc": [20, 18, 11, 14, 22, 21, 25, 18, 15, 16], "hlc": [921580, 18]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [20, 24, 15, 19, 20, 24, 21, 23, 23, 18], "hlc": [921583, 4]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [20, 21, 15, 12, 18, 23, 21, 26, 23, 20], "hlc": [921582, 11]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 0, "vc": [24, 21, 15, 16, 18, 19, 21, 23, 25, 16], "hlc": [921582, 10]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 1, "vc": [18, 25, 11, 11, 16, 17, 18, 20, 19, 22], "hlc": [921584, 1]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 8, "vc": [18, 27, 11, 11, 16, 17, 18, 20, 19, 21], "hlc": [921584, 2]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 7, "vc": [13, 18, 19, 14, 19, 14, 24, 18, 9, 15], "hlc": [921580, 17]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [20, 18, 11, 14, 23, 21, 25, 18, 15, 16], "hlc": [921580, 19]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [20, 21, 15, 12, 18, 23, 21, 27, 23, 20], "hlc": [921582, 12]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [24, 21, 15, 16, 18, 19, 21, 23, 26, 16], "hlc": [921582, 11]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 1, "vc": [18, 25, 11, 11, 16, 17, 18, 20, 19, 23], "hlc": [921584, 2]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [20, 28, 15, 12, 18, 23, 21, 27, 23, 21], "hlc": [921585, 0]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 9, "vc": [20, 29, 15, 12, 18, 23, 21, 27, 23, 23], "hlc": [921585, 1]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [24, 21, 20, 16, 19, 19, 24, 23, 26, 16], "hlc": [921582, 12]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [20, 24, 11, 20, 23, 21, 25, 18, 15, 18], "hlc": [921583, 4]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 2, "vc": [20, 21, 19, 14, 19, 23, 24, 28, 23, 20], "hlc": [921582, 13]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 1, "vc": [24, 27, 15, 16, 18, 19, 21, 23, 27, 21], "hlc": [921584, 3]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 3, "vc": [26, 21, 11, 16, 17, 19, 21, 25, 19, 20], "hlc": [921582, 10]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [20, 30, 15, 12, 18, 23, 21, 27, 23, 23], "hlc": [921585, 2]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 6, "vc": [20, 24, 11, 21, 23, 21, 25, 18, 15, 18], "hlc": [921583, 5]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [20, 18, 11, 14, 24, 21, 25, 18, 15, 16], "hlc": [921580, 20]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 7, "vc": [24, 27, 15, 16, 18, 19, 21, 23, 28, 21], "hlc": [921584, 4]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [24, 30, 21, 16, 19, 23, 24, 27, 26, 23], "hlc": [921585, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 0, "vc": [26, 24, 11, 22, 23, 21, 25, 25, 19, 20], "hlc": [921583, 6]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [26, 24, 11, 23, 24, 21, 25, 25, 19, 20], "hlc": [921583, 7]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 3, "vc": [20, 24, 11, 21, 23, 21, 26, 18, 15, 18], "hlc": [921583, 6]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 8, "vc": [24, 27, 19, 16, 19, 23, 24, 29, 28, 21], "hlc": [921584, 5]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [20, 31, 15, 12, 18, 23, 21, 27, 23, 23], "hlc": [921585, 3]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 8, "vc": [20, 18, 11, 14, 25, 21, 25, 18, 15, 16], "hlc": [921580, 21]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 1, "vc": [24, 27, 19, 16, 19, 23, 24, 30, 28, 21], "hlc": [921584, 6]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 7, "vc": [24, 32, 19, 16, 19, 23, 24, 30, 28, 23], "hlc": [921586, 0]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [24, 31, 19, 16, 19, 23, 24, 31, 28, 23], "hlc": [921585, 4]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 4, "vc": [24, 27, 15, 16, 25, 21, 25, 23, 29, 21], "hlc": [921584, 5]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 7, "vc": [24, 33, 19, 16, 19, 23, 24, 30, 28, 23], "hlc": [921586, 1]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 9, "vc": [24, 30, 22, 16, 19, 23, 24, 27, 26, 23], "hlc": [921585, 4]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 1, "vc": [20, 18, 11, 14, 26, 21, 25, 18, 15, 16], "hlc": [921580, 22]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [20, 24, 15, 19, 20, 25, 21, 23, 23, 18], "hlc": [921583, 5]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 0, "vc": [20, 24, 11, 21, 23, 21, 27, 18, 15, 18], "hlc": [921583, 7]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 2, "vc": [24, 27, 15, 16, 25, 21, 25, 23, 30, 21], "hlc": [921584, 6]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 4, "vc": [18, 25, 11, 11, 16, 17, 18, 20, 19, 24], "hlc": [921584, 3]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 6, "vc": [27, 24, 11, 21, 23, 21, 27, 25, 19, 20], "hlc": [921583, 8]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 4, "vc": [24, 34, 19, 16, 26, 23, 25, 30, 28, 23], "hlc": [921586, 2]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 8, "vc": [24, 30, 23, 16, 25, 23, 25, 27, 30, 23], "hlc": [921585, 5]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 9, "vc": [20, 25, 11, 14, 27, 21, 25, 20, 19, 24], "hlc": [921584, 4]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 1, "vc": [24, 33, 19, 16, 19, 23, 24, 32, 28, 23], "hlc": [921586, 2]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 2, "vc": [24, 30, 22, 16, 19, 23, 24, 27, 26, 25], "hlc": [921585, 5]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [24, 30, 22, 19, 20, 25, 24, 27, 26, 26], "hlc": [921585, 6]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 9, "vc": [28, 24, 11, 21, 23, 21, 27, 25, 19, 20], "hlc": [921583, 9]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [24, 30, 24, 16, 25, 23, 25, 27, 30, 23], "hlc": [921585, 6]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [26, 24, 11, 24, 24, 21, 25, 25, 19, 20], "hlc": [921583, 8]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 2, "vc": [20, 25, 11, 14, 28, 21, 25, 20, 19, 24], "hlc": [921584, 5]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 7, "vc": [20, 24, 15, 19, 20, 26, 21, 23, 23, 18], "hlc": [921583, 6]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 5, "vc": [24, 30, 22, 19, 20, 25, 24, 27, 26, 27], "hlc": [921585, 7]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 2, "vc": [29, 30, 24, 21, 25, 23, 27, 27, 30, 23], "hlc": [921585, 7]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 4, "vc": [24, 30, 25, 16, 28, 23, 25, 27, 30, 24], "hlc": [921585, 7]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 3, "vc": [26, 24, 15, 24, 24, 27, 25, 25, 23, 20], "hlc": [921583, 9]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 9, "vc": [26, 30, 22, 24, 24, 28, 25, 27, 26, 27], "hlc": [921585, 8]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 5, "vc": [24, 33, 19, 19, 20, 26, 24, 33, 28, 23], "hlc": [921586, 3]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 0, "vc": [28, 30, 22, 21, 23, 25, 27, 27, 26, 28], "hlc": [921585, 8]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 6, "vc": [24, 35, 19, 16, 26, 23, 25, 30, 28, 23], "hlc": [921587, 0]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 1, "vc": [26, 30, 22, 24, 24, 29, 25, 27, 26, 27], "hlc": [921585, 9]}
INFO:<Node 6>:{"send": true, "recv": false, "from": 6, "to": 4, "vc": [20, 24, 11, 21, 23, 21, 28, 18, 15, 18], "hlc": [921583, 8]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 0, "vc": [24, 33, 19, 19, 20, 26, 24, 34, 28, 23], "hlc": [921586, 4]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [28, 30, 22, 21, 23, 25, 27, 27, 26, 29], "hlc": [921585, 9]}
INFO:<Node 0>:{"send": false, "recv": true, "to": 0, "from": 7, "vc": [30, 33, 24, 21, 25, 26, 27, 34, 30, 23], "hlc": [921586, 5]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 5, "vc": [26, 36, 22, 24, 26, 29, 25, 30, 28, 27], "hlc": [921587, 1]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 6, "vc": [20, 25, 11, 21, 29, 21, 28, 20, 19, 24], "hlc": [921584, 6]}
INFO:<Node 6>:{"send": false, "recv": true, "to": 6, "from": 1, "vc": [24, 35, 19, 21, 26, 23, 29, 30, 28, 23], "hlc": [921587, 1]}
INFO:<Node 8>:{"send": false, "recv": true, "to": 8, "from": 9, "vc": [28, 30, 22, 21, 25, 25, 27, 27, 31, 29], "hlc": [921585, 10]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 7, "vc": [31, 33, 24, 21, 25, 26, 27, 34, 30, 23], "hlc": [921586, 6]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 2, "vc": [26, 37, 22, 24, 26, 29, 25, 30, 28, 27], "hlc": [921587, 2]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 4, "vc": [24, 30, 26, 16, 28, 23, 25, 27, 30, 24], "hlc": [921585, 8]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [20, 25, 11, 21, 30, 21, 28, 20, 19, 24], "hlc": [921584, 7]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 4, "vc": [26, 30, 22, 24, 24, 30, 25, 27, 26, 27], "hlc": [921585, 10]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 5, "vc": [24, 33, 19, 19, 20, 26, 24, 35, 28, 23], "hlc": [921586, 5]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 1, "vc": [28, 30, 22, 21, 25, 25, 27, 27, 32, 29], "hlc": [921585, 11]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 8, "vc": [28, 38, 22, 24, 26, 29, 27, 30, 32, 29], "hlc": [921588, 0]}
INFO:<Node 2>:{"send": false, "recv": true, "to": 2, "from": 1, "vc": [26, 37, 27, 24, 28, 29, 25, 30, 30, 27], "hlc": [921587, 3]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [26, 25, 11, 25, 30, 21, 28, 25, 19, 24], "hlc": [921584, 8]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 2, "vc": [24, 30, 26, 21, 31, 23, 28, 27, 30, 24], "hlc": [921585, 9]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 5, "vc": [26, 30, 26, 24, 32, 30, 28, 27, 30, 27], "hlc": [921585, 11]}
INFO:<Node 5>:{"send": false, "recv": true, "to": 5, "from": 7, "vc": [26, 33, 22, 24, 24, 31, 25, 35, 28, 27], "hlc": [921586, 6]}
INFO:<Node 7>:{"send": false, "recv": true, "to": 7, "from": 0, "vc": [31, 33, 24, 21, 25, 26, 27, 36, 30, 23], "hlc": [921586, 7]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [26, 30, 26, 24, 33, 30, 28, 27, 30, 27], "hlc": [921585, 12]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 9, "vc": [26, 33, 22, 24, 24, 32, 25, 35, 28, 27], "hlc": [921586, 7]}
INFO:<Node 7>:{"send": true, "recv": false, "from": 7, "to": 4, "vc": [31, 33, 24, 21, 25, 26, 27, 37, 30, 23], "hlc": [921586, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 1, "vc": [28, 30, 22, 21, 25, 25, 27, 27, 33, 29], "hlc": [921585, 12]}
INFO:<Node 1>:{"send": false, "recv": true, "to": 1, "from": 8, "vc": [28, 39, 22, 24, 26, 29, 27, 30, 33, 29], "hlc": [921588, 1]}
INFO:<Node 3>:{"send": false, "recv": true, "to": 3, "from": 4, "vc": [26, 30, 26, 26, 33, 30, 28, 27, 30, 27], "hlc": [921585, 13]}
INFO:<Node 4>:{"send": false, "recv": true, "to": 4, "from": 7, "vc": [31, 33, 26, 24, 34, 30, 28, 37, 30, 27], "hlc": [921586, 9]}
INFO:<Node 9>:{"send": false, "recv": true, "to": 9, "from": 5, "vc": [28, 33, 22, 24, 24, 32, 27, 35, 28, 30], "hlc": [921586, 8]}
INFO:<Node 0>:{"send": true, "recv": false, "from": 0, "to": 1, "vc": [32, 33, 24, 21, 25, 26, 27, 34, 30, 23], "hlc": [921586, 7]}
INFO:<Node 1>:{"send": true, "recv": false, "from": 1, "to": 4, "vc": [28, 40, 22, 24, 26, 29, 27, 30, 33, 29], "hlc": [921588, 2]}
INFO:<Node 2>:{"send": true, "recv": false, "from": 2, "to": 0, "vc": [26, 37, 28, 24, 28, 29, 25, 30, 30, 27], "hlc": [921587, 4]}
INFO:<Node 3>:{"send": true, "recv": false, "from": 3, "to": 5, "vc": [26, 30, 26, 27, 33, 30, 28, 27, 30, 27], "hlc": [921585, 14]}
INFO:<Node 4>:{"send": true, "recv": false, "from": 4, "to": 3, "vc": [31, 33, 26, 24, 35, 30, 28, 37, 30, 27], "hlc": [921586, 10]}
INFO:<Node 5>:{"send": true, "recv": false, "from": 5, "to": 8, "vc": [26, 33, 22, 24, 24, 33, 25, 35, 28, 27], "hlc": [921586, 8]}
INFO:<Node 8>:{"send": true, "recv": false, "from": 8, "to": 1, "vc": [28, 30, 22, 21, 25, 25, 27, 27, 34, 29], "hlc": [921585, 13]}
INFO:<Node 9>:{"send": true, "recv": false, "from": 9, "to": 8, "vc": [28, 33, 22, 24, 24, 32, 27, 35, 28, 31], "hlc": [921586, 9]}
